trial	row	vector
80	10	0 0 1 1 0 1 1 0 -1 0 -1 0 0 0 0 -1 0 -1 0 1 -1
80	11	0 0 -1 -1 0 0 -2 0 1 0 1 0 0 0 -1 1 0 1 1 -1 1
80	12	0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 -1 -1 0 0 0 0 0
80	13	1 0 -1 0 0 -1 0 0 1 0 0 1 0 0 0 2 0 1 -1 0 0
80	14	1 1 -1 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0
80	15	-2 -1 2 1 1 1 1 1 -2 -1 0 0 0 -1 0 0 0 -1 0 1 0
80	16	0 0 -1 0 1 -1 -1 0 0 0 -1 1 0 0 0 1 1 1 0 0 1
81	0	-1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
81	1	-1 0 0 -1 1 0 -1 0 0 -1 0 0 0 1 0 0 0 0 1 -1 1
81	2	0 0 1 0 0 0 -1 -1 0 1 0 -1 0 0 -1 -1 0 0 1 0 0
81	3	-1 0 1 0 0 1 -1 -1 0 -1 1 0 1 -1 -1 0 0 0 1 0 1
81	4	-1 1 0 -1 0 0 -1 -1 0 0 0 -1 -1 0 1 -1 1 1 0 0 0
81	5	0 -1 0 0 0 1 -1 0 0 0 1 1 0 0 0 1 -1 0 1 0 0
81	6	0 0 -1 0 1 0 -1 0 1 -1 0 1 0 0 0 1 0 1 0 -1 1
81	7	1 2 -1 -1 -1 -1 -1 -2 1 2 -1 -1 -1 0 1 -1 1 1 0 0 0
81	8	1 1 -1 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0
81	9	0 -1 0 1 1 1 1 2 -1 -1 0 1 0 0 -1 0 -1 -1 0 0 0
81	10	-1 -2 1 1 1 1 0 1 -1 -1 1 0 0 0 -1 1 -1 0 0 0 0
81	11	1 0 -2 -1 1 0 -1 0 1 0 1 1 1 0 0 1 -1 0 0 -1 1
81	12	1 -1 0 1 0 0 1 1 0 0 0 1 0 0 0 1 -1 0 -1 0 -1
81	13	0 1 -1 -1 1 -1 0 0 1 1 0 0 0 0 0 0 0 0 -1 0 0
81	14	1 1 0 0 -1 -1 0 -1 0 1 -1 0 -1 0 1 0 1 1 0 0 -1
81	15	1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 -1 0 -1 0 -1
81	16	0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0
82	0	0 1 0 0 0 -1 -1 -1 0 1 -1 -1 -1 0 0 -1 1 1 0 0 0
82	1	-1 0 0 0 1 0 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0
82	2	-1 0 0 0 1 0 0 0 0 -1 0 -1 1 -1 -1 0 0 0 0 0 1
82	3	-1 1 0 0 0 1 -1 -1 0 0 0 -1 -1 -1 0 -1 1 0 1 0 0
82	4	-1 0 0 -1 -1 0 -2 -1 1 1 1 0 0 -1 0 0 1 1 1 0 1
82	5	-1 0 0 0 2 0 0 1 -1 -1 -1 0 1 0 -1 0 0 0 0 -1 2
82	6	0 -1 0 1 1 0 1 0 0 0 -1 0 -1 1 -1 0 0 0 0 0 0
82	7	0 1 -1 -1 0 -1 -1 -1 1 0 0 0 0 0 0 0 1 1 0 0 1
82	8	1 -1 -1 0 0 0 -1 0 1 0 1 1 1 0 0 2 -1 1 0 -1 0
82	9	0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 -1 0 -1 -1 0
82	10	-1 -2 1 0 2 1 1 2 -1 -1 1 1 1 0 -1 1 -2 -1 0 0 0
82	11	1 -2 0 1 2 0 2 2 -1 -1 -1 2 1 1 -1 2 -2 0 -1 0 0
82	12	-2 0 1 0 0 1 -1 0 0 -1 1 0 0 -1 0 0 0 0 1 0 0
82	13	-1 0 0 -1 -1 1 -2 0 1 0 2 0 0 -1 1 0 0 0 1 0 0
82	14	0 1 0 0 0 -1 0 -1 0 0 -1 -1 0 0 0 -1 1 1 0 0 0
82	15	-1 -2 1 1 1 1 1 2 -2 -2 1 1 1 0 0 1 -1 -1 0 0 0
82	16	0 1 -1 -1 0 0 -2 0 1 0 1 0 1 0 0 0 0 1 0 -1 1
83	0	1 1 -1 0 1 0 -1 0 1 0 0 0 1 0 0 0 -1 0 -1 -1 0
83	1	-1 0 0 1 1 0 1 0 -1 -1 -1 0 1 0 -1 0 0 0 0 0 1
83	2	0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 -1 0 0 -1 0
83	3	0 1 0 0 0 0 0 -1 0 0 -1 0 0 0 1 -1 1 0 0 0 0
83	4	0 1 0 0 -2 0 -1 -1 1 1 0 0 -1 -1 1 0 1 1 0 1 -1
83	5	0 -1 0 1 0 0 1 1 -1 0 -1 1 0 0 0 0 0 0 0 1 0
83	6	-1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0
83	7	0 0 0 0 0 0 -1 1 0 0 1 0 0 0 0 0 0 0 0 -1 0
83	8	0 -1 0 0 1 0 0 1 -1 -1 0 1 1 0 -1 1 0 0 0 0 1
83	9	1 2 -1 0 -1 0 -1 -2 1 1 -1 -1 -1 0 0 -1 1 1 0 0 0
83	10	-1 -1 1 0 0 1 -1 1 0 -1 1 1 0 -1 0 1 0 0 1 0 0
83	11	1 1 -2 -1 -1 -1 -1 -2 2 2 0 0 0 0 1 0 1 1 0 0 0
83	12	-1 1 1 0 1 0 0 0 -1 0 -1 -1 1 -1 -1 -1 0 0 0 0 1
83	13	0 -1 0 1 1 0 1 1 -1 0 0 0 0 1 0 0 -1 0 -1 0 -1
83	14	0 -1 0 1 2 0 0 1 -1 -1 0 1 1 0 -2 1 -1 0 0 0 1
83	15	1 -1 0 1 0 1 1 1 0 0 0 1 0 0 0 1 -1 0 -1 0 -1
83	16	0 0 0 0 0 0 -1 0 0 0 1 0 0 -1 0 0 0 0 1 0 0
84	0	0 1 0 0 -1 -1 -1 -1 1 1 0 0 0 -1 0 0 1 1 0 1 0
84	1	-1 1 0 0 1 0 -1 -1 0 0 0 -1 0 -1 -1 -1 1 1 0 0 1
84	2	-1 1 0 0 0 0 -1 0 0 0 0 -1 0 -1 0 0 1 0 0 0 0
84	3	0 1 -1 -1 0 -1 -1 -1 0 2 0 0 0 0 0 0 1 1 0 0 0
84	4	1 -1 -1 0 1 0 -1 0 1 0 0 1 1 1 -1 1 -1 1 0 -1 1
84	5	-1 1 1 0 0 0 0 -1 0 0 0 -1 0 -1 0 -1 0 0 0 1 0
84	6	0 -1 -1 0 2 0 0 1 0 -1 0 1 1 0 -1 1 0 0 0 -1 1
84	7	0 -1 0 0 1 0 1 1 -1 0 0 1 0 0 0 1 0 0 -1 0 0
84	8	0 -1 0 0 1 0 0 1 0 -1 0 0 1 0 0 1 -1 0 -1 0 0
84	9	-1 0 1 0 -1 1 -1 0 0 0 1 -1 0 -1 0 -1 0 0 1 0 0
84	10	1 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
84	11	0 0 -1 0 0 1 -1 1 1 -1 1 0 1 0 0 0 -1 0 0 -1 0
84	12	1 0 -1 0 0 -1 -1 0 1 0 -1 0 0 1 0 0 0 1 0 -1 1
84	13	1 0 -1 0 0 -1 0 0 0 0 -1 0 -1 1 0 0 1 1 0 -1 0
84	14	-1 -2 1 1 1 1 1 2 -2 -1 0 1 0 1 -1 0 -1 -1 1 0 0
84	15	-1 -1 1 1 1 0 1 0 -1 0 -1 0 0 0 -1 0 0 0 0 1 0
84	16	0 0 0 0 0 0 1 0 1 0 0 -1 0 0 0 0 -1 0 -1 0 -1
85	0	0 1 0 0 -1 0 0 -1 0 0 -1 -1 0 0 0 -1 1 1 0 0 0
85	1	1 1 0 1 -1 0 1 -1 0 1 -2 0 -1 0 1 -1 1 0 -1 1 -1
85	2	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 0
85	3	-1 2 0 -1 -1 0 -1 -2 0 1 0 -2 -1 -1 1 -2 2 1 0 0 0
85	4	0 -1 0 1 0 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0
85	5	-1 0 1 0 1 0 0 0 -1 -1 -1 0 1 0 -1 0 0 0 1 0 1
85	6	-1 0 1 0 0 0 0 0 -1 0 0 -1 -1 0 1 -1 1 0 0 0 -1
85	7	0 1 -1 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0
85	8	0 -1 0 1 1 0 1 1 -1 0 -1 0 0 1 0 0 -1 0 -1 0 0
85	9	-1 1 0 -1 1 -1 0 -1 -1 0 0 -1 0 0 0 -1 1 0 0 0 1
85	10	1 0 -1 0 1 0 0 1 0 -1 0 0 1 1 0 0 -1 0 -1 -1 0
85	11	0 0 0 1 1 0 1 1 -1 -1 -1 0 1 0 -1 0 -1 0 -1 0 1
85	12	-1 -1 1 1 0 0 1 0 -1 0 0 0 0 0 -1 0 0 0 0 1 0
85	13	0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
85	14	1 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 -1 0 0 0 0 0
85	15	1 0 -1 0 1 0 -1 0 1 0 0 0 1 0 -1 1 -1 1 -1 -1 1
85	16	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 1 0 -1 0
86	0	0 0 0 1 -1 0 0 0 0 1 0 0 0 0 0 -1 0 0 0 0 0
86	1	0 1 -1 -1 1 0 -1 0 1 -1 0 0 1 0 0 0 0 0 0 -1 1
86	2	0 -1 -1 1 1 0 0 1 -1 -1 0 1 0 0 0 1 0 0 0 0 0
86	3	-1 0 0 -1 0 1 -1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
86	4	0 -1 0 1 2 0 1 2 -2 -1 -1 0 1 1 -1 0 -1 0 -1 -1 0
86	5	1 2 -2 -2 -1 -1 -2 -1 2 1 1 0 0 0 1 0 1 1 0 -1 0
86	6	-1 -1 1 1 0 1 1 0 -1 -1 0 0 -1 0 0 0 0 0 0 1 -1
86	7	0 0 -1 0 0 -1 0 0 0 1 0 0 0 1 0 0 0 1 0 -1 0
86	8	-1 -2 2 1 2 1 2 2 -2 -1 0 0 1 0 -1 0 -2 -1 -1 0 0
86	9	0 2 -1 -1 -1 -1 -1 -1 1 1 0 -1 0 0 0 -1 1 1 0 0 0
86	10	1 2 -1 0 -2 -1 -1 -2 1 2 0 -1 -1 -1 1 -1 2 1 0 0 -1
86	11	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
86	12	0 0 1 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 -1
86	13	0 -1 1 1 1 0 1 1 -2 -1 -1 0 0 0 0 0 0 0 0 0 0
86	14	0 -2 0 1 1 1 0 2 0 -1 1 1 1 0 -1 1 -2 -1 0 0 0
86	15	-1 1 0 -1 1 0 -1 0 0 0 0 0 1 0 -1 0 0 0 0 0 1
86	16	0 1 0 0 -1 0 0 -1 0 1 0 -1 -1 0 1 -1 1 0 0 1 -2
87	0	0 1 0 -1 -1 0 -2 -2 1 1 1 -1 -1 0 0 -1 1 1 1 0 0
87	1	0 0 0 0 1 1 -1 0 0 -1 0 0 1 0 -1 0 -1 0 1 -1 1
87	2	-1 1 1 0 0 0 0 0 -1 -1 0 -1 0 0 0 -1 0 0 0 0 0
87	3	0 -1 0 1 0 0 1 1 0 0 0 1 -1 1 0 1 -1 0 0 0 -1
87	4	0 -1 0 1 1 0 2 1 -1 0 -1 0 0 1 0 0 -1 0 -1 0 -1
87	5	1 -1 -1 1 0 1 0 1 0 0 0 1 0 1 0 0 -1 0 0 -1 0
87	6	0 0 0 0 -1 0 -1 -1 1 0 0 0 -1 -1 1 0 1 1 0 1 0
87	7	-1 0 1 0 1 0 0 0 -1 -1 0 -1 0 0 0 0 0 0 0 0 0
87	8	1 2 -1 0 -1 -2 0 -2 1 2 -1 -1 -1 0 1 -1 2 1 -1 0 -1
87	9	0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0
87	10	-1 -1 1 1 1 1 1 0 0 -1 0 0 0 0 -1 0 -1 0 0 0 0
87	11	0 0 -1 0 1 0 0 1 -1 0 0 0 0 1 0 0 -1 0 0 -1 0
87	12	-1 0 -1 0 2 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1
87	13	0 0 -1 0 1 0 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0
87	14	-1 -1 1 1 1 1 0 1 -1 -1 0 0 1 0 -1 0 -1 0 0 0 0
87	15	0 0 0 -1 1 0 -1 0 0 0 1 0 1 0 -1 0 -1 0 1 -1 1
87	16	1 0 -2 0 1 0 0 1 1 0 0 1 0 1 0 1 -1 0 -1 -1 0
88	0	0 -1 0 1 1 0 0 1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0
88	1	0 0 -1 1 2 0 1 1 -1 0 -1 0 1 1 -1 0 -1 0 -1 -1 0
88	2	0 -1 0 1 2 0 2 1 -1 0 -1 1 0 1 -1 0 -1 0 -1 0 0
88	3	-1 1 0 0 1 0 1 0 -1 0 -1 -1 0 0 0 -1 0 0 -1 0 0
88	4	0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0
88	5	0 1 -1 0 0 0 0 -1 0 0 0 -1 0 0 0 -1 0 0 0 0 0
88	6	0 0 0 0 1 0 0 1 0 -1 0 0 1 1 -1 0 -1 0 0 -1 0
88	7	1 -1 0 1 0 0 1 1 0 0 -1 0 0 1 0 0 -1 0 -1 -1 0
88	8	-2 -1 1 0 1 0 0 1 -1 -1 0 0 1 0 -1 0 0 0 1 0 1
88	9	-1 -1 1 0 0 1 -1 0 0 0 1 1 0 -1 0 0 0 0 1 1 0
88	10	-1 0 1 1 1 -1 1 0 -1 0 -1 0 0 0 -1 0 0 0 0 1 0
88	11	-1 1 0 0 0 1 -1 0 0 0 1 -1 1 -1 0 -1 0 0 0 -1 0
88	12	-1 -1 0 0 0 1 -1 0 1 -1 1 0 0 0 0 1 -1 0 1 0 0
88	13	0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1
88	14	1 0 -1 1 1 0 1 1 0 0 0 1 1 0 0 1 -1 0 -2 0 -1
88	15	1 0 0 1 0 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 0
88	16	-1 -1 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 1 1 1 0 1
89	0	1 1 -1 0 0 -1 0 -1 0 1 -1 1 0 0 0 0 1 1 0 0 0
89	1	0 1 -1 0 0 -1 1 0 0 0 0 0 -1 0 1 0 1 0 -1 0 -1
89	2	-1 -1 0 0 0 0 0 1 0 -1 1 1 0 0 1 1 0 0 0 0 0
89	3	-1 1 0 0 0 0 -1 -1 0 -1 0 -1 0 -1 0 -1 1 0 1 0 1
89	4	0 -1 0 1 2 0 1 1 0 -2 -1 1 1 0 -1 1 -1 0 -1 0 1
89	5	0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
89	6	0 0 0 0 0 1 -1 0 0 0 1 1 1 -1 0 1 -1 0 0 0 0
89	7	-1 -1 1 1 1 0 1 1 -2 0 -1 0 0 0 -1 0 0 0 0 1 0
89	8	0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 -1 0
89	9	0 -2 1 1 1 1 1 1 -1 -1 -1 1 1 0 -1 0 -1 0 0 0 1
89	10	-1 0 1 0 1 0 1 0 -1 0 -1 0 0 -1 -1 0 0 0 0 1 1
89	11	-1 -1 1 0 1 1 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 1
89	12	0 0 -1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 -1 0 0
89	13	0 0 -1 -1 0 0 -1 -1 1 1 1 0 0 0 0 1 0 1 0 0 0
89	14	0 -2 1 1 1 1 1 1 -1 -1 0 0 0 1 -1 0 -1 0 0 -1 0
89	15	0 1 0 -1 0 0 -1 0 0 0 1 0 1 -1 0 0 0 0 0 0 0
89	16	-1 0 1 1 1 0 1 0 -2 0 -1 -1 0 0 -1 -1 0 0 0 1 0
90	0	-1 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 0 0
90	1	0 2 0 -1 -2 0 -2 -2 1 1 0 -1 0 -1 1 -1 1 1 1 0 0
90	2	0 1 0 0 -1 0 0 -1 1 1 0 -1 0 0 0 -1 0 0 0 0 -1
90	3	1 1 0 1 0 0 1 0 0 0 -1 0 0 0 0 -1 0 0 -1 0 -1
90	4	1 0 -1 0 1 0 0 0 0 0 0 0 0 1 -1 0 -1 0 0 -1 0
90	5	0 0 0 1 -1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 1 -1
90	6	-1 1 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0
90	7	1 0 -2 -1 1 -1 -1 0 1 0 0 1 0 1 0 1 0 1 0 -1 1
90	8	-1 1 0 0 -1 0 0 -1 0 1 0 -1 -1 -1 0 -1 1 0 0 1 0
90	9	1 1 -1 0 0 -1 0 0 0 1 0 0 1 0 0 0 0 1 -1 -1 0
90	10	0 0 0 0 1 0 0 0 0 0 0 0 1 1 -1 0 -1 0 0 0 0
90	11	-1 0 1 0 -1 1 -1 -1 0 0 1 0 0 -1 0 0 0 0 1 1 0
90	12	0 -1 -1 0 2 0 -1 1 0 -1 1 1 2 0 -1 2 -1 0 0 -1 1
90	13	-1 -1 2 1 1 1 1 1 -2 -1 0 0 1 -1 -1 0 -1 -1 0 1 0
90	14	0 0 0 0 0 1 -1 0 0 -1 1 0 0 -1 0 0 0 0 0 0 0
90	15	1 1 -1 -1 -1 0 -1 -1 1 0 0 0 0 1 1 0 0 1 0 -1 0
90	16	-1 -1 0 0 1 0 1 1 -1 0 -1 0 -1 1 0 0 0 0 0 0 0
91	0	-1 -1 0 0 2 0 0 1 -1 -1 0 1 0 0 -1 1 0 0 1 0 1
91	1	-1 0 0 0 2 0 0 0 -1 -1 0 0 0 0 -1 0 0 0 0 0 1
91	2	0 0 0 0 1 0 0 0 0 0 0 0 1 -1 -1 0 0 0 0 0 1
91	3	0 -1 0 1 0 1 0 1 0 -1 0 1 0 0 0 1 0 0 0 0 0
91	4	0 0 0 0 1 0 -1 0 0 -1 0 1 1 -1 -1 1 0 0 1 0 1
91	5	-1 -1 1 1 0 1 1 0 -1 0 0 0 0 -1 0 0 0 0 0 1 -1
91	6	0 -1 0 1 2 1 1 2 -1 -1 0 1 1 1 -1 1 -2 -1 -1 -1 0
91	7	0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 -1 0 -1
91	8	-1 1 0 -1 0 0 -1 -1 0 0 0 -1 0 -1 0 -1 1 1 0 0 1
91	9	1 1 -1 0 0 -1 0 -1 1 1 -1 -1 0 1 0 -1 0 1 -1 -1 0
91	10	0 0 0 0 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0
91	11	0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 -1
91	12	0 0 0 0 -1 0 0 -1 0 1 1 -1 0 -1 0 0 0 0 0 1 -1
91	13	0 0 0 0 -1 0 -1 -1 1 1 1 0 0 -1 0 0 0 0 1 0 0
91	14	0 -1 -1 0 1 0 -1 0 1 -1 0 0 1 1 -1 1 -1 1 0 -1 1
91	15	0 -2 1 1 1 1 0 2 -1 -2 0 1 1 0 -1 1 -1 0 0 0 0
91	16	0 1 0 0 0 -1 1 0 -1 1 -1 -1 0 0 0 -1 0 0 0 0 0
92	0	-1 -1 1 1 1 1 1 0 -1 -1 0 0 1 -1 -1 0 -1 -1 0 1 1
92	1	-1 0 0 0 1 1 -1 0 0 -1 0 0 1 0 -1 0 0 0 0 0 1
92	2	-1 0 0 0 1 0 0 0 -1 -1 -1 0 0 0 0 0 1 0 0 0 1
92	3	-1 1 0 -1 0 0 -2 -2 1 0 0 -1 0 -1 0 -1 2 1 1 0 1
92	4	0 0 0 0 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0
92	5	0 0 0 0 1 0 1 1 -1 0 0 0 0 1 0 0 -1 0 -1 -1 0
92	6	0 0 -1 0 0 0 -1 -1 0 0 0 0 0 -1 0 0 1 1 1 0 1
92	7	1 0 0 0 -1 0 -1 -1 1 1 0 0 0 0 -1 0 0 1 1 0 0
92	8	-2 -1 2 1 1 1 1 2 -2 -1 0 0 1 0 -1 0 -1 -1 0 0 0
92	9	0 1 0 0 -1 0 -1 -1 0 1 0 -1 0 -1 0 -1 1 0 0 1 0
92	10	0 1 -2 -1 0 -1 -2 -1 2 0 1 0 1 0 0 1 0 1 0 -1 1
92	11	0 0 0 1 0 0 1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0
92	12	-1 0 1 1 -1 0 1 0 -1 0 0 0 -1 -1 1 -1 1 0 0 1 -1
92	13	0 1 -1 0 1 -1 1 0 0 -1 -2 0 0 0 0 0 1 1 -1 0 1
92	14	0 0 0 0 -1 0 -1 -1 1 1 0 0 0 -1 0 0 0 0 1 1 0
92	15	-1 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 1 0 1 0 0
92	16	-1 0 1 0 1 0 0 1 -1 -1 0 -1 0 0 0 -1 0 0 0 -1 0
93	0	0 0 0 0 0 0 0 -1 1 1 0 1 0 -1 0 1 0 0 0 1 0
93	1	1 0 0 1 0 0 1 1 -1 0 0 0 1 0 0 0 -1 -1 -1 0 -1
93	2	-1 1 1 0 0 0 0 -1 0 0 0 -1 0 -1 0 -1 1 0 0 0 0
93	3	0 1 -1 -1 0 0 -2 0 1 0 0 0 0 0 0 0 0 1 1 -1 1
93	4	1 1 0 0 0 -1 1 0 0 1 -1 0 0 0 1 -1 0 0 -1 0 -1
93	5	0 0 0 0 0 0 1 0 -1 1 -1 0 -1 1 0 -1 0 0 0 0 0
93	6	0 -1 0 1 1 0 1 1 -1 0 0 1 1 0 -1 1 -1 0 0 0 0
93	7	0 1 0 0 0 0 0 1 0 0 0 0 0 -1 1 0 0 0 -1 0 -1
93	8	-1 0 0 0 1 0 2 0 -1 0 -1 0 0 0 0 0 0 0 -1 1 0
93	9	-1 1 -1 -1 1 -1 -1 -1 0 0 0 0 0 0 0 0 1 1 1 0 1
93	10	0 0 0 0 -1 0 -2 -1 1 1 1 0 0 0 0 0 0 0 1 0 0
93	11	0 -1 0 1 0 0 0 1 0 -1 0 1 0 0 0 1 0 0 0 0 0
93	12	0 -1 0 1 0 0 0 1 -1 0 0 1 0 0 0 0 0 0 1 0 0
93	13	0 -2 0 1 1 0 1 2 -1 -1 0 1 1 1 0 1 -1 0 -1 -1 0
93	14	0 1 0 0 0 0 0 -1 0 0 0 -1 0 0 0 -1 0 0 0 0 0
93	15	0 -2 0 1 3 1 1 2 -1 -2 0 1 2 1 -2 1 -3 -1 0 -1 1
93	16	0 0 0 -1 0 -1 0 0 0 1 0 0 0 1 0 0 0 1 0 -1 0
94	0	-1 -1 0 0 0 1 -1 1 0 -1 2 0 0 0 0 0 -1 0 1 -1 0
94	1	0 0 1 0 0 1 0 0 -1 0 0 0 0 0 0 -1 0 0 0 0 0
94	2	0 1 -1 0 1 0 -1 1 0 0 0 0 1 0 -1 0 -1 0 0 -1 1
94	3	1 0 -1 0 1 0 0 0 1 -1 0 1 1 0 0 1 -1 0 -1 0 0
94	4	0 1 0 0 0 -1 0 -1 0 0 -1 0 0 -1 0 0 1 1 0 0 1
94	5	0 2 0 0 -1 0 -1 -1 0 1 0 -1 -1 -1 1 -1 1 0 0 0 -1
94	6	1 1 -1 -1 -1 -1 -1 -1 1 1 0 0 0 0 1 -1 1 1 0 0 0
94	7	0 0 -1 -1 0 0 -2 -1 1 0 1 -1 1 0 -1 0 0 1 1 -1 1
94	8	0 -1 0 1 1 0 0 1 -1 -1 0 0 0 0 -1 0 0 0 0 0 0
94	9	0 -2 1 1 1 1 1 2 -1 -1 1 1 1 1 -1 1 -2 -1 0 -1 -1
94	10	-1 -1 0 0 1 1 0 2 -1 -1 1 0 0 1 0 0 -1 -1 0 -1 0
94	11	0 1 -2 -1 1 0 -2 0 1 -1 1 0 1 0 0 1 0 1 0 -2 1
94	12	1 0 -1 0 -1 0 -1 -1 1 1 0 0 0 0 0 0 1 1 0 0 0
94	13	0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0
94	14	-1 -1 0 0 1 0 0 1 -1 -1 1 1 0 0 0 1 0 0 0 0 0
94	15	1 0 -1 0 -1 -1 1 -1 1 1 -1 0 -1 1 1 0 1 1 -1 0 -1
94	16	-1 0 0 -1 0 0 0 0 0 0 1 -1 0 0 0 -1 0 0 0 0 0
95	0	0 2 -1 -1 -2 -1 -2 -2 2 2 1 -1 0 -1 1 -1 1 1 0 0 0
95	1	-1 -1 1 1 0 1 0 0 0 -1 0 0 0 -1 -1 0 0 0 0 1 1
95	2	0 1 -1 0 -1 0 -1 -1 1 1 0 0 -1 -1 1 0 1 1 0 0 0
95	3	0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0
95	4	1 1 -1 -1 0 -1 -1 -1 0 1 0 0 0 0 0 0 1 1 0 0 0
95	5	0 -2 0 1 2 1 1 3 -1 -1 0 1 1 1 -1 1 -2 -1 -1 -1 0
95	6	1 -2 0 1 1 0 1 1 0 0 0 1 1 1 -1 1 -2 0 -1 0 0
95	7	0 -1 0 0 1 0 0 1 0 0 0 1 1 0 -1 1 -1 0 0 0 1
95	8	0 -1 0 1 0 0 1 1 -1 0 -1 1 0 0 0 0 0 0 0 0 1
95	9	1 0 0 1 0 0 1 1 0 0 -1 0 0 0 0 0 -1 0 -1 0 -1
95	10	0 0 -1 0 0 0 -1 -1 1 0 0 1 0 0 0 0 1 1 0 0 1
95	11	-1 0 1 1 0 1 1 1 -1 -1 0 -1 0 0 0 -1 -1 -1 0 0 -1
95	12	0 -1 0 1 0 1 0 0 0 0 0 1 0 0 -1 0 0 0 1 0 0
95	13	0 0 0 1 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 -1 0
95	14	1 0 -1 0 -1 -1 0 0 1 1 0 1 0 0 1 1 0 1 -1 0 0
95	15	0 -2 1 1 1 1 0 2 -1 -1 1 1 1 0 -1 1 -2 -1 0 0 0
95	16	-1 -1 1 1 2 0 2 2 -2 -1 -1 0 1 1 -1 0 -1 -1 -1 0 0
96	0	0 -1 0 1 1 0 0 1 0 0 0 1 1 0 -1 1 -1 0 0 0 0
96	1	0 2 -1 0 0 -2 1 -2 0 2 -2 -1 -1 0 0 -1 2 1 -1 1 0
96	2	0 0 0 1 -1 0 0 0 0 0 0 0 -1 0 1 0 0 0 0 0 -1
96	3	-1 -2 1 1 1 1 0 1 -1 -1 1 0 0 0 -1 0 -1 0 1 0 0
96	4	0 -2 0 1 1 1 0 1 0 -1 0 1 1 1 -1 1 -2 0 0 -1 1
96	5	0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0
96	6	0 -1 0 0 1 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 1
96	7	-1 0 0 0 2 0 0 1 0 -1 0 0 1 0 -1 0 -1 0 -1 0 1
96	8	0 1 0 0 0 -1 1 0 0 1 -1 -1 0 0 1 -1 0 0 -1 0 -1
96	9	0 -1 1 1 1 0 1 0 -1 0 0 0 1 0 -1 0 -1 0 0 0 0
96	10	-1 -1 0 0 1 1 -1 1 0 -1 1 0 0 0 -1 0 -1 0 1 -1 1
96	11	-1 1 0 0 1 0 0 -1 -1 0 -1 -1 0 -1 -1 -1 1 0 0 1 1
96	12	-1 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0
96	13	-1 0 1 1 1 1 1 1 -2 0 0 -1 0 0 -1 -1 -1 -1 0 0 -1
