trial	row	vector
48	5	0 0 -1 0 1 0 -1 0 1 -1 0 0 0 0 -1 0 0 1 0 -1 1
48	6	0 0 -1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 -1 0
48	7	0 -1 0 0 1 1 0 1 0 -1 0 1 0 1 0 0 -1 0 0 -1 1
48	8	-1 0 0 0 0 0 -1 0 0 0 1 0 1 -1 -1 0 0 0 1 0 1
48	9	0 1 -1 -1 1 0 -1 -1 0 0 0 0 0 0 0 0 1 1 0 -1 1
48	10	0 -2 0 0 1 0 0 2 -1 -1 1 1 1 1 0 1 -1 0 0 -1 0
48	11	0 1 -1 -1 -1 -1 -1 -1 0 1 0 0 -1 0 1 0 2 1 1 0 0
48	12	1 2 -2 -1 -1 0 -2 -2 2 1 0 -1 0 0 1 -1 1 1 0 -1 0
48	13	0 0 1 1 0 0 1 -1 -1 0 -2 0 -1 0 0 -1 1 0 0 1 0
48	14	0 1 -1 -1 -1 0 -1 -2 1 1 0 -1 -1 0 0 -1 1 1 1 0 0
48	15	0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1
48	16	-1 -1 0 1 2 0 0 2 -1 -1 0 0 0 1 -1 0 -1 0 0 -1 0
49	0	0 -1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 -1 0 -1 0 0
49	1	1 1 -2 -2 0 0 -2 -1 2 0 1 0 1 0 0 1 0 1 0 -1 1
49	2	-1 -1 1 0 2 1 1 2 -2 -1 0 1 1 0 -1 0 -1 -1 0 0 1
49	3	0 0 0 0 2 -1 1 1 -1 0 -1 0 1 1 -1 0 -1 0 -1 -1 1
49	4	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 -1 1
49	5	-1 -1 0 0 1 0 0 1 0 -1 0 1 0 0 0 1 0 0 0 0 1
49	6	1 0 -1 0 0 0 -1 -1 1 1 0 0 0 1 0 0 -1 1 0 -1 0
49	7	0 1 -1 1 1 -1 1 1 -1 0 -1 0 0 0 0 0 0 0 -1 0 0
49	8	0 -2 0 1 2 1 2 2 -1 -1 -1 1 1 1 -1 1 -2 -1 -1 0 0
49	9	0 -1 1 1 0 1 0 0 0 0 0 0 1 -1 -1 0 -1 0 0 1 0
49	10	-1 -2 1 2 1 0 2 1 -2 -1 -1 0 0 0 -1 0 0 0 0 1 0
49	11	-1 0 0 0 2 0 0 1 0 -2 0 0 1 0 -1 1 -1 0 0 -1 1
49	12	1 -1 -1 0 0 0 -1 0 1 -1 0 1 0 1 1 1 0 1 0 -1 0
49	13	1 -2 1 2 -1 1 1 0 0 0 -1 1 -1 0 0 0 0 0 0 1 -1
49	14	0 1 0 0 0 0 0 0 -1 1 -1 0 0 0 0 -1 1 0 0 0 0
49	15	-1 -1 1 1 0 1 0 1 -1 -1 0 0 -1 0 0 0 0 0 0 0 0
49	16	-2 -1 1 0 1 0 1 1 -1 -1 0 0 0 0 0 0 0 0 0 0 0
50	0	0 0 0 0 -1 0 -1 -1 1 1 0 0 0 0 0 0 0 1 0 0 0
50	1	0 1 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0
50	2	-1 -1 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 1 0 1
50	3	-2 -2 2 1 1 2 1 1 -2 -2 0 0 0 0 -1 0 -1 -1 1 1 0
50	4	1 0 -1 -1 0 0 -2 0 1 0 2 0 1 0 0 1 -1 0 0 -1 0
50	5	-1 1 0 0 0 0 -1 -1 0 0 -1 -1 0 -1 0 -1 1 1 0 0 1
50	6	0 -1 0 0 1 1 1 2 -1 -1 1 1 1 0 0 1 -2 -1 -1 0 0
50	7	-1 0 -1 0 2 0 0 1 -1 -1 0 0 1 0 -1 0 0 0 0 -1 2
50	8	0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 0
50	9	0 0 0 1 0 0 1 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0
50	10	0 0 0 1 0 0 1 0 0 0 -1 0 -1 1 0 0 0 0 0 0 -1
50	11	-1 -2 1 1 1 1 0 1 -1 -1 1 1 0 0 -1 1 -1 0 1 0 0
50	12	1 0 -1 -1 0 0 -1 -1 1 1 0 0 0 1 0 0 0 1 0 -1 0
50	13	0 1 0 0 0 -1 0 -1 0 1 -1 -1 -1 0 0 -1 1 1 0 0 0
50	14	0 1 0 0 -1 0 0 -1 0 1 0 0 0 -1 1 -1 1 0 0 0 0
50	15	0 1 -1 0 1 0 -1 0 0 0 0 0 1 -1 -1 0 0 1 0 -1 1
50	16	0 1 0 0 0 -1 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 0
51	0	0 2 -1 -1 -1 -1 -1 -1 1 1 0 -1 -1 0 1 -1 1 1 0 -1 0
51	1	0 0 0 1 0 1 -1 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0
51	2	-1 -1 2 1 0 1 1 0 -1 -1 -1 0 0 -1 0 0 0 0 0 1 0
51	3	0 -2 0 1 1 0 1 1 -1 -1 0 1 0 1 -1 2 -1 0 0 0 0
51	4	-1 0 1 0 0 1 -1 0 0 -1 0 0 1 -1 -1 0 0 0 1 0 1
51	5	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 1 0 0
51	6	-1 -1 0 0 0 1 -1 0 0 -1 1 1 0 0 0 1 0 0 1 0 1
51	7	-1 1 1 0 0 0 1 0 -1 0 -1 -1 0 0 0 -1 0 0 0 0 0
51	8	0 -1 0 1 1 0 1 1 -1 -1 -1 0 0 1 -1 0 0 0 0 0 0
51	9	-1 -1 2 1 0 1 1 1 -1 0 0 1 0 0 0 0 -1 -1 0 1 -1
51	10	0 3 -1 -1 -1 -1 -1 -2 1 2 -1 -1 -1 0 1 -2 2 1 0 0 0
51	11	0 0 1 1 0 0 1 0 -1 0 -1 0 0 -1 0 0 0 0 -1 1 0
51	12	0 1 -1 -1 0 -1 0 0 0 1 0 -1 0 1 0 -1 0 0 0 -1 0
51	13	0 1 0 0 -1 -1 1 -1 0 2 -1 -1 -1 0 1 -1 1 1 -1 0 -1
51	14	1 3 -2 -2 -1 -1 -2 -2 2 1 0 -2 0 0 1 -1 1 1 0 -1 0
51	15	-1 1 0 -1 0 0 0 -1 1 1 0 -1 0 0 0 -1 0 0 0 0 0
51	16	0 -1 1 1 0 1 0 1 -1 -1 0 0 0 0 0 0 0 0 0 0 -1
52	0	0 1 0 0 0 0 0 -1 0 0 0 -1 0 0 0 -1 0 0 0 0 0
52	1	-1 0 -1 -1 2 0 -1 1 1 -1 1 0 1 0 -1 1 -1 0 0 -1 1
52	2	0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 0 0 -1
52	3	-1 -1 1 1 1 1 1 1 -1 -1 0 0 0 0 -1 0 -1 -1 0 0 0
52	4	0 0 0 1 -1 0 0 -1 0 1 -1 0 -1 0 0 -1 1 1 1 0 0
52	5	-1 1 -1 -1 1 -1 -1 -1 0 0 0 -1 0 0 0 -1 1 1 0 0 1
52	6	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
52	7	0 -2 0 1 1 0 0 1 0 -1 0 1 0 1 0 1 -1 0 0 0 0
52	8	1 1 -1 0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 0
52	9	-1 1 0 -1 0 0 -1 0 1 1 1 0 0 -1 0 0 0 0 0 0 0
52	10	1 1 0 0 -1 0 0 0 0 1 0 0 0 0 1 0 0 0 -1 0 -2
52	11	1 1 -1 -1 -1 0 -1 -1 1 0 0 -1 0 0 1 -1 1 1 0 -1 0
52	12	-1 -1 1 1 2 1 1 1 -2 -1 0 0 1 0 -1 0 -1 -1 0 0 0
52	13	0 1 1 1 -1 0 1 -1 -1 1 -1 0 -1 -1 0 -1 1 0 0 2 -1
52	14	1 0 -1 0 0 -1 0 0 0 1 -1 0 0 1 0 0 0 1 -1 0 0
52	15	0 -1 0 0 0 1 -1 0 1 -1 1 0 0 0 0 0 -1 0 1 -1 0
52	16	0 0 -2 0 2 0 0 1 0 -1 0 1 1 1 -1 1 -1 0 0 -1 1
53	0	-1 -1 1 1 1 1 0 2 -1 -1 0 0 0 0 -1 0 -1 0 0 0 0
53	1	0 1 -1 -1 -1 0 -1 -1 1 0 1 0 0 -1 1 0 1 1 0 0 0
53	2	-1 1 0 0 1 0 1 1 -1 0 -1 0 0 0 0 -1 0 0 -1 0 0
53	3	0 1 -1 -1 -1 0 -1 -1 1 0 0 0 0 0 1 0 1 1 0 0 0
53	4	0 0 -1 0 1 0 0 1 0 0 1 0 1 0 -1 0 -1 0 0 -1 0
53	5	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1
53	6	0 1 -1 0 -1 0 -2 -2 2 0 0 0 0 -1 0 0 1 1 1 0 1
53	7	-1 -1 1 0 1 0 0 0 -1 0 0 0 0 0 -1 0 0 0 1 0 1
53	8	0 0 0 0 1 1 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0
53	9	-1 1 0 -1 0 0 -2 -2 1 0 0 -1 0 -1 0 -1 1 1 1 0 1
53	10	1 0 -1 0 -1 0 0 0 1 1 0 0 0 1 0 0 -1 0 0 0 -1
53	11	0 2 -1 -2 -1 0 -2 -2 2 1 1 -1 0 -1 1 0 1 1 0 0 0
53	12	-1 0 1 1 0 0 1 1 -1 0 -1 -1 -1 0 0 -1 0 0 0 0 -1
53	13	0 -1 0 0 0 0 -1 0 0 0 1 1 0 0 0 1 0 0 1 0 0
53	14	0 0 0 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 1 0 0 0
53	15	0 0 0 1 2 -1 2 1 -1 0 -2 0 0 1 -1 0 -1 0 -1 0 0
53	16	-1 -1 0 0 1 0 0 1 0 0 1 0 1 0 -1 1 -1 0 0 0 0
54	0	-1 1 0 -1 -1 0 -1 -1 1 1 1 -1 0 -1 1 -1 1 0 0 0 0
54	1	-1 -1 -1 0 2 1 -2 1 0 -2 1 1 1 0 -1 1 -1 0 1 -1 2
54	2	0 -1 -1 0 2 1 -1 1 1 -2 1 0 1 1 -1 1 -2 0 0 -2 1
54	3	0 0 0 0 0 0 0 0 0 0 -1 0 -1 1 0 0 0 1 0 -1 0
54	4	0 0 0 0 1 0 0 0 0 0 1 0 1 0 -1 1 -1 0 -1 0 0
54	5	0 -1 0 0 0 0 -1 0 1 0 1 1 0 0 0 1 0 1 0 0 0
54	6	0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 -1 0 -1 0 0
54	7	0 0 0 0 -1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 -1
54	8	0 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0
54	9	0 -1 0 0 1 0 1 1 -1 0 0 1 0 1 -1 1 -1 0 0 0 0
54	10	0 0 1 1 -1 1 -1 -1 0 0 0 -1 -1 0 0 -1 0 0 1 0 -1
54	11	0 0 0 0 0 0 1 0 0 1 0 0 -1 1 0 0 0 0 -1 0 -1
54	12	-1 -1 0 0 2 1 -1 1 0 -1 1 1 1 0 -1 1 -1 0 0 -1 1
54	13	0 0 0 0 1 0 1 1 -1 0 0 -1 0 1 0 -1 -1 0 -1 -1 -1
54	14	-1 -2 1 1 2 0 1 2 -1 -2 -1 1 1 0 -1 1 -1 0 0 0 1
54	15	0 1 0 0 0 -1 -1 -1 0 0 -1 0 0 0 0 0 1 1 0 0 1
54	16	0 -1 0 0 1 0 0 1 0 0 0 0 0 1 -1 0 -1 0 0 0 0
55	0	-1 -1 0 0 1 0 0 2 -1 -1 1 1 0 0 0 1 0 0 0 0 0
55	1	1 0 -2 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0
55	2	-1 -1 1 1 1 0 1 0 -1 0 -1 0 0 0 -1 0 0 0 0 1 0
55	3	-1 0 0 0 0 0 -1 0 0 0 1 -1 0 0 0 -1 0 0 1 -1 0
55	4	-1 1 0 -1 1 -1 -1 -1 0 0 -1 -1 0 0 0 0 1 1 0 0 1
55	5	0 0 0 1 1 0 1 1 -1 -1 -1 0 0 0 0 0 0 0 -1 0 0
55	6	0 1 0 0 -1 0 0 0 0 1 0 -1 0 0 0 -1 0 0 0 0 -1
55	7	0 -1 0 1 0 0 0 1 -1 0 0 1 0 0 0 1 0 0 0 0 0
55	8	0 0 0 0 0 0 -1 -1 0 0 0 0 1 0 -1 0 0 0 1 0 1
55	9	0 0 0 0 0 0 -1 -1 1 0 0 0 -1 0 0 0 1 1 0 0 0
55	10	0 0 -1 -1 0 1 -1 0 1 0 2 0 1 0 0 1 -1 0 0 -1 0
55	11	-1 -2 1 1 0 1 1 1 -1 -1 0 1 0 0 0 1 0 0 0 0 0
55	12	1 0 -1 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 1 0 0 0
55	13	0 1 -1 -1 0 0 -2 -1 1 0 1 0 0 0 0 0 0 0 1 -1 1
55	14	-1 1 1 0 -1 0 0 -1 0 1 0 -2 0 -1 0 -1 0 0 0 1 -1
55	15	-1 0 0 0 2 1 0 1 0 -1 0 0 1 0 -1 0 -1 0 -1 -1 1
55	16	0 1 -1 -1 0 0 -1 -1 1 0 0 0 0 0 0 0 1 1 0 -1 1
56	0	1 0 -1 0 1 -1 0 1 0 0 0 0 1 1 -1 1 -1 0 -1 -1 0
56	1	-1 -1 0 0 1 1 0 1 0 -1 0 0 0 0 -1 0 -1 0 0 0 1
56	2	0 1 -1 -1 -2 0 -1 -1 1 1 1 0 -1 0 2 0 1 1 0 0 -1
56	3	-1 -1 0 0 2 0 1 1 -1 -1 0 0 0 1 0 0 -1 0 0 -1 0
56	4	-1 -1 1 1 2 0 1 1 -1 -2 -2 0 0 0 -1 0 0 0 0 0 1
56	5	-1 0 0 0 1 0 -1 -1 0 -1 -1 0 0 0 -1 0 1 1 1 0 2
56	6	0 -1 0 0 1 1 0 0 0 -1 0 1 1 0 0 1 -1 0 0 0 0
56	7	0 0 0 0 1 0 0 0 0 -1 0 0 1 -1 -1 0 0 0 0 0 1
56	8	-1 -1 0 0 1 0 1 1 -1 0 0 1 0 0 0 0 0 0 0 0 1
56	9	-1 0 1 0 0 0 0 0 -1 1 0 -1 0 0 0 -1 0 0 0 0 0
56	10	-1 -1 1 1 1 1 0 1 -1 -1 0 0 0 0 -1 0 -1 -1 1 0 0
56	11	-1 0 0 -1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
56	12	-1 -1 0 0 2 0 -1 1 0 -2 0 0 1 0 -1 1 -1 0 1 -1 2
56	13	-1 0 0 0 1 0 1 1 -1 0 0 0 0 0 0 0 0 0 -1 0 0
56	14	0 -2 1 2 1 0 2 1 -1 -1 -1 1 1 0 -1 1 -1 0 -1 1 0
56	15	0 0 -1 0 2 0 -1 1 0 0 0 1 1 0 -1 1 -1 0 0 -1 1
56	16	-1 -1 1 1 2 1 0 0 -1 -1 -1 0 1 0 -2 0 -1 0 1 0 1
57	0	-1 1 0 -1 -1 0 -2 -1 1 1 0 -1 0 -1 0 -1 1 1 1 0 1
57	1	-1 -2 1 1 1 1 0 1 -1 -1 0 0 0 1 -1 0 -1 0 1 -1 0
57	2	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 -1 0
57	3	0 1 0 1 0 -1 1 -1 0 1 -2 0 -1 0 0 -1 1 1 -1 1 0
57	4	-1 -1 0 0 1 0 -1 1 0 -1 1 0 1 0 -1 1 -1 0 1 -1 1
57	5	0 1 0 0 -1 0 -1 -2 1 1 0 -1 0 -1 0 -1 1 1 0 1 0
57	6	0 1 0 0 1 0 0 0 0 0 -1 -1 0 1 -1 -1 -1 0 0 -1 0
57	7	0 1 -1 0 0 -1 0 -1 0 0 -1 0 -1 0 0 0 2 1 0 0 1
57	8	0 0 0 0 0 -1 1 1 -1 1 0 0 1 0 0 0 0 0 -1 0 0
57	9	1 0 0 1 -1 0 1 0 0 1 -1 1 -1 0 1 0 0 0 -1 1 -1
57	10	-1 -2 1 1 2 2 0 2 -1 -2 1 1 1 0 -1 1 -2 -1 0 0 0
57	11	2 2 -1 0 -2 -1 -1 -2 1 2 -1 -1 -1 0 1 -1 1 1 0 0 -1
57	12	0 -1 0 1 1 0 0 1 -1 -1 0 1 0 0 0 0 0 0 0 0 0
57	13	-1 -1 1 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 1 0
57	14	1 1 -1 0 0 0 0 -1 0 0 -1 0 0 0 0 0 1 1 -1 0 0
57	15	0 1 -1 -1 1 -1 -1 -1 0 0 -1 0 0 0 0 0 1 1 0 0 2
57	16	-1 0 1 1 -1 1 0 0 0 0 0 0 0 -1 0 -1 0 0 0 1 0
58	0	-1 1 0 0 0 0 0 -1 0 1 0 0 -1 -1 0 0 1 0 0 1 0
58	1	0 -1 0 1 0 1 1 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0
58	2	-1 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 0
58	3	0 1 -1 -1 1 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 -1 1
58	4	0 0 1 1 1 1 1 1 -1 -1 -1 0 1 0 -1 0 -1 -1 -1 0 0
58	5	0 1 0 0 -1 0 -1 -2 1 1 0 -1 0 0 0 -1 0 0 1 0 0
58	6	1 0 -1 0 -1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 -1
58	7	0 1 -2 -1 0 -1 -2 -1 1 0 1 0 0 0 0 0 1 1 1 -1 1
58	8	-1 1 0 0 0 0 0 -1 0 0 0 -1 0 0 0 -1 1 0 0 0 0
58	9	0 -1 0 0 1 1 -1 1 0 -2 1 1 1 0 -1 1 -1 0 1 -1 1
58	10	-1 1 0 0 0 0 -1 -1 0 0 0 -1 -1 0 0 -1 1 1 0 0 0
58	11	0 0 0 1 1 0 1 2 -1 0 0 0 0 0 0 0 -1 -1 -1 0 -1
58	12	0 0 0 1 1 0 0 1 -1 -1 0 0 1 -1 0 0 0 0 -1 0 0
58	13	-1 -2 2 1 2 1 1 2 -2 -1 0 1 1 0 -1 1 -2 -1 0 0 0
58	14	0 0 1 0 -1 1 0 -1 0 0 0 -1 -1 0 1 -1 0 0 0 0 -1
58	15	0 1 -1 0 0 0 -2 -1 1 0 1 -1 0 0 0 0 0 1 0 -1 0
58	16	0 1 0 0 0 0 -1 -1 0 0 0 0 0 -1 0 0 1 1 0 0 0
59	0	0 1 -1 -1 0 -1 -1 -1 0 0 0 -1 0 0 0 0 1 1 0 0 1
59	1	0 1 0 0 1 -1 1 0 -1 1 -1 -1 1 0 -1 -1 0 0 -1 0 0
59	2	0 0 0 0 -1 0 0 -1 0 0 0 0 -1 0 1 -1 1 1 0 0 0
59	3	0 -1 0 0 1 0 -1 0 1 -1 0 0 1 0 -1 1 -1 1 0 -1 1
59	4	-1 1 0 -1 1 0 -1 0 -1 0 1 -1 1 0 -1 -1 0 0 1 -1 1
59	5	1 0 -1 0 1 0 0 1 0 0 0 1 1 1 0 1 -1 0 -1 -1 0
59	6	1 -1 -1 1 0 0 1 1 0 0 0 1 0 1 1 1 -1 0 -1 -1 -1
59	7	1 -1 -1 1 1 0 1 1 0 0 -1 2 0 1 0 1 -1 0 -1 0 0
59	8	1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 -1 0 -1 0 -1
59	9	0 1 0 0 0 -1 0 -1 -1 1 -1 -1 0 0 0 -1 1 0 0 0 0
59	10	0 1 -1 -1 -1 0 -1 0 1 0 1 0 1 0 1 0 0 0 0 -1 0
59	11	-1 0 -1 0 1 0 -1 0 0 -1 0 0 0 0 -1 0 0 1 1 -1 2
59	12	1 0 -1 0 0 -1 -1 0 1 0 0 0 0 0 0 1 0 1 0 -1 0
59	13	-1 -1 1 1 2 1 0 1 -2 -1 0 0 1 0 -2 0 -1 0 0 0 1
59	14	1 0 0 1 0 0 1 0 0 0 -1 -1 0 1 0 0 -1 0 -1 -1 -1
59	15	-1 1 -1 -1 1 -1 -1 0 0 -1 0 0 1 0 0 0 1 1 0 -1 2
59	16	-1 1 0 0 1 0 0 0 -1 -1 0 -1 0 -1 0 -1 1 0 0 0 0
60	0	-1 -2 1 1 2 2 1 2 -1 -2 1 1 1 0 -1 1 -2 -1 0 -1 0
60	1	0 0 0 0 1 0 0 0 0 0 0 -1 0 1 -1 0 -1 0 0 -1 0
60	2	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 -1 0 -1 0 -1
60	3	-1 -1 0 0 2 1 0 2 0 -1 1 0 1 0 -1 1 -2 -1 0 -1 0
60	4	0 1 -1 0 1 0 -1 0 0 -1 -1 0 0 0 0 -1 1 1 0 -1 1
60	5	1 1 -1 0 -1 -1 -1 -1 1 1 0 0 1 -1 0 0 1 1 0 0 0
60	6	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 0
60	7	1 0 0 0 -1 0 0 0 0 1 0 0 0 0 1 0 0 0 -1 0 -1
60	8	0 -1 1 1 0 2 -1 0 0 -1 0 0 0 0 -1 0 -1 0 1 0 0
60	9	0 0 -1 0 2 -1 0 0 0 -1 -1 1 1 0 -1 1 0 1 0 -1 2
60	10	0 1 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 1 0 0 0 0
60	11	0 0 0 0 0 1 -1 1 0 -1 1 0 1 0 0 0 -1 0 0 -1 0
60	12	-1 1 0 -1 -1 0 -1 -1 1 0 0 -1 -1 0 1 -1 1 1 0 0 0
60	13	-1 0 0 0 2 0 1 0 -1 -1 -1 0 1 0 -1 0 0 0 0 0 1
60	14	-1 -1 1 0 0 1 -1 1 -1 -1 1 0 1 -1 -1 0 0 0 1 0 1
60	15	-1 2 0 0 -1 0 0 -1 0 1 0 -1 -1 -1 1 -1 1 0 0 1 -1
60	16	0 -1 0 0 2 0 0 2 -1 -1 0 1 1 1 -1 1 -1 0 0 -2 1
61	0	0 -1 0 1 2 0 1 1 -1 -1 -1 1 1 0 -1 1 -1 0 0 0 1
61	1	0 2 -1 -1 0 -1 -2 -1 1 1 0 0 0 -1 0 0 1 1 0 0 1
61	2	0 1 -1 -1 1 0 -2 -1 1 -1 0 -1 1 0 -1 0 0 1 0 -1 2
61	3	1 1 -1 -1 0 0 -1 0 1 0 1 0 1 0 1 0 -1 0 -1 -1 0
61	4	0 0 -1 -1 0 0 -1 0 1 0 1 1 0 0 0 1 0 1 0 0 0
61	5	0 0 0 1 0 0 1 0 -1 0 -1 0 -1 1 0 0 0 0 0 0 -1
61	6	1 0 -1 0 0 -1 1 0 0 1 -1 0 0 0 0 0 0 1 -1 0 0
61	7	-1 0 0 0 1 1 -1 0 0 -1 0 0 0 0 0 0 0 0 0 -1 1
61	8	0 0 -1 0 0 0 -1 0 1 0 1 -1 0 0 0 0 0 0 0 -1 0
61	9	0 -1 0 1 1 0 1 1 0 -1 -1 1 0 -1 0 1 0 0 -1 1 0
61	10	-1 1 0 0 0 0 0 -1 0 0 0 -1 -1 0 0 -1 1 0 0 0 0
61	11	-1 0 0 0 0 0 1 1 -1 0 0 0 -1 0 1 0 0 0 0 0 -1
61	12	-1 0 0 -1 0 0 -1 0 1 0 1 -1 0 0 0 0 0 1 0 -1 0
61	13	1 0 -1 -1 0 -1 -1 -1 1 1 0 0 0 1 0 1 0 1 0 -1 0
61	14	0 1 -1 0 1 -1 -1 0 0 0 -1 0 1 0 0 0 0 1 0 -1 1
61	15	-1 -1 0 0 2 1 0 1 -1 -1 0 0 1 0 -1 0 -1 0 0 0 1
61	16	0 0 -1 0 1 0 -1 0 0 0 0 0 1 1 -1 0 -1 0 1 -1 1
62	0	0 0 -1 0 2 0 0 1 0 -1 0 1 0 1 -1 1 -1 0 0 -1 1
62	1	0 -1 0 1 1 1 1 1 -1 0 0 0 0 0 -1 0 -1 -1 0 0 0
62	2	-1 0 0 -1 2 0 0 1 -1 -1 0 0 1 0 -1 0 0 0 0 0 1
62	3	-1 -1 2 1 1 1 1 1 -1 -1 0 0 1 0 -1 0 -2 -1 0 0 0
62	4	-1 -2 2 2 1 1 2 2 -2 -1 0 0 0 0 -1 0 -1 -1 -1 1 -1
62	5	0 0 0 0 -1 0 -1 -1 0 0 0 0 0 0 0 -1 1 1 1 0 1
62	6	0 0 0 -1 1 0 0 1 0 0 1 0 1 0 0 0 -1 0 -1 -1 0
62	7	0 1 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
62	8	-1 0 0 0 0 -1 0 -1 0 1 0 0 -1 0 0 0 1 1 0 1 0
62	9	-1 1 0 -1 1 0 0 0 0 0 0 -1 1 -1 -1 -1 0 0 0 0 1
62	10	0 1 -1 0 1 0 -2 -1 1 0 0 -1 1 -1 -1 0 0 1 0 -1 1
62	11	0 0 -1 0 1 0 1 1 0 0 0 0 0 1 0 0 -1 0 -1 -1 0
62	12	0 -1 0 0 1 1 0 2 -1 -1 0 1 0 1 0 0 -1 0 0 -1 0
62	13	0 1 0 0 -1 1 -2 -1 1 0 1 0 0 -1 0 0 0 0 1 0 0
62	14	0 -1 0 1 2 0 2 2 -1 -1 0 1 1 0 -1 1 -2 -1 -1 0 0
62	15	0 1 0 -1 -1 0 -1 -1 1 1 1 0 0 -1 0 0 1 1 0 0 0
62	16	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
63	0	-1 1 0 -1 -1 0 -2 -1 0 1 1 -1 0 -1 0 -1 1 1 1 0 1
63	1	-1 0 1 0 2 1 0 1 -1 -2 0 0 1 0 -1 0 -1 -1 0 -1 1
63	2	1 1 -1 0 0 0 -1 0 1 0 0 0 1 0 0 0 -1 1 -1 -1 0
63	3	0 2 -1 -1 -1 -1 -1 -1 1 1 0 0 0 0 1 0 1 1 0 -1 0
63	4	0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
63	5	-1 -1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0
63	6	0 0 0 0 -1 1 -1 -1 1 0 1 0 0 -1 0 0 0 0 1 0 0
63	7	0 -2 1 1 1 1 0 2 -1 -1 0 1 0 1 -1 1 -1 0 0 -1 0
63	8	-1 0 0 -1 1 0 -1 0 0 -1 0 0 0 0 0 0 1 0 1 -1 1
63	9	0 1 -1 -1 0 0 -1 -1 1 0 0 0 1 0 0 0 0 1 0 -1 1
63	10	0 0 0 0 -1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 -1
63	11	1 -1 -1 1 0 0 0 0 0 0 -1 0 -1 1 0 0 0 1 0 -1 0
63	12	0 1 -1 -1 0 -1 -1 -1 1 0 0 0 1 0 0 0 1 1 0 -1 1
63	13	0 2 -1 -1 0 -1 -1 -1 1 0 0 -1 0 0 1 -1 1 1 0 -1 0
63	14	-1 1 0 0 2 0 0 0 -1 -1 -1 -1 0 0 -1 -1 0 0 0 0 1
63	15	-1 1 0 -1 0 0 -1 0 0 0 1 0 0 -1 1 -1 1 0 0 0 0
63	16	0 1 -1 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
64	0	1 1 -1 0 1 -1 -1 0 0 0 -1 0 1 0 -1 0 0 1 0 -1 1
64	1	0 0 0 1 0 0 1 0 0 0 -1 -1 0 0 -1 -1 0 0 0 0 0
64	2	0 0 -1 0 2 -1 0 1 0 -1 -1 0 1 1 -1 1 -1 0 0 -1 1
64	3	0 -1 0 0 2 0 1 1 0 -1 0 0 1 1 -1 1 -2 0 -1 -1 0
64	4	-1 -1 1 1 1 1 0 1 -1 -1 0 0 0 0 0 0 -1 0 0 0 -1
64	5	0 -1 -1 0 2 0 0 0 0 -1 0 0 1 0 -1 1 -1 0 0 0 1
64	6	0 -2 1 2 2 1 3 2 -2 -1 -1 1 0 1 -1 1 -2 -1 -1 0 -1
