priority_rank	orbit_mask	orbit_hex	short_orbit_mask	coefficient_l1	support_count	maximum_absolute_coefficient	minimal_unoriented_count	section_basis_w	short_basis_w
55757	83096	0x14498	111869	16	11	2	3	-2 0 0 1 1 -2 0 1 0 -2 1 2 2 0 -1 0 1	1 0 -1 -1 -1 -1 -1 1 0 0 1 0 -1 -1 0 1 -1
55758	101904	0x18e10	94506	16	11	2	4	-2 0 0 2 1 -2 0 0 0 -1 1 1 2 0 -2 1 1	-2 -1 -2 -1 -2 -1 -2 2 1 0 0 0 1 -1 -1 2 -1
55759	34076	0x0851c	123559	16	11	2	2	-2 0 1 -1 1 -2 0 0 -1 0 -1 0 2 2 0 -1 2	1 1 1 0 0 -1 0 -1 0 -1 0 0 0 1 1 -1 -1
55760	51972	0x0cb04	60196	16	11	2	3	-2 0 1 0 0 -2 0 0 -1 -1 0 1 2 2 -1 -1 2	-2 0 -1 2 0 1 0 0 -1 -1 0 1 0 1 1 -1 0
55761	18834	0x04992	10252	16	11	2	3	-2 1 -2 -2 1 0 2 -1 1 0 0 1 2 0 -1 0 0	-2 2 -1 3 2 2 0 2 -2 -2 2 1 0 -1 0 0 0
55762	85026	0x14c22	101744	16	11	2	6	-2 1 -2 0 0 -1 2 -2 0 0 1 1 2 0 -1 0 1	-2 0 -2 2 -1 -1 -1 2 -1 -2 1 1 0 -2 0 1 -1
55763	83234	0x14522	105184	16	11	2	4	-2 1 -2 0 0 -1 2 -2 1 0 1 0 2 0 -1 0 1	-2 0 -2 0 -2 -1 -1 1 0 -1 0 1 1 -2 0 1 -1
55764	75938	0x128a2	63004	16	11	2	3	-2 1 -2 0 0 -1 2 -1 0 0 0 1 2 1 -2 0 1	2 0 1 -1 -1 0 0 -2 0 1 -1 0 -1 1 1 -1 0
55765	71042	0x11582	107730	16	11	2	3	-2 1 -2 0 0 0 2 -1 -1 0 1 2 1 0 -2 0 1	0 1 0 0 -1 -2 -1 1 0 -2 1 0 0 -1 0 1 -1
55766	69250	0x10e82	106246	16	11	2	3	-2 1 -2 0 0 0 2 -1 0 -1 1 1 2 0 -2 0 1	2 1 1 -4 -2 -2 0 -2 1 1 -1 -1 1 0 0 1 -1
55767	71298	0x11682	108379	16	11	2	5	-2 1 -2 0 0 0 2 -1 0 -1 1 2 1 0 -2 0 1	1 1 0 -1 -1 -2 -1 0 1 -1 1 0 0 -1 0 1 -1
55768	71426	0x11702	100766	16	11	2	3	-2 1 -2 0 0 0 2 0 -1 -1 1 2 1 0 -2 0 1	2 1 1 -3 -1 -2 0 -1 1 0 0 -1 0 0 0 1 -1
55769	54786	0x0d602	122764	16	11	2	3	-2 1 -2 0 0 0 2 0 0 -1 1 2 1 -2 -1 1 0	0 0 -1 1 0 0 0 1 -1 -1 1 1 -1 0 1 1 -1
55770	79362	0x13602	115086	16	11	2	3	-2 1 -2 0 0 0 2 0 0 -1 1 2 1 -1 -2 0 1	2 1 1 -3 -2 -2 0 -1 1 0 0 0 0 0 1 1 -1
55771	1650	0x00672	69589	16	11	2	2	-2 1 -2 0 1 -1 1 0 0 -1 1 2 2 0 -2 0 0	1 2 1 0 1 0 1 1 -1 -1 1 -1 0 0 0 0 -1
55772	3250	0x00cb2	72577	16	11	2	3	-2 1 -2 0 1 -1 2 -1 0 0 1 1 2 0 -2 0 0	-1 2 0 0 0 0 0 1 -1 -1 0 -1 1 0 0 0 -1
55773	68146	0x10a32	48600	16	11	2	2	-2 1 -2 0 1 -1 2 0 0 -1 0 1 2 0 -2 0 1	0 0 0 3 1 0 -1 1 -1 -2 1 1 -1 -1 0 -1 0
55774	41510	0x0a226	42321	16	11	2	2	-2 1 -1 -2 0 -1 2 -2 0 1 0 0 2 1 0 -1 0	-1 2 0 4 3 2 1 2 -3 -2 1 0 0 -1 0 -1 0
55775	83206	0x14506	105049	16	11	2	2	-2 1 -1 0 0 -2 2 -2 1 0 1 0 2 0 -1 0 1	-3 0 -2 1 -1 0 -1 2 0 -1 0 1 1 -2 0 1 -1
55776	75910	0x12886	63141	16	11	2	4	-2 1 -1 0 0 -2 2 -1 0 0 0 1 2 1 -2 0 1	3 0 1 -2 -2 -1 0 -3 0 1 -1 0 -1 1 1 -1 0
55777	115206	0x1c206	21977	16	11	2	3	-2 1 -1 0 0 -2 2 0 0 -1 0 2 2 0 -1 -1 1	-1 0 0 -1 -1 0 -1 -1 1 0 -1 0 1 0 -1 0 0
55778	19478	0x04c16	74995	16	11	2	3	-2 1 -1 0 1 -2 0 0 2 -2 1 1 2 0 -1 0 0	1 1 0 0 1 1 1 1 0 0 1 0 0 -1 0 0 -1
55779	80898	0x13c02	120215	16	11	2	2	-2 1 0 -2 0 -2 2 0 0 0 -1 1 1 1 0 -2 1	-1 -1 -1 -2 -3 -2 -2 -1 1 0 -1 0 1 0 -1 1 -1
55780	41634	0x0a2a2	42265	16	11	2	3	-2 1 0 -2 0 -1 2 -1 -2 1 0 0 0 1 0 -1 2	1 0 0 1 1 0 0 0 -1 0 1 0 0 1 0 -1 0
55781	11554	0x02d22	86988	16	11	2	3	-2 1 0 -2 0 -1 2 0 -1 0 -1 1 0 1 0 -2 2	-2 0 -1 1 0 0 -1 1 -1 -1 0 0 1 0 -1 0 -1
55782	10018	0x02722	83925	16	11	2	4	-2 1 0 -2 0 -1 2 0 -1 1 -1 0 0 1 0 -2 2	-1 0 -1 2 1 0 -1 1 -1 -1 1 0 0 0 -1 0 -1
55783	67362	0x10722	100455	16	11	2	4	-2 1 0 -2 0 -1 2 0 -1 1 -1 0 0 2 0 -2 1	-1 -1 -1 0 -2 -1 -1 0 0 0 0 1 0 0 0 1 -1
55784	42626	0x0a682	100250	16	11	2	3	-2 1 0 -2 0 0 2 -1 -2 1 -1 0 0 1 0 -1 2	0 1 0 1 1 0 0 1 -1 -1 1 0 0 0 0 -1 -1
55785	70738	0x11452	100871	16	11	2	3	-2 1 0 -2 1 -2 1 0 0 0 -1 0 1 2 0 -2 1	-1 -1 -1 0 -2 -2 -2 0 0 -1 0 1 0 0 0 1 -1
55786	45322	0x0b10a	42775	16	11	2	2	-2 1 0 -1 0 -2 2 -2 -1 0 0 0 1 1 0 -1 2	1 1 1 0 1 0 0 0 -1 -1 1 0 0 1 0 -1 0
55787	1642	0x0066a	69622	16	11	2	2	-2 1 0 -1 0 -1 1 0 -2 1 -1 0 0 2 0 -2 2	-2 1 -1 2 1 1 -1 1 -1 -1 1 1 0 0 0 0 -1
55788	66650	0x1045a	101233	16	11	2	3	-2 1 0 -1 1 -2 1 0 0 0 -1 0 2 2 0 -2 1	-1 0 0 0 -1 -1 -1 0 1 -1 0 1 0 0 0 1 -1
55789	55362	0x0d842	59818	16	11	2	3	-2 1 0 0 0 -2 1 0 -2 0 0 1 1 2 -1 -1 2	0 1 0 1 0 1 0 -1 -1 0 0 1 0 1 1 -1 0
55790	83218	0x14512	105036	16	11	2	3	-2 1 0 0 1 -2 0 0 1 -2 1 2 2 0 -1 0 1	0 0 -1 1 0 0 -1 2 0 -1 2 1 -1 -2 0 1 -1
55791	82258	0x14152	47219	16	11	2	3	-2 1 0 0 1 -2 1 0 1 -2 0 2 2 0 -1 0 1	1 1 2 -2 -1 -1 1 -2 0 0 -2 -1 1 1 0 -1 0
55792	66590	0x1041e	101236	16	11	2	1	-2 1 1 -1 1 -2 0 0 0 0 -1 0 2 2 0 -2 1	-2 0 -1 0 -1 -1 -1 0 1 -1 0 1 0 0 0 1 -1
55793	39312	0x09990	63678	16	11	2	2	-2 2 -2 -2 1 0 2 -1 1 0 0 1 1 0 0 -1 0	0 1 -1 3 1 1 0 1 -2 -2 2 1 -1 -1 1 -1 0
55794	120848	0x1d810	16599	16	11	2	3	-2 2 -2 -2 1 0 2 0 0 0 0 1 1 0 -1 -1 1	-1 -1 -1 2 1 0 -1 1 0 0 0 0 0 0 -1 0 0
55795	11440	0x02cb0	97630	16	11	2	3	-2 2 -2 -2 1 1 2 -1 0 0 1 1 0 -1 0 0 0	0 1 -1 1 -1 0 -1 0 -1 -2 1 1 -1 -1 1 0 -1
55796	23592	0x05c28	75115	16	11	2	3	-2 2 -2 -1 0 1 2 -2 0 0 1 1 1 0 -1 0 0	1 1 0 1 0 -1 -1 0 -1 -2 1 0 0 -1 0 0 -1
55797	17832	0x045a8	78835	16	11	2	4	-2 2 -2 -1 0 1 2 -1 -1 0 1 2 0 0 -1 0 0	1 1 0 2 1 -1 -1 1 -1 -3 2 0 -1 -1 0 0 -1
55798	9896	0x026a8	92516	16	11	2	4	-2 2 -2 -1 0 1 2 -1 0 -1 1 2 0 -1 0 0 0	2 0 -1 2 0 -1 -1 0 -1 -2 2 1 -2 -1 1 0 -1
55799	25768	0x064a8	97251	16	11	2	3	-2 2 -2 -1 0 1 2 -1 0 0 1 2 0 -1 -1 0 0	1 1 0 2 0 -1 -1 1 -1 -3 2 1 -1 -1 1 0 -1
55800	82104	0x140b8	38526	16	11	2	3	-2 2 -2 -1 1 -1 2 -1 0 0 0 0 2 0 -1 0 1	2 1 1 1 1 -1 -1 0 0 -1 1 0 -1 0 0 -1 0
55801	87064	0x15418	112117	16	11	2	4	-2 2 -2 -1 1 0 2 -2 0 0 1 0 1 0 -1 0 1	-1 0 -1 -2 -3 -1 -1 -1 1 0 -1 0 1 -1 0 1 -1
55802	13592	0x03518	93001	16	11	2	2	-2 2 -2 -1 1 0 2 -2 1 0 1 0 1 -1 0 0 0	-1 0 -2 1 -2 0 -1 0 -1 -1 0 1 0 -1 1 0 -1
55803	51352	0x0c898	59590	16	11	2	3	-2 2 -2 -1 1 0 2 -1 0 0 0 1 2 0 -1 -1 0	2 1 1 0 0 0 1 -1 -2 0 0 -1 0 1 1 -1 0
55804	24984	0x06198	30712	16	11	2	3	-2 2 -2 -1 1 0 2 -1 1 0 0 0 2 -1 -1 0 0	0 0 0 1 1 -1 -1 1 1 -1 1 0 -1 -1 -1 0 0
55805	89600	0x15e00	106959	16	11	2	3	-2 2 -2 0 0 0 2 -2 0 -1 1 1 1 0 -1 0 1	1 -1 -1 -1 -2 -2 -1 -1 1 0 0 0 0 -1 0 1 -1
55806	28288	0x06e80	94069	16	11	2	4	-2 2 -2 0 0 0 2 -1 0 -1 1 1 2 -1 -1 0 0	3 0 1 -2 -1 -1 1 -2 -1 1 -1 -1 0 1 1 0 -1
55807	48256	0x0bc80	103041	16	11	2	2	-2 2 -2 0 0 0 2 -1 0 0 1 1 1 -1 -2 1 0	-1 0 0 0 0 0 0 1 0 -1 0 0 1 0 0 1 -1
55808	24080	0x05e10	67829	16	11	2	2	-2 2 -2 0 1 0 2 -2 0 -1 1 1 1 0 -1 0 0	1 0 -1 0 -1 -1 -1 -1 0 0 0 -1 0 0 0 0 -1
55809	58116	0x0e304	46244	16	11	2	3	-2 2 -1 -2 0 0 2 -2 -1 1 0 0 0 1 1 -1 0	0 0 -1 4 2 1 0 1 -2 -2 1 0 -1 -1 0 -1 0
55810	100996	0x18a84	21325	16	11	2	4	-2 2 -1 -2 0 0 2 -1 -2 1 0 1 0 0 0 -1 1	-1 0 -1 -1 0 0 -1 0 1 1 0 0 1 0 -1 0 0
55811	90500	0x16184	57076	16	11	2	3	-2 2 -1 -2 0 0 2 -1 -1 0 0 0 0 1 1 -2 1	4 0 1 -2 -1 -1 1 -3 0 1 -1 -1 -1 0 1 -1 0
55812	116868	0x1c884	16842	16	11	2	3	-2 2 -1 -2 0 0 2 -1 0 0 0 1 2 0 -1 -1 1	-2 -1 -2 1 0 0 -1 1 1 0 0 0 0 0 -1 0 0
55813	119300	0x1d204	21723	16	11	2	3	-2 2 -1 -2 0 0 2 0 0 -1 0 2 1 0 -1 -1 1	-3 -1 -2 1 -1 0 -1 1 0 0 -1 0 1 0 -1 0 0
55814	21156	0x052a4	4918	16	11	2	2	-2 2 -1 -2 0 1 2 -1 -2 1 0 0 -1 0 1 0 0	0 -1 -1 2 1 1 0 0 -1 -1 0 0 -1 0 0 0 0
55815	41636	0x0a2a4	42331	16	11	2	2	-2 2 -1 -2 0 1 2 -1 -2 1 0 0 0 1 0 -1 0	3 1 2 -1 1 0 1 -2 -1 0 -1 -2 0 1 0 -1 0
55816	122892	0x1e00c	7732	16	11	2	4	-2 2 -1 -1 0 0 2 -2 0 0 0 0 2 1 -1 -1 1	-2 0 -1 2 1 1 0 2 0 -1 1 1 -1 0 0 0 0
55817	25892	0x06524	87312	16	11	2	1	-2 2 -1 0 0 -1 2 -2 1 0 1 0 2 -1 -1 0 0	0 0 0 0 -1 0 0 0 -1 0 -1 0 1 0 1 0 -1
55818	70532	0x11384	43950	16	11	2	1	-2 2 -1 0 0 0 2 -1 -1 -1 0 2 1 0 -2 0 1	-2 1 -1 1 0 1 0 1 -1 -1 0 1 0 -1 0 -1 0
55819	68244	0x10a94	48491	16	11	2	6	-2 2 -1 0 1 0 2 -1 0 -1 0 1 2 0 -2 0 1	-1 1 0 3 2 1 1 2 -1 -2 1 1 -1 -1 0 -1 0
55820	2916	0x00b64	14888	16	11	2	1	-2 2 -1 0 2 -1 1 0 1 -1 0 1 2 0 -2 0 0	0 0 0 1 0 -1 0 0 0 -1 0 1 -1 -1 0 0 0
55821	77184	0x12d80	129616	16	11	2	3	-2 2 0 -2 0 0 2 -1 -1 0 -1 1 0 1 0 -2 1	-4 0 -2 0 -1 0 -1 2 0 -1 0 1 1 -1 -1 1 -1
55822	78984	0x13488	126134	16	11	2	3	-2 2 0 -1 0 -2 2 -1 0 0 -1 0 1 1 0 -2 1	-2 1 -1 0 -1 -1 -2 1 0 -2 1 1 0 -1 -1 1 -1
55823	115584	0x1c380	31582	16	11	2	4	-2 2 0 0 0 -2 2 -1 1 -1 0 0 2 0 -1 -1 1	-2 1 -1 3 1 0 -1 2 -1 -3 2 1 -1 -1 -1 0 0
55824	72721	0x11c11	111388	16	11	2	3	-1 0 -2 0 -1 2 2 0 0 0 1 1 -1 -2 0 2 -1	-2 0 -3 3 1 0 -2 2 -1 -3 2 2 -1 -1 0 1 -1
55825	82993	0x14431	111739	16	11	2	2	-1 0 0 -2 -1 1 2 0 -2 2 -1 0 -2 0 1 0 1	3 1 2 -3 -1 -1 1 -2 0 2 -1 -2 1 1 0 -1 -1
55826	19529	0x04c49	74966	16	11	2	4	-1 0 0 -1 0 -2 1 0 0 0 -1 1 2 2 -1 -2 2	0 -1 -1 0 -1 0 -1 -1 0 0 -1 0 0 1 0 0 -1
55827	68289	0x10ac1	48442	16	11	2	3	-1 0 0 0 2 -2 -1 1 0 -1 0 1 2 2 -2 0 1	2 -1 0 1 -1 -1 0 -2 -1 0 -1 1 -1 1 2 -1 0
55828	51393	0x0c8c1	59553	16	11	2	2	-1 0 0 0 2 -2 -1 1 2 -2 0 1 2 0 -1 1 0	3 0 2 -2 -2 -3 0 -3 0 0 -2 -1 0 1 1 -1 0
55829	82569	0x14289	48023	16	11	2	2	-1 0 0 1 2 -2 -2 1 0 -1 0 0 2 2 -1 0 1	1 1 1 2 1 0 0 -1 -1 -1 0 1 -1 1 2 -1 0
55830	19717	0x04d05	68200	16	11	2	3	-1 0 1 0 0 -2 0 0 -1 0 -1 1 2 2 -1 -2 2	-2 0 -2 1 0 1 -1 0 0 -1 0 1 0 0 0 0 -1
55831	82565	0x14285	48033	16	11	2	1	-1 0 1 0 2 -2 -2 1 0 -1 0 0 2 2 -1 0 1	1 0 0 2 0 -1 0 -1 -1 -1 0 1 -1 1 2 -1 0
55832	25635	0x06423	97182	16	11	2	3	-1 1 -2 0 0 -1 2 -2 2 0 1 0 2 -1 -1 0 0	-2 1 -1 1 -1 0 0 1 -1 -1 0 1 1 -1 1 0 -1
55833	35363	0x08a23	64144	16	11	2	5	-1 1 -2 0 2 -1 0 0 2 -1 0 1 2 0 -2 1 0	4 0 2 -2 -1 -2 0 -3 0 1 -2 -1 -1 1 1 -1 0
55834	33331	0x08233	50072	16	11	2	4	-1 1 0 -2 -1 1 2 0 -2 1 0 0 -2 0 2 -1 0	2 0 0 1 1 0 0 -1 -1 -1 0 0 -2 0 1 -1 0
55835	33363	0x08253	49956	16	11	2	3	-1 1 0 -2 -1 2 1 0 -2 1 0 0 -2 0 2 -1 0	4 0 1 0 0 -1 0 -2 -1 -1 0 0 -2 0 1 -1 0
55836	66435	0x10383	43757	16	11	2	2	-1 1 0 -2 0 0 2 -1 -1 1 -2 0 0 2 0 -2 1	-1 0 -1 -1 -2 -1 -1 1 0 -1 0 1 0 -1 0 1 -2
55837	49675	0x0c20b	64641	16	11	2	4	-1 1 0 -1 -2 2 2 0 -2 1 0 0 -2 0 1 -1 0	5 0 2 -2 0 -2 0 -3 0 0 -1 -1 -1 1 1 -1 0
55838	17555	0x04493	73191	16	11	2	3	-1 1 0 0 1 -2 0 -1 0 0 -1 0 2 2 -1 -2 2	-1 1 -1 2 2 1 -1 1 -1 -2 1 1 -1 0 0 0 -1
55839	67859	0x10913	48809	16	11	2	2	-1 1 0 2 1 -2 0 0 1 -2 0 1 2 0 -2 0 1	-1 2 0 3 2 1 0 1 -2 -3 1 1 -1 -1 0 -1 0
55840	17671	0x04507	78647	16	11	2	1	-1 1 1 0 0 -2 0 0 -1 0 -1 0 2 2 -1 -2 2	-3 1 -3 4 1 1 -2 2 -1 -3 2 2 -1 -1 0 0 -1
55841	39681	0x09b01	54694	16	11	2	3	-1 2 -2 -2 0 0 2 -2 1 1 0 -1 1 0 0 -1 0	0 1 1 0 0 1 2 -1 -1 0 -1 0 1 0 1 -1 0
55842	51745	0x0ca21	50513	16	11	2	3	-1 2 -2 -2 0 1 2 -2 0 1 0 -1 0 0 1 -1 0	1 0 0 0 -1 0 1 -2 -1 0 -1 0 0 0 1 -1 0
55843	104457	0x19809	32566	16	11	2	4	-1 2 -2 -1 0 2 2 0 0 0 0 1 -1 -2 0 1 -1	0 1 1 -2 -1 -1 0 0 1 1 -1 -1 1 -1 -1 0 0
55844	94848	0x17280	56381	16	11	2	2	0 -2 0 2 0 0 -2 1 0 -1 2 0 -1 -1 1 2 -1	-1 0 -3 1 -1 -1 -2 2 0 -2 1 1 -1 -2 -1 1 -2
55845	26122	0x0660a	87636	16	11	2	4	0 -1 0 1 2 -2 -2 0 2 -1 1 0 2 1 -1 0 0	-2 2 -1 0 -1 0 -1 2 0 -1 1 0 1 -2 -1 0 -1
55846	50338	0x0c4a2	127801	16	11	2	2	0 -1 0 2 0 -1 -2 1 2 -2 1 0 2 0 -1 1 0	1 0 0 -3 -1 -1 0 0 1 1 0 0 1 -1 -1 1 -1
55847	78978	0x13482	126146	16	11	2	1	0 -1 0 2 0 0 -2 1 2 -2 1 0 1 -1 0 2 -1	0 -1 -2 0 0 0 -1 1 0 0 1 1 0 -1 -1 1 -1
55848	27906	0x06d02	93430	16	11	2	5	0 -1 0 2 0 0 -2 2 1 -2 1 1 0 -1 -1 2 0	0 -1 -1 -2 -1 -1 -1 1 2 0 1 1 0 -1 -1 2 -1
55849	68930	0x10d42	105666	16	11	2	1	0 -1 0 2 0 0 -1 2 1 -2 1 1 0 -2 0 2 -1	0 -1 -2 0 0 0 -1 1 0 0 1 1 -1 0 0 1 -1
55850	1842	0x00732	74077	16	11	2	4	0 -1 0 2 1 -1 -2 0 1 -1 1 0 2 0 -2 2 0	-3 0 -1 -1 -1 0 -1 2 1 0 0 0 2 -1 -2 2 -1
55851	75026	0x12512	115538	16	11	2	1	0 -1 0 2 1 0 -2 2 1 -2 1 0 0 -1 0 2 -1	0 -1 -2 -2 -1 0 -1 0 1 1 0 0 0 0 -1 1 -1
55852	76806	0x12c06	120023	16	11	2	1	0 -1 1 2 0 0 -2 2 0 -2 1 1 0 -1 0 2 -1	1 -1 -1 0 1 0 -1 1 0 0 1 0 -1 0 -1 1 -1
55853	101394	0x18c12	89196	16	11	2	4	0 -1 2 0 1 -2 -2 0 0 0 -1 -1 2 2 0 -1 1	0 0 -1 1 0 -1 -1 0 0 -2 1 1 -1 0 1 0 -1
55854	69848	0x110d8	43009	16	11	2	3	0 0 -2 1 -1 2 1 -1 0 0 2 0 -1 -2 0 2 -1	-1 0 -2 0 -2 -2 -2 0 0 -2 0 1 0 -1 0 1 -2
55855	67676	0x1085c	36884	16	11	2	4	0 0 -1 1 1 0 -1 0 2 -2 2 1 0 -2 0 2 -1	-2 0 -3 2 -1 0 -2 2 0 -2 2 2 -1 -2 0 1 -2
55856	65660	0x1007c	43440	16	11	2	4	0 0 -1 1 1 1 -1 0 2 -2 2 0 0 -2 0 2 -1	0 0 -2 -2 -3 -1 -2 -1 1 0 0 1 0 -1 0 1 -2
55857	19532	0x04c4c	74903	16	11	2	2	0 0 -1 1 2 -2 -1 0 2 -2 1 1 2 0 -1 0 0	-1 1 -1 0 -1 0 0 1 0 0 1 0 0 -1 0 0 -1
55858	86596	0x15244	47853	16	11	2	2	0 0 -1 2 0 0 -1 0 2 -1 2 0 1 -2 -1 2 -1	-1 0 -1 -1 -2 -1 -1 1 0 -1 0 1 1 -1 0 1 -2
55859	43060	0x0a834	45343	16	11	2	2	0 0 -1 2 1 -1 0 0 2 -2 0 1 2 -1 -2 1 0	1 1 1 1 1 0 0 0 -1 -2 0 0 -1 -1 0 -1 0
55860	94480	0x17110	57321	16	11	2	3	0 0 0 -2 -1 0 2 0 -1 2 -2 0 -1 1 1 -2 1	1 0 0 -3 -2 -1 -1 -1 1 1 -1 -1 1 0 -1 1 -2
55861	52272	0x0cc30	117307	16	11	2	2	0 0 0 -2 -1 1 2 0 -2 2 -1 1 -2 0 1 -1 0	1 -1 0 -5 -3 -1 0 -2 2 3 -2 -1 2 0 -1 1 -1
55862	50384	0x0c4d0	127954	16	11	2	1	0 0 0 -2 -1 2 1 1 -2 2 -1 0 -2 0 1 -1 0	-2 -1 -2 0 -1 0 -1 1 1 1 0 0 1 -1 -1 1 -1
55863	27912	0x06d08	93314	16	11	2	4	0 0 0 -1 -2 2 2 0 -1 2 -1 -1 -2 -1 1 0 0	0 1 0 0 0 0 0 1 0 0 1 -1 0 -1 -1 0 -1
55864	83541	0x14655	104899	16	11	3	5	-3 0 -1 0 1 -2 1 0 0 -1 1 2 2 0 -1 0 1	-1 1 -2 2 0 0 -1 3 -1 -2 2 1 -1 -2 0 1 -1
55865	93701	0x16e05	116307	16	11	3	4	-3 0 -1 0 2 -2 0 0 0 -1 1 1 2 1 -1 0 1	-1 1 -2 0 -1 0 -1 2 0 -1 1 0 0 -2 -1 1 -1
55866	28433	0x06f11	82404	16	11	3	3	-3 0 0 0 1 -2 0 0 -1 -1 1 1 2 1 -1 0 2	0 0 -1 -2 -2 -1 -1 1 1 0 0 0 0 -2 -1 2 -1
55867	93753	0x16e39	116425	16	11	3	4	-3 0 0 1 1 -3 0 0 0 -1 1 1 2 1 -1 0 1	-1 0 -2 1 0 0 -1 3 0 -1 1 0 0 -2 -1 1 -1
55868	15579	0x03cdb	97431	16	11	3	2	-3 1 -2 -1 -1 0 3 -1 0 0 1 1 1 -1 0 0 0	1 1 -1 2 1 0 0 1 -2 -2 1 1 -1 -1 1 0 -1
55869	69099	0x10deb	105540	16	11	3	2	-3 1 -2 -1 0 -1 3 -1 -1 0 1 1 0 0 0 0 1	-2 0 -3 2 0 0 -1 2 0 -2 1 1 -1 -2 0 1 -1
55870	87307	0x1550b	105326	16	11	3	1	-3 1 -2 -1 0 0 2 0 -1 0 1 2 1 0 -1 0 1	0 1 -1 1 0 -1 -1 2 -1 -3 2 1 -1 -2 0 1 -1
55871	87563	0x1560b	104679	16	11	3	3	-3 1 -2 -1 0 0 2 0 0 -1 1 2 1 0 -1 0 1	1 1 -1 0 0 -1 -1 1 0 -2 2 1 -1 -2 0 1 -1
55872	31947	0x07ccb	82689	16	11	3	4	-3 1 -2 -1 0 0 3 -1 0 0 1 1 1 -1 -1 0 0	1 2 0 0 0 0 0 0 -1 -1 0 0 0 0 1 0 -1
55873	22043	0x0561b	78301	16	11	3	3	-3 1 -2 -1 1 0 2 0 0 -1 1 2 1 0 -1 0 0	1 2 -1 1 1 0 -1 1 -1 -2 2 0 -1 -1 0 0 -1
55874	85155	0x14ca3	101753	16	11	3	5	-3 1 -2 0 0 -1 2 -1 0 0 1 1 2 0 -1 0 1	-1 0 -2 1 -1 -1 -1 2 -1 -2 1 1 0 -2 0 1 -1
55875	85539	0x14e23	106549	16	11	3	2	-3 1 -2 0 0 -1 2 0 0 -1 1 1 2 0 -1 0 1	1 0 -1 -2 -1 -1 0 0 0 0 0 0 0 -1 0 1 -1
55876	87587	0x15623	104552	16	11	3	3	-3 1 -2 0 0 -1 2 0 0 -1 1 2 1 0 -1 0 1	0 0 -2 1 0 -1 -1 2 0 -2 2 1 -1 -2 0 1 -1
55877	47747	0x0ba83	40380	16	11	3	3	-3 1 -2 0 0 0 2 -1 0 -1 2 1 1 -1 0 1 0	0 0 -3 1 -1 -1 -2 1 -1 -2 1 1 -1 -2 0 1 -2
55878	104807	0x19967	20851	16	11	3	3	-3 1 -1 -2 0 -1 3 0 -1 0 0 1 1 0 0 -1 1	-1 -1 0 0 -1 -1 -1 0 1 0 0 0 1 0 -1 0 0
55879	69255	0x10e87	106311	16	11	3	4	-3 1 -1 -2 0 0 2 -1 -2 1 1 1 0 0 0 0 1	-1 1 -1 2 0 0 -1 2 -1 -3 1 1 -1 -2 0 1 -1
55880	86863	0x1534f	37973	16	11	3	3	-3 1 -1 -1 0 0 3 0 -1 -1 0 2 1 0 -1 0 1	-1 0 1 0 -1 0 1 0 0 0 -1 0 1 0 0 -1 0
55881	94543	0x1714f	57292	16	11	3	1	-3 1 -1 -1 0 0 3 0 -1 0 0 2 1 -1 -1 0 1	0 0 1 -1 0 0 1 -1 1 1 -1 -1 1 0 -1 -1 0
55882	94799	0x1724f	56389	16	11	3	1	-3 1 -1 -1 0 0 3 0 0 -1 0 2 1 -1 -1 0 1	-1 0 1 0 0 0 1 0 0 0 -1 -1 1 0 -1 -1 0
55883	71031	0x11577	107634	16	11	3	3	-3 1 -1 0 -1 -1 3 -2 -1 0 1 0 1 0 0 0 1	0 -1 -2 0 -1 -1 -1 0 0 0 -1 0 0 -1 0 1 -1
55884	68855	0x10cf7	111338	16	11	3	3	-3 1 -1 0 -1 -1 3 -1 -2 0 1 1 0 0 0 0 1	0 -1 -2 1 0 -1 -1 1 0 -1 0 0 -1 -1 0 1 -1
55885	77015	0x12cd7	120014	16	11	3	3	-3 1 -1 0 -1 0 3 -1 -2 0 1 1 0 -1 0 0 1	2 -1 -1 -1 -2 -2 -1 -1 0 0 -1 0 -1 0 1 1 -1
55886	85207	0x14cd7	101840	16	11	3	3	-3 1 -1 0 -1 0 3 -1 -2 0 1 1 0 0 -1 0 1	2 0 0 -2 -1 -2 -1 -1 1 0 -1 -1 0 0 0 1 -1
55887	83527	0x14647	104852	16	11	3	2	-3 1 -1 0 0 -2 1 0 0 -1 1 2 2 0 -1 0 1	0 0 -1 2 1 0 0 3 -1 -2 2 1 -1 -2 0 1 -1
55888	87559	0x15607	104657	16	11	3	4	-3 1 -1 0 0 -2 2 0 0 -1 1 2 1 0 -1 0 1	-1 0 -2 2 1 0 -1 3 0 -2 2 1 -1 -2 0 1 -1
55889	67175	0x10667	108206	16	11	3	3	-3 1 -1 0 0 -1 1 0 0 -1 1 2 2 0 -2 0 1	2 1 1 -1 0 -1 0 1 0 -1 1 0 0 -1 0 1 -1
55890	71207	0x11627	108523	16	11	3	4	-3 1 -1 0 0 -1 2 0 0 -1 1 2 1 0 -2 0 1	1 1 0 -1 0 -1 -1 1 1 -1 1 0 0 -1 0 1 -1
55891	26151	0x06627	87706	16	11	3	3	-3 1 -1 0 0 -1 2 0 0 -1 1 2 2 -1 -1 0 0	2 1 0 1 1 0 0 1 -2 -1 1 0 -1 0 1 0 -1
