priority_rank	orbit_mask	orbit_hex	short_orbit_mask	coefficient_l1	support_count	maximum_absolute_coefficient	minimal_unoriented_count	section_basis_w	short_basis_w
147	4612	0x01204	11268	3	3	1	5	0 0 -1 0 0 0 0 0 0 1 0 0 -1 0 0 0 0	-2 0 -1 2 0 0 0 2 0 -2 1 1 0 -1 0 0 0
148	16900	0x04204	4807	3	3	1	4	0 0 -1 0 0 0 0 0 0 1 0 0 0 0 -1 0 0	1 -1 -1 0 0 0 -1 -1 0 1 0 0 -1 0 0 0 0
149	66052	0x10204	33899	3	3	1	2	0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 -1	-1 1 0 3 2 1 1 2 -2 -2 1 0 0 0 0 -1 0
150	16644	0x04104	4430	3	3	1	4	0 0 -1 0 0 0 0 0 1 0 0 0 0 0 -1 0 0	0 -1 -1 1 0 0 -1 0 -1 0 0 0 -1 0 0 0 0
151	33028	0x08104	49406	3	3	1	5	0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 -1 0	2 1 1 -1 -1 -1 1 -1 0 0 0 0 0 0 1 -1 0
152	2180	0x00884	14613	3	3	1	4	0 0 -1 0 0 0 0 1 0 0 0 1 0 0 0 0 0	-1 0 -1 2 1 0 0 2 -1 -2 2 1 -1 -1 0 0 0
153	324	0x00144	11976	3	3	1	4	0 0 -1 0 0 0 1 0 -1 0 0 0 0 0 0 0 0	0 0 0 1 0 0 -1 1 0 -1 1 1 0 -1 0 0 0
154	2116	0x00844	14680	3	3	1	4	0 0 -1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0	0 0 0 3 1 0 -1 2 -1 -2 2 1 -1 -1 0 0 0
155	65604	0x10044	43370	3	3	1	6	0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 -1	0 1 0 1 2 1 1 0 -1 0 0 -1 0 1 0 -1 0
156	164	0x000a4	177	3	3	1	4	0 0 -1 0 0 1 0 -1 0 0 0 0 0 0 0 0 0	1 0 0 0 -1 -1 0 -1 0 0 0 0 0 0 0 0 0
157	2084	0x00824	14820	3	3	1	3	0 0 -1 0 0 1 0 0 0 0 0 -1 0 0 0 0 0	-2 0 -1 4 2 1 -1 3 -1 -2 2 1 -1 -1 0 0 0
158	16420	0x04024	16250	3	3	1	4	0 0 -1 0 0 1 0 0 0 0 0 0 0 0 -1 0 0	-2 -1 -2 3 1 1 -1 2 -1 -1 1 1 -1 -1 0 0 0
159	148	0x00094	29	3	3	1	4	0 0 -1 0 1 0 0 -1 0 0 0 0 0 0 0 0 0	-1 0 -1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0
160	2068	0x00814	14664	3	3	1	2	0 0 -1 0 1 0 0 0 0 0 0 -1 0 0 0 0 0	0 0 0 3 2 0 -1 2 -1 -2 2 1 -1 -1 0 0 0
161	4116	0x01014	277	3	3	1	4	0 0 -1 0 1 0 0 0 0 0 0 0 -1 0 0 0 0	1 0 1 0 1 0 0 0 -1 0 0 0 0 0 0 0 0
162	16404	0x04014	16342	3	3	1	5	0 0 -1 0 1 0 0 0 0 0 0 0 0 0 -1 0 0	0 -1 -1 2 1 0 -1 1 -1 -1 1 1 -1 -1 0 0 0
163	65556	0x10014	43386	3	3	1	4	0 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 -1	0 1 0 1 1 1 1 0 -1 0 0 -1 0 1 0 -1 0
164	8212	0x02014	26312	3	3	1	4	0 0 -1 0 1 0 0 0 0 0 0 0 0 1 0 0 0	-2 0 -2 1 0 0 -1 1 0 -1 1 0 0 -1 -1 0 0
165	32780	0x0800c	60997	3	3	1	6	0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 1 0	3 2 3 -2 0 0 1 -2 0 1 -1 -1 0 1 1 -1 0
166	16408	0x04018	16352	3	3	1	6	0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 1 0 0	0 0 0 2 2 1 1 1 -1 -1 1 1 -1 -1 0 0 0
167	536	0x00218	11623	3	3	1	4	0 0 0 -1 -1 0 0 0 0 1 0 0 0 0 0 0 0	-1 1 1 2 2 1 1 2 -1 -2 1 1 0 -1 0 0 0
168	88	0x00058	102	3	3	1	3	0 0 0 -1 -1 0 1 0 0 0 0 0 0 0 0 0 0	0 -1 -1 0 -2 -1 -1 0 0 0 0 0 0 0 0 0 0
169	56	0x00038	218	3	3	1	4	0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 0 0 0	2 1 2 -1 1 0 1 -1 0 0 0 0 0 0 0 0 0
170	16424	0x04028	16204	3	3	1	5	0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 1 0 0	-2 0 -1 3 2 2 1 2 -1 -1 1 1 -1 -1 0 0 0
171	552	0x00228	11723	3	3	1	5	0 0 0 -1 0 -1 0 0 0 1 0 0 0 0 0 0 0	-3 1 0 3 2 2 1 3 -1 -2 1 1 0 -1 0 0 0
172	296	0x00128	11842	3	3	1	6	0 0 0 -1 0 -1 0 0 1 0 0 0 0 0 0 0 0	-2 1 0 2 2 2 1 2 0 -1 1 1 0 -1 0 0 0
173	16456	0x04048	16368	3	3	1	4	0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 1 0 0	0 0 0 2 1 1 1 1 -1 -1 1 1 -1 -1 0 0 0
174	8264	0x02048	26350	3	3	1	4	0 0 0 -1 0 0 -1 0 0 0 0 0 0 1 0 0 0	0 1 1 1 2 1 1 1 0 -1 1 0 0 -1 -1 0 0
175	8328	0x02088	26275	3	3	1	3	0 0 0 -1 0 0 0 -1 0 0 0 0 0 1 0 0 0	-1 1 0 2 2 1 0 1 0 -1 1 0 0 -1 -1 0 0
176	4232	0x01088	382	3	3	1	4	0 0 0 -1 0 0 0 -1 0 0 0 0 1 0 0 0 0	0 1 1 1 1 1 1 0 -1 0 0 0 0 0 0 0 0
177	1160	0x00488	74244	3	3	1	5	0 0 0 -1 0 0 0 -1 0 0 1 0 0 0 0 0 0	0 2 1 0 0 0 0 0 0 -1 0 0 0 -1 0 0 -1
178	392	0x00188	11955	3	3	1	4	0 0 0 -1 0 0 0 -1 1 0 0 0 0 0 0 0 0	-1 1 0 2 1 1 0 1 0 -1 1 1 0 -1 0 0 0
179	16648	0x04108	4472	3	3	1	6	0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 1 0 0	0 0 0 1 1 1 1 0 -1 0 0 0 -1 0 0 0 0
180	8456	0x02108	18534	3	3	1	4	0 0 0 -1 0 0 0 0 -1 0 0 0 0 1 0 0 0	0 1 1 0 2 1 1 0 0 0 0 -1 0 0 -1 0 0
181	2312	0x00908	6118	3	3	1	4	0 0 0 -1 0 0 0 0 -1 0 0 1 0 0 0 0 0	0 1 1 2 2 1 1 1 -1 -1 1 0 -1 0 0 0 0
182	17416	0x04408	73167	3	3	1	5	0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 1 0 0	1 1 1 -3 -2 -2 -1 -1 1 0 -1 -1 1 0 0 0 -1
183	9224	0x02408	83153	3	3	1	3	0 0 0 -1 0 0 0 0 0 0 -1 0 0 1 0 0 0	1 0 0 -2 -3 -2 -1 -1 0 0 -1 0 0 0 1 0 -1
184	24584	0x06008	22888	3	3	1	5	0 0 0 -1 0 0 0 0 0 0 0 0 0 -1 1 0 0	0 0 0 -1 0 -1 -1 0 1 0 0 -1 1 0 -1 0 0
185	98312	0x18008	18282	3	3	1	3	0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 1	-2 -1 -2 3 2 1 -1 2 -1 -1 1 0 0 0 -1 0 0
186	36872	0x09008	61189	3	3	1	5	0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 -1 0	3 2 3 -2 0 0 2 -2 -1 1 -1 -1 0 1 1 -1 0
187	6152	0x01808	14379	3	3	1	4	0 0 0 -1 0 0 0 0 0 0 0 1 -1 0 0 0 0	-1 1 0 3 2 1 0 2 0 -2 2 1 -1 -1 0 0 0
188	67592	0x10808	36932	3	3	1	4	0 0 0 -1 0 0 0 0 0 0 0 1 0 0 0 0 -1	0 2 1 4 4 2 1 2 -2 -2 2 0 -1 0 0 -1 0
189	1288	0x00508	68801	3	3	1	4	0 0 0 -1 0 0 0 0 1 0 -1 0 0 0 0 0 0	1 0 0 -2 -2 -2 -1 -1 0 0 -1 -1 0 0 0 0 -1
190	32904	0x08088	60941	3	3	1	3	0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 -1 0	3 2 3 -3 0 0 2 -2 0 1 -1 -1 0 1 1 -1 0
191	4168	0x01048	307	3	3	1	3	0 0 0 -1 0 0 1 0 0 0 0 0 -1 0 0 0 0	1 -1 0 0 -1 -1 0 0 -1 0 0 0 0 0 0 0 0
192	2120	0x00848	14702	3	3	1	4	0 0 0 -1 0 0 1 0 0 0 0 1 0 0 0 0 0	-2 1 -1 3 2 1 -1 2 -1 -2 2 1 -1 -1 0 0 0
193	168	0x000a8	135	3	3	1	4	0 0 0 -1 0 1 0 -1 0 0 0 0 0 0 0 0 0	1 1 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0
194	1064	0x00428	74485	3	3	1	4	0 0 0 -1 0 1 0 0 0 0 -1 0 0 0 0 0 0	-1 0 -1 0 -1 -1 -1 1 0 -1 0 0 0 -1 0 0 -1
195	32808	0x08028	61180	3	3	1	6	0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 -1 0	4 2 3 -3 -1 -1 1 -3 0 1 -1 -1 0 1 1 -1 0
196	152	0x00098	43	3	3	1	4	0 0 0 -1 1 0 0 -1 0 0 0 0 0 0 0 0 0	1 -1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0
197	1048	0x00418	74329	3	3	1	3	0 0 0 -1 1 0 0 0 0 0 -1 0 0 0 0 0 0	1 0 0 -1 -1 -2 -1 0 0 -1 0 0 0 -1 0 0 -1
198	4120	0x01018	291	3	3	1	5	0 0 0 -1 1 0 0 0 0 0 0 0 -1 0 0 0 0	1 -1 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 0
199	32792	0x08018	61008	3	3	1	4	0 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 -1 0	2 2 2 -2 -1 0 1 -2 0 1 -1 -1 0 1 1 -1 0
200	65560	0x10018	43340	3	3	1	4	0 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 -1	0 2 1 1 2 2 1 0 -1 0 0 -1 0 1 0 -1 0
201	8216	0x02018	26366	3	3	1	4	0 0 0 -1 1 0 0 0 0 0 0 0 0 1 0 0 0	-2 1 -1 1 1 1 -1 1 0 -1 1 0 0 -1 -1 0 0
202	112	0x00070	233	3	3	1	4	0 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 0 0	1 0 0 -1 -2 -1 -1 -1 0 0 0 0 0 0 0 0 0
203	16528	0x04090	16286	3	3	1	5	0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 1 0 0	0 -1 -1 3 1 0 0 1 -1 -1 1 1 -1 -1 0 0 0
204	4240	0x01090	349	3	3	1	5	0 0 0 0 -1 0 0 -1 0 0 0 0 1 0 0 0 0	1 0 1 1 1 0 1 0 -1 0 0 0 0 0 0 0 0
205	656	0x00290	11545	3	3	1	4	0 0 0 0 -1 0 0 -1 0 1 0 0 0 0 0 0 0	-1 0 0 3 1 0 0 2 -1 -2 1 1 0 -1 0 0 0
206	65808	0x10110	34807	3	3	1	5	0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 1	-1 1 -1 2 1 1 -1 1 -1 -1 1 0 0 0 0 -1 0
207	16656	0x04110	4443	3	3	1	4	0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 1 0 0	1 -1 0 1 1 0 1 0 -1 0 0 0 -1 0 0 0 0
208	8464	0x02110	18501	3	3	1	5	0 0 0 0 -1 0 0 0 -1 0 0 0 0 1 0 0 0	1 0 1 0 2 0 1 0 0 0 0 -1 0 0 -1 0 0
209	2320	0x00910	6085	3	3	1	4	0 0 0 0 -1 0 0 0 -1 0 0 1 0 0 0 0 0	1 0 1 2 2 0 1 1 -1 -1 1 0 -1 0 0 0 0
210	1296	0x00510	68834	3	3	1	3	0 0 0 0 -1 0 0 0 -1 0 1 0 0 0 0 0 0	2 1 2 -2 0 -1 1 -1 0 0 -1 -1 0 0 0 0 -1
211	24592	0x06010	22859	3	3	1	4	0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 1 0 0	-1 1 0 -1 0 0 -1 0 1 0 0 -1 1 0 -1 0 0
212	98320	0x18010	18249	3	3	1	3	0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 -1 1	-3 0 -2 3 2 2 -1 2 -1 -1 1 0 0 0 -1 0 0
213	81936	0x14010	38649	3	3	1	3	0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 -1	1 0 0 3 3 1 1 1 -2 -1 1 0 -1 0 0 -1 0
214	36880	0x09010	61222	3	3	1	5	0 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 -1 0	4 1 3 -2 0 -1 2 -2 -1 1 -1 -1 0 1 1 -1 0
215	34832	0x08810	55163	3	3	1	2	0 0 0 0 -1 0 0 0 0 0 0 1 0 0 0 -1 0	3 1 2 1 1 -1 1 0 -1 -1 1 0 -1 0 1 -1 0
216	5136	0x01410	74543	3	3	1	4	0 0 0 0 -1 0 0 0 0 0 1 0 -1 0 0 0 0	1 1 1 -1 0 -1 0 0 1 -1 0 0 0 -1 0 0 -1
217	9232	0x02410	83186	3	3	1	4	0 0 0 0 -1 0 0 0 0 0 1 0 0 -1 0 0 0	2 1 2 -2 -1 -1 1 -1 0 0 -1 0 0 0 1 0 -1
218	33808	0x08410	117852	3	3	1	5	0 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 -1 0	4 2 3 -3 -1 -2 1 -2 0 0 -1 -1 0 0 1 -1 -1
219	66576	0x10410	101184	3	3	1	3	0 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 -1	2 2 2 0 2 0 1 0 -1 -1 0 -1 0 0 0 -1 -1
220	4624	0x01210	11281	3	3	1	6	0 0 0 0 -1 0 0 0 0 1 0 0 -1 0 0 0 0	-1 0 0 2 1 0 0 2 0 -2 1 1 0 -1 0 0 0
221	33296	0x08210	50018	3	3	1	3	0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 -1 0	2 1 2 0 0 -1 1 0 -1 -1 0 0 0 0 1 -1 0
222	66064	0x10210	33918	3	3	1	4	0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 -1	0 1 1 3 3 1 1 2 -2 -2 1 0 0 0 0 -1 0
223	33040	0x08110	49387	3	3	1	4	0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 -1 0	3 1 2 -1 0 -1 1 -1 0 0 0 0 0 0 1 -1 0
224	4368	0x01110	12184	3	3	1	5	0 0 0 0 -1 0 0 0 1 0 0 0 1 0 0 0 0	0 0 0 1 1 0 0 1 -1 -1 1 1 0 -1 0 0 0
225	32912	0x08090	60974	3	3	1	4	0 0 0 0 -1 0 0 1 0 0 0 0 0 0 0 -1 0	4 1 3 -3 0 -1 2 -2 0 1 -1 -1 0 1 1 -1 0
226	2192	0x00890	14592	3	3	1	6	0 0 0 0 -1 0 0 1 0 0 0 1 0 0 0 0 0	0 0 0 2 2 0 0 2 -1 -2 2 1 -1 -1 0 0 0
227	2128	0x00850	14669	3	3	1	4	0 0 0 0 -1 0 1 0 0 0 0 -1 0 0 0 0 0	-1 0 -1 3 0 0 -1 2 -1 -2 2 1 -1 -1 0 0 0
228	16464	0x04050	16339	3	3	1	3	0 0 0 0 -1 0 1 0 0 0 0 0 0 0 -1 0 0	-1 -1 -2 2 -1 0 -1 1 -1 -1 1 1 -1 -1 0 0 0
229	65616	0x10050	43391	3	3	1	3	0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 -1	1 1 1 1 3 1 1 0 -1 0 0 -1 0 1 0 -1 0
230	176	0x000b0	164	3	3	1	4	0 0 0 0 -1 1 0 -1 0 0 0 0 0 0 0 0 0	2 0 1 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0
231	2096	0x00830	14833	3	3	1	4	0 0 0 0 -1 1 0 0 0 0 0 -1 0 0 0 0 0	-3 0 -2 4 1 1 -1 3 -1 -2 2 1 -1 -1 0 0 0
232	8240	0x02030	26225	3	3	1	5	0 0 0 0 -1 1 0 0 0 0 0 0 0 -1 0 0 0	-3 0 -2 2 1 1 -1 2 0 -1 1 0 0 -1 -1 0 0
233	32816	0x08030	61151	3	3	1	5	0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 -1 0	5 1 3 -3 -1 -2 1 -3 0 1 -1 -1 0 1 1 -1 0
234	8288	0x02060	26209	3	3	1	5	0 0 0 0 0 -1 -1 0 0 0 0 0 0 1 0 0 0	-1 0 0 2 2 1 1 2 0 -1 1 0 0 -1 -1 0 0
235	1120	0x00460	74438	3	3	1	4	0 0 0 0 0 -1 -1 0 0 0 1 0 0 0 0 0 0	0 1 1 0 0 0 1 1 0 -1 0 0 0 -1 0 0 -1
236	65696	0x100a0	43422	3	3	1	3	0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 1	2 1 1 -1 1 0 0 -1 -1 0 0 -1 0 1 0 -1 0
237	16544	0x040a0	16178	3	3	1	3	0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 1 0 0	-2 -1 -2 4 1 1 0 2 -1 -1 1 1 -1 -1 0 0 0
238	8352	0x020a0	26156	3	3	1	2	0 0 0 0 0 -1 0 -1 0 0 0 0 0 1 0 0 0	-2 0 -1 3 2 1 0 2 0 -1 1 0 0 -1 -1 0 0
239	672	0x002a0	11701	3	3	1	5	0 0 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0 0	-3 0 -1 4 1 1 0 3 -1 -2 1 1 0 -1 0 0 0
240	416	0x001a0	11836	3	3	1	5	0 0 0 0 0 -1 0 -1 1 0 0 0 0 0 0 0 0	-2 0 -1 3 1 1 0 2 0 -1 1 1 0 -1 0 0 0
241	65824	0x10120	34651	3	3	1	6	0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 1	1 1 0 1 1 0 -1 0 -1 -1 1 0 0 0 0 -1 0
242	8480	0x02120	18665	3	3	1	4	0 0 0 0 0 -1 0 0 -1 0 0 0 0 1 0 0 0	-1 0 0 1 2 1 1 1 0 0 0 -1 0 0 -1 0 0
243	800	0x00320	880	3	3	1	5	0 0 0 0 0 -1 0 0 -1 1 0 0 0 0 0 0 0	-2 0 0 2 1 1 1 2 -1 -1 0 0 0 0 0 0 0
244	67616	0x10820	37067	3	3	1	4	0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 1	1 1 0 3 2 0 -1 1 -2 -2 2 0 -1 0 0 -1 0
245	10272	0x02820	24441	3	3	1	4	0 0 0 0 0 -1 0 0 0 0 0 -1 0 1 0 0 0	-1 0 0 -1 1 1 1 0 1 1 -1 -1 1 0 -1 0 0
246	6176	0x01820	14500	3	3	1	4	0 0 0 0 0 -1 0 0 0 0 0 -1 1 0 0 0 0	0 0 -1 2 0 -1 -2 1 0 -2 2 1 -1 -1 0 0 0
247	20512	0x05020	15930	3	3	1	5	0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 1 0 0	-2 -1 -2 3 1 1 0 2 0 -1 1 1 -1 -1 0 0 0
248	73760	0x12020	53067	3	3	1	4	0 0 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 1	3 1 2 -1 0 0 1 -2 -1 1 -1 -1 0 2 1 -1 0
249	12320	0x03020	26404	3	3	1	5	0 0 0 0 0 -1 0 0 0 0 0 0 1 1 0 0 0	-2 0 -1 2 2 1 0 2 -1 -1 1 0 0 -1 -1 0 0
250	34848	0x08820	55255	3	3	1	4	0 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 -1 0	1 1 1 2 1 0 1 1 -1 -1 1 0 -1 0 1 -1 0
251	33824	0x08420	118000	3	3	1	3	0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 -1 0	2 2 2 -2 -1 -1 1 -1 0 0 -1 -1 0 0 1 -1 -1
252	33312	0x08220	50126	3	3	1	3	0 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 -1 0	0 1 1 1 0 0 1 1 -1 -1 0 0 0 0 1 -1 0
253	32928	0x080a0	61058	3	3	1	3	0 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 -1 0	2 1 2 -2 0 0 2 -1 0 1 -1 -1 0 1 1 -1 0
254	2208	0x008a0	14764	3	3	1	5	0 0 0 0 0 -1 0 1 0 0 0 1 0 0 0 0 0	-2 0 -1 3 2 1 0 3 -1 -2 2 1 -1 -1 0 0 0
255	65632	0x10060	43475	3	3	1	4	0 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 1	3 1 2 0 1 0 1 -1 -1 0 0 -1 0 1 0 -1 0
256	1216	0x004c0	74295	3	3	1	5	0 0 0 0 0 0 -1 -1 0 0 1 0 0 0 0 0 0	1 1 1 0 -1 -1 0 0 0 -1 0 0 0 -1 0 0 -1
257	1344	0x00540	68850	3	3	1	5	0 0 0 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0	2 1 2 -2 -1 -1 1 -1 0 0 -1 -1 0 0 0 0 -1
258	1600	0x00640	69499	3	3	1	4	0 0 0 0 0 0 -1 0 0 -1 1 0 0 0 0 0 0	3 1 2 -3 -1 -1 1 -2 1 1 -1 -1 0 0 0 0 -1
259	20544	0x05040	16006	3	3	1	3	0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 1 0 0	0 -1 -1 2 0 0 0 1 0 -1 1 1 -1 -1 0 0 0
260	81984	0x14040	38633	3	3	1	4	0 0 0 0 0 0 -1 0 0 0 0 0 0 0 1 0 -1	1 0 0 3 2 1 1 1 -2 -1 1 0 -1 0 0 -1 0
261	73792	0x12040	53239	3	3	1	4	0 0 0 0 0 0 -1 0 0 0 0 0 0 1 0 0 -1	1 1 1 2 3 1 1 1 -1 -1 1 -1 0 0 -1 -1 0
262	36928	0x09040	61238	3	3	1	7	0 0 0 0 0 0 -1 0 0 0 0 0 1 0 0 1 0	2 1 1 -2 -1 -1 0 -2 1 1 -1 -1 0 1 1 -1 0
263	3136	0x00c40	72546	3	3	1	5	0 0 0 0 0 0 -1 0 0 0 1 -1 0 0 0 0 0	2 1 2 -4 -2 -1 1 -2 1 1 -2 -1 1 0 0 0 -1
264	5184	0x01440	74559	3	3	1	4	0 0 0 0 0 0 -1 0 0 0 1 0 -1 0 0 0 0	1 1 1 -1 -1 -1 0 0 1 -1 0 0 0 -1 0 0 -1
265	17472	0x04440	73212	3	3	1	4	0 0 0 0 0 0 -1 0 0 0 1 0 0 0 1 0 0	0 0 -1 1 -1 -1 -1 1 -1 -2 1 1 -1 -2 0 0 -1
266	9280	0x02440	83170	3	3	1	4	0 0 0 0 0 0 -1 0 0 0 1 0 0 1 0 0 0	0 1 0 0 0 -1 -1 1 0 -2 1 0 0 -2 -1 0 -1
267	2624	0x00a40	5212	3	3	1	3	0 0 0 0 0 0 -1 0 0 1 0 -1 0 0 0 0 0	0 0 -1 1 1 0 -1 0 0 0 1 0 -1 0 0 0 0
268	2368	0x00940	6101	3	3	1	3	0 0 0 0 0 0 -1 0 1 0 0 -1 0 0 0 0 0	-1 0 -1 2 1 0 -1 1 -1 -1 1 0 -1 0 0 0 0
269	65856	0x10140	34791	3	3	1	4	0 0 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 -1	1 1 1 2 2 1 1 1 -1 -1 1 0 0 0 0 -1 0
270	33088	0x08140	49403	3	3	1	5	0 0 0 0 0 0 -1 0 1 0 0 0 0 0 0 1 0	3 1 2 -3 -1 -1 1 -3 0 2 -2 -2 0 2 1 -1 0
271	4288	0x010c0	333	3	3	1	3	0 0 0 0 0 0 -1 1 0 0 0 0 -1 0 0 0 0	-1 0 -1 1 0 0 -1 0 -1 0 0 0 0 0 0 0 0
272	65728	0x100c0	43298	3	3	1	3	0 0 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 -1	2 1 2 0 2 1 2 0 -1 0 0 -1 0 1 0 -1 0
273	16576	0x040c0	16270	3	3	1	3	0 0 0 0 0 0 -1 1 0 0 0 0 0 0 1 0 0	0 -1 -1 1 0 0 0 1 -1 -1 1 1 -1 -1 0 0 0
274	65920	0x10180	34730	3	3	1	3	0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 1	0 1 0 1 2 1 0 1 -1 -1 1 0 0 0 0 -1 0
275	16768	0x04180	4358	3	3	1	3	0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 1 0 0	0 -1 -1 2 0 0 0 0 -1 0 0 0 -1 0 0 0 0
276	1664	0x00680	69430	3	3	1	4	0 0 0 0 0 0 0 -1 0 -1 1 0 0 0 0 0 0	2 1 1 -2 -1 -1 0 -2 1 1 -1 -1 0 0 0 0 -1
277	67712	0x10880	36922	3	3	1	3	0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 1	0 1 0 3 3 1 0 2 -2 -2 2 0 -1 0 0 -1 0
278	34944	0x08880	55078	3	3	1	4	0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 1 0	2 1 1 0 0 -1 0 0 -1 -1 1 0 -1 0 1 -1 0
279	20608	0x05080	16075	3	3	1	4	0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 1 0 0	-1 -1 -2 3 0 0 -1 1 0 -1 1 1 -1 -1 0 0 0
280	49280	0x0c080	53688	3	3	1	4	0 0 0 0 0 0 0 -1 0 0 0 0 0 0 1 -1 0	2 0 0 1 -1 -1 0 -1 -1 0 0 0 -1 0 1 -1 0
281	82048	0x14080	38564	3	3	1	4	0 0 0 0 0 0 0 -1 0 0 0 0 0 0 1 0 -1	0 0 -1 4 2 1 0 1 -2 -1 1 0 -1 0 0 -1 0
282	36992	0x09080	61307	3	3	1	5	0 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 -1 0	3 1 2 -1 -1 -1 1 -2 -1 1 -1 -1 0 1 1 -1 0
283	69760	0x11080	43111	3	3	1	5	0 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 -1	1 1 1 2 2 1 1 0 -2 0 0 -1 0 1 0 -1 0
284	12416	0x03080	26581	3	3	1	4	0 0 0 0 0 0 0 -1 0 0 0 0 1 1 0 0 0	-1 0 -1 2 1 0 -1 1 -1 -1 1 0 0 -1 -1 0 0
285	5248	0x01480	74610	3	3	1	5	0 0 0 0 0 0 0 -1 0 0 1 0 -1 0 0 0 0	0 1 0 0 -1 -1 -1 0 1 -1 0 0 0 -1 0 0 -1
286	9344	0x02480	83119	3	3	1	5	0 0 0 0 0 0 0 -1 0 0 1 0 0 -1 0 0 0	1 1 1 -1 -2 -1 0 -1 0 0 -1 0 0 0 1 0 -1
287	33920	0x08480	117761	3	3	1	5	0 0 0 0 0 0 0 -1 0 0 1 0 0 0 0 -1 0	3 2 2 -2 -2 -2 0 -2 0 0 -1 -1 0 0 1 -1 -1
288	66176	0x10280	33827	3	3	1	3	0 0 0 0 0 0 0 -1 0 1 0 0 0 0 0 0 -1	-1 1 0 4 2 1 0 2 -2 -2 1 0 0 0 0 -1 0
289	9472	0x02500	92778	3	3	1	4	0 0 0 0 0 0 0 0 -1 0 -1 0 0 1 0 0 0	0 1 0 -1 -2 -1 -1 0 0 -1 0 1 0 -1 1 0 -1
290	18688	0x04900	10323	3	3	1	4	0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 1 0 0	-1 1 0 2 1 0 -1 2 0 -2 2 1 0 -1 0 0 0
291	10496	0x02900	29005	3	3	1	4	0 0 0 0 0 0 0 0 -1 0 0 -1 0 1 0 0 0	1 0 1 -3 0 0 1 -2 1 2 -2 -2 1 1 -1 0 0
