mask	hex	bit_vector	representative_norm	half_representative_norm
42943	0x0a7bf	11111101111001010	118	59/2
42946	0x0a7c2	01000011111001010	62	31/2
42947	0x0a7c3	11000011111001010	86	43/2
42948	0x0a7c4	00100011111001010	66	33/2
42950	0x0a7c6	01100011111001010	82	41/2
42953	0x0a7c9	10010011111001010	94	47/2
42954	0x0a7ca	01010011111001010	86	43/2
42955	0x0a7cb	11010011111001010	114	57/2
42956	0x0a7cc	00110011111001010	90	45/2
42959	0x0a7cf	11110011111001010	138	69/2
42961	0x0a7d1	10001011111001010	90	45/2
42964	0x0a7d4	00101011111001010	90	45/2
42965	0x0a7d5	10101011111001010	114	57/2
42968	0x0a7d8	00011011111001010	94	47/2
42972	0x0a7dc	00111011111001010	118	59/2
42974	0x0a7de	01111011111001010	138	69/2
42975	0x0a7df	11111011111001010	170	85/2
42977	0x0a7e1	10000111111001010	54	27/2
42980	0x0a7e4	00100111111001010	50	25/2
42981	0x0a7e5	10100111111001010	70	35/2
42984	0x0a7e8	00010111111001010	54	27/2
42987	0x0a7eb	11010111111001010	94	47/2
42988	0x0a7ec	00110111111001010	70	35/2
42989	0x0a7ed	10110111111001010	94	47/2
42991	0x0a7ef	11110111111001010	114	57/2
42996	0x0a7f4	00101111111001010	70	35/2
42998	0x0a7f6	01101111111001010	86	43/2
43001	0x0a7f9	10011111111001010	98	49/2
43002	0x0a7fa	01011111111001010	90	45/2
43004	0x0a7fc	00111111111001010	94	47/2
43007	0x0a7ff	11111111111001010	142	71/2
43009	0x0a801	10000000000101010	34	17/2
43018	0x0a80a	01010000000101010	46	23/2
43022	0x0a80e	01110000000101010	62	31/2
43023	0x0a80f	11110000000101010	86	43/2
43029	0x0a815	10101000000101010	66	33/2
43032	0x0a818	00011000000101010	50	25/2
43033	0x0a819	10011000000101010	70	35/2
43039	0x0a81f	11111000000101010	110	55/2
43041	0x0a821	10000100000101010	26	13/2
43043	0x0a823	11000100000101010	38	19/2
43044	0x0a824	00100100000101010	22	11/2
43047	0x0a827	11100100000101010	50	25/2
43054	0x0a82e	01110100000101010	46	23/2
43060	0x0a834	00101100000101010	34	17/2
43061	0x0a835	10101100000101010	50	25/2
43063	0x0a837	11101100000101010	66	33/2
43065	0x0a839	10011100000101010	54	27/2
43068	0x0a83c	00111100000101010	50	25/2
43069	0x0a83d	10111100000101010	70	35/2
43073	0x0a841	10000010000101010	46	23/2
43077	0x0a845	10100010000101010	62	31/2
43079	0x0a847	11100010000101010	82	41/2
43085	0x0a84d	10110010000101010	86	43/2
43086	0x0a84e	01110010000101010	82	41/2
43094	0x0a856	01101010000101010	82	41/2
43095	0x0a857	11101010000101010	106	53/2
43097	0x0a859	10011010000101010	90	45/2
43098	0x0a85a	01011010000101010	86	43/2
43109	0x0a865	10100110000101010	46	23/2
43116	0x0a86c	00110110000101010	46	23/2
43117	0x0a86d	10110110000101010	66	33/2
43118	0x0a86e	01110110000101010	62	31/2
43119	0x0a86f	11110110000101010	86	43/2
43131	0x0a87b	11011110000101010	90	45/2
43132	0x0a87c	00111110000101010	66	33/2
43135	0x0a87f	11111110000101010	110	55/2
43143	0x0a887	11100001000101010	82	41/2
43144	0x0a888	00010001000101010	50	25/2
43154	0x0a892	01001001000101010	62	31/2
43159	0x0a897	11101001000101010	106	53/2
43162	0x0a89a	01011001000101010	86	43/2
43164	0x0a89c	00111001000101010	90	45/2
43169	0x0a8a1	10000101000101010	38	19/2
43175	0x0a8a7	11100101000101010	66	33/2
43178	0x0a8aa	01010101000101010	50	25/2
43180	0x0a8ac	00110101000101010	50	25/2
43188	0x0a8b4	00101101000101010	50	25/2
43191	0x0a8b7	11101101000101010	86	43/2
43192	0x0a8b8	00011101000101010	54	27/2
43193	0x0a8b9	10011101000101010	74	37/2
43196	0x0a8bc	00111101000101010	70	35/2
43198	0x0a8be	01111101000101010	86	43/2
43201	0x0a8c1	10000011000101010	62	31/2
43203	0x0a8c3	11000011000101010	82	41/2
43207	0x0a8c7	11100011000101010	102	51/2
43211	0x0a8cb	11010011000101010	110	55/2
43218	0x0a8d2	01001011000101010	82	41/2
43219	0x0a8d3	11001011000101010	106	53/2
43221	0x0a8d5	10101011000101010	106	53/2
43223	0x0a8d7	11101011000101010	130	65/2
43224	0x0a8d8	00011011000101010	90	45/2
43225	0x0a8d9	10011011000101010	114	57/2
43226	0x0a8da	01011011000101010	110	55/2
43227	0x0a8db	11011011000101010	138	69/2
43230	0x0a8de	01111011000101010	134	67/2
43237	0x0a8e5	10100111000101010	62	31/2
43239	0x0a8e7	11100111000101010	82	41/2
43243	0x0a8eb	11010111000101010	90	45/2
43246	0x0a8ee	01110111000101010	82	41/2
43254	0x0a8f6	01101111000101010	82	41/2
43255	0x0a8f7	11101111000101010	106	53/2
43259	0x0a8fb	11011111000101010	114	57/2
43268	0x0a904	00100000100101010	50	25/2
43269	0x0a905	10100000100101010	70	35/2
43270	0x0a906	01100000100101010	62	31/2
43271	0x0a907	11100000100101010	86	43/2
43273	0x0a909	10010000100101010	74	37/2
43283	0x0a913	11001000100101010	86	43/2
43284	0x0a914	00101000100101010	70	35/2
43287	0x0a917	11101000100101010	110	55/2
43290	0x0a91a	01011000100101010	86	43/2
43292	0x0a91c	00111000100101010	94	47/2
43294	0x0a91e	01111000100101010	110	55/2
43301	0x0a925	10100100100101010	54	27/2
43305	0x0a929	10010100100101010	58	29/2
43309	0x0a92d	10110100100101010	74	37/2
43311	0x0a92f	11110100100101010	90	45/2
43327	0x0a93f	11111100100101010	114	57/2
43334	0x0a946	01100010100101010	78	39/2
43336	0x0a948	00010010100101010	66	33/2
43337	0x0a949	10010010100101010	90	45/2
43338	0x0a94a	01010010100101010	82	41/2
43343	0x0a94f	11110010100101010	134	67/2
43345	0x0a951	10001010100101010	86	43/2
43348	0x0a954	00101010100101010	86	43/2
43349	0x0a955	10101010100101010	110	55/2
43355	0x0a95b	11011010100101010	138	69/2
43357	0x0a95d	10111010100101010	142	71/2
43359	0x0a95f	11111010100101010	166	83/2
43369	0x0a969	10010110100101010	70	35/2
43381	0x0a975	10101110100101010	86	43/2
43389	0x0a97d	10111110100101010	114	57/2
43395	0x0a983	11000001100101010	86	43/2
43398	0x0a986	01100001100101010	82	41/2
43403	0x0a98b	11010001100101010	114	57/2
43407	0x0a98f	11110001100101010	138	69/2
43411	0x0a993	11001001100101010	110	55/2
43419	0x0a99b	11011001100101010	142	71/2
43423	0x0a99f	11111001100101010	170	85/2
43424	0x0a9a0	00000101100101010	38	19/2
43427	0x0a9a3	11000101100101010	70	35/2
43433	0x0a9a9	10010101100101010	78	39/2
43435	0x0a9ab	11010101100101010	94	47/2
43439	0x0a9af	11110101100101010	114	57/2
43443	0x0a9b3	11001101100101010	90	45/2
43445	0x0a9b5	10101101100101010	94	47/2
43450	0x0a9ba	01011101100101010	90	45/2
43451	0x0a9bb	11011101100101010	118	59/2
43453	0x0a9bd	10111101100101010	122	61/2
43455	0x0a9bf	11111101100101010	142	71/2
43458	0x0a9c2	01000011100101010	78	39/2
43460	0x0a9c4	00100011100101010	82	41/2
43466	0x0a9ca	01010011100101010	106	53/2
43469	0x0a9cd	10110011100101010	138	69/2
43470	0x0a9ce	01110011100101010	130	65/2
43471	0x0a9cf	11110011100101010	162	81/2
43472	0x0a9d0	00001011100101010	86	43/2
43473	0x0a9d1	10001011100101010	110	55/2
43476	0x0a9d4	00101011100101010	110	55/2
43478	0x0a9d6	01101011100101010	130	65/2
43487	0x0a9df	11111011100101010	198	99/2
43494	0x0a9e6	01100111100101010	78	39/2
43503	0x0a9ef	11110111100101010	134	67/2
43509	0x0a9f5	10101111100101010	110	55/2
43514	0x0a9fa	01011111100101010	110	55/2
43527	0x0aa07	11100000010101010	50	25/2
43529	0x0aa09	10010000010101010	38	19/2
43539	0x0aa13	11001000010101010	50	25/2
43545	0x0aa19	10011000010101010	54	27/2
43550	0x0aa1e	01111000010101010	66	33/2
43551	0x0aa1f	11111000010101010	90	45/2
43555	0x0aa23	11000100010101010	30	15/2
43561	0x0aa29	10010100010101010	30	15/2
43566	0x0aa2e	01110100010101010	34	17/2
43567	0x0aa2f	11110100010101010	54	27/2
43572	0x0aa34	00101100010101010	26	13/2
43576	0x0aa38	00011100010101010	26	13/2
43577	0x0aa39	10011100010101010	42	21/2
43580	0x0aa3c	00111100010101010	38	19/2
43585	0x0aa41	10000010010101010	34	17/2
43587	0x0aa43	11000010010101010	50	25/2
43590	0x0aa46	01100010010101010	46	23/2
43591	0x0aa47	11100010010101010	66	33/2
43592	0x0aa48	00010010010101010	34	17/2
43601	0x0aa51	10001010010101010	50	25/2
43604	0x0aa54	00101010010101010	50	25/2
43606	0x0aa56	01101010010101010	66	33/2
43617	0x0aa61	10000110010101010	26	13/2
43620	0x0aa64	00100110010101010	22	11/2
43622	0x0aa66	01100110010101010	34	17/2
43628	0x0aa6c	00110110010101010	34	17/2
43631	0x0aa6f	11110110010101010	70	35/2
43633	0x0aa71	10001110010101010	38	19/2
43635	0x0aa73	11001110010101010	54	27/2
43638	0x0aa76	01101110010101010	50	25/2
43639	0x0aa77	11101110010101010	70	35/2
43643	0x0aa7b	11011110010101010	74	37/2
43649	0x0aa81	10000001010101010	34	17/2
43656	0x0aa88	00010001010101010	34	17/2
43658	0x0aa8a	01010001010101010	46	23/2
43662	0x0aa8e	01110001010101010	62	31/2
43663	0x0aa8f	11110001010101010	86	43/2
43665	0x0aa91	10001001010101010	50	25/2
43666	0x0aa92	01001001010101010	46	23/2
43667	0x0aa93	11001001010101010	66	33/2
43668	0x0aa94	00101001010101010	50	25/2
43671	0x0aa97	11101001010101010	86	43/2
43674	0x0aa9a	01011001010101010	66	33/2
43675	0x0aa9b	11011001010101010	90	45/2
43676	0x0aa9c	00111001010101010	70	35/2
43678	0x0aa9e	01111001010101010	86	43/2
43685	0x0aaa5	10100101010101010	38	19/2
43686	0x0aaa6	01100101010101010	34	17/2
43688	0x0aaa8	00010101010101010	26	13/2
43689	0x0aaa9	10010101010101010	42	21/2
43695	0x0aaaf	11110101010101010	70	35/2
43696	0x0aab0	00001101010101010	26	13/2
43699	0x0aab3	11001101010101010	54	27/2
43700	0x0aab4	00101101010101010	38	19/2
43701	0x0aab5	10101101010101010	54	27/2
43702	0x0aab6	01101101010101010	50	25/2
43703	0x0aab7	11101101010101010	70	35/2
43705	0x0aab9	10011101010101010	58	29/2
43707	0x0aabb	11011101010101010	74	37/2
43708	0x0aabc	00111101010101010	54	27/2
43709	0x0aabd	10111101010101010	74	37/2
43713	0x0aac1	10000011010101010	46	23/2
43717	0x0aac5	10100011010101010	62	31/2
43719	0x0aac7	11100011010101010	82	41/2
43725	0x0aacd	10110011010101010	86	43/2
43726	0x0aace	01110011010101010	82	41/2
43729	0x0aad1	10001011010101010	66	33/2
43731	0x0aad3	11001011010101010	86	43/2
43732	0x0aad4	00101011010101010	66	33/2
43733	0x0aad5	10101011010101010	86	43/2
43736	0x0aad8	00011011010101010	70	35/2
43739	0x0aadb	11011011010101010	114	57/2
43740	0x0aadc	00111011010101010	90	45/2
43741	0x0aadd	10111011010101010	114	57/2
43742	0x0aade	01111011010101010	110	55/2
43743	0x0aadf	11111011010101010	138	69/2
43750	0x0aae6	01100111010101010	46	23/2
43751	0x0aae7	11100111010101010	66	33/2
43753	0x0aae9	10010111010101010	54	27/2
43754	0x0aaea	01010111010101010	50	25/2
43762	0x0aaf2	01001111010101010	50	25/2
43763	0x0aaf3	11001111010101010	70	35/2
43764	0x0aaf4	00101111010101010	50	25/2
43766	0x0aaf6	01101111010101010	66	33/2
43768	0x0aaf8	00011111010101010	54	27/2
43769	0x0aaf9	10011111010101010	74	37/2
43770	0x0aafa	01011111010101010	70	35/2
43771	0x0aafb	11011111010101010	94	47/2
43772	0x0aafc	00111111010101010	70	35/2
43775	0x0aaff	11111111010101010	114	57/2
43777	0x0ab01	10000000110101010	38	19/2
43781	0x0ab05	10100000110101010	54	27/2
43782	0x0ab06	01100000110101010	46	23/2
43786	0x0ab0a	01010000110101010	46	23/2
43789	0x0ab0d	10110000110101010	74	37/2
43791	0x0ab0f	11110000110101010	90	45/2
43793	0x0ab11	10001000110101010	54	27/2
43794	0x0ab12	01001000110101010	46	23/2
43796	0x0ab14	00101000110101010	54	27/2
43797	0x0ab15	10101000110101010	74	37/2
43798	0x0ab16	01101000110101010	66	33/2
43799	0x0ab17	11101000110101010	90	45/2
43800	0x0ab18	00011000110101010	54	27/2
43802	0x0ab1a	01011000110101010	66	33/2
43804	0x0ab1c	00111000110101010	74	37/2
43805	0x0ab1d	10111000110101010	98	49/2
43809	0x0ab21	10000100110101010	30	15/2
43810	0x0ab22	01000100110101010	22	11/2
43812	0x0ab24	00100100110101010	26	13/2
43813	0x0ab25	10100100110101010	42	21/2
43814	0x0ab26	01100100110101010	34	17/2
43815	0x0ab27	11100100110101010	54	27/2
43816	0x0ab28	00010100110101010	26	13/2
43818	0x0ab2a	01010100110101010	34	17/2
43821	0x0ab2d	10110100110101010	58	29/2
43827	0x0ab33	11001100110101010	54	27/2
43829	0x0ab35	10101100110101010	58	29/2
43834	0x0ab3a	01011100110101010	50	25/2
43837	0x0ab3d	10111100110101010	78	39/2
43839	0x0ab3f	11111100110101010	94	47/2
43842	0x0ab42	01000010110101010	42	21/2
43844	0x0ab44	00100010110101010	46	23/2
43845	0x0ab45	10100010110101010	66	33/2
43849	0x0ab49	10010010110101010	70	35/2
43853	0x0ab4d	10110010110101010	90	45/2
43854	0x0ab4e	01110010110101010	82	41/2
43855	0x0ab4f	11110010110101010	110	55/2
43858	0x0ab52	01001010110101010	62	31/2
43859	0x0ab53	11001010110101010	86	43/2
43861	0x0ab55	10101010110101010	90	45/2
43863	0x0ab57	11101010110101010	110	55/2
43865	0x0ab59	10011010110101010	94	47/2
43866	0x0ab5a	01011010110101010	86	43/2
43867	0x0ab5b	11011010110101010	114	57/2
43869	0x0ab5d	10111010110101010	118	59/2
43877	0x0ab65	10100110110101010	50	25/2
43879	0x0ab67	11100110110101010	66	33/2
43880	0x0ab68	00010110110101010	34	17/2
43881	0x0ab69	10010110110101010	54	27/2
43882	0x0ab6a	01010110110101010	46	23/2
43885	0x0ab6d	10110110110101010	70	35/2
43890	0x0ab72	01001110110101010	46	23/2
43892	0x0ab74	00101110110101010	50	25/2
43893	0x0ab75	10101110110101010	70	35/2
43901	0x0ab7d	10111110110101010	94	47/2
43903	0x0ab7f	11111110110101010	114	57/2
43908	0x0ab84	00100001110101010	50	25/2
43909	0x0ab85	10100001110101010	70	35/2
43910	0x0ab86	01100001110101010	62	31/2
43911	0x0ab87	11100001110101010	86	43/2
43913	0x0ab89	10010001110101010	74	37/2
43916	0x0ab8c	00110001110101010	70	35/2
43925	0x0ab95	10101001110101010	94	47/2
43929	0x0ab99	10011001110101010	98	49/2
43933	0x0ab9d	10111001110101010	122	61/2
43935	0x0ab9f	11111001110101010	142	71/2
43936	0x0aba0	00000101110101010	26	13/2
43937	0x0aba1	10000101110101010	42	21/2
43938	0x0aba2	01000101110101010	34	17/2
43939	0x0aba3	11000101110101010	54	27/2
43940	0x0aba4	00100101110101010	38	19/2
43943	0x0aba7	11100101110101010	70	35/2
43946	0x0abaa	01010101110101010	50	25/2
43948	0x0abac	00110101110101010	54	27/2
43950	0x0abae	01110101110101010	66	33/2
43953	0x0abb1	10001101110101010	58	29/2
43954	0x0abb2	01001101110101010	50	25/2
43960	0x0abb8	00011101110101010	58	29/2
43962	0x0abba	01011101110101010	70	35/2
43967	0x0abbf	11111101110101010	118	59/2
43970	0x0abc2	01000011110101010	58	29/2
43971	0x0abc3	11000011110101010	82	41/2
43972	0x0abc4	00100011110101010	62	31/2
43974	0x0abc6	01100011110101010	78	39/2
43977	0x0abc9	10010011110101010	90	45/2
43978	0x0abca	01010011110101010	82	41/2
43980	0x0abcc	00110011110101010	86	43/2
43983	0x0abcf	11110011110101010	134	67/2
43984	0x0abd0	00001011110101010	66	33/2
43986	0x0abd2	01001011110101010	82	41/2
43990	0x0abd6	01101011110101010	106	53/2
43991	0x0abd7	11101011110101010	134	67/2
43993	0x0abd9	10011011110101010	118	59/2
43994	0x0abda	01011011110101010	110	55/2
44001	0x0abe1	10000111110101010	50	25/2
44004	0x0abe4	00100111110101010	46	23/2
44005	0x0abe5	10100111110101010	66	33/2
44008	0x0abe8	00010111110101010	50	25/2
44011	0x0abeb	11010111110101010	90	45/2
44012	0x0abec	00110111110101010	66	33/2
44013	0x0abed	10110111110101010	90	45/2
44015	0x0abef	11110111110101010	110	55/2
44016	0x0abf0	00001111110101010	50	25/2
44017	0x0abf1	10001111110101010	70	35/2
44021	0x0abf5	10101111110101010	90	45/2
44023	0x0abf7	11101111110101010	110	55/2
44029	0x0abfd	10111111110101010	118	59/2
44030	0x0abfe	01111111110101010	110	55/2
44033	0x0ac01	10000000001101010	50	25/2
44036	0x0ac04	00100000001101010	50	25/2
44039	0x0ac07	11100000001101010	86	43/2
44044	0x0ac0c	00110000001101010	70	35/2
44049	0x0ac11	10001000001101010	66	33/2
44056	0x0ac18	00011000001101010	70	35/2
44058	0x0ac1a	01011000001101010	86	43/2
44062	0x0ac1e	01111000001101010	110	55/2
44063	0x0ac1f	11111000001101010	138	69/2
44065	0x0ac21	10000100001101010	38	19/2
