mask	hex	bit_vector	representative_norm	half_representative_norm
108845	0x1a92d	10110100100101011	98	49/2
108847	0x1a92f	11110100100101011	114	57/2
108848	0x1a930	00001100100101011	54	27/2
108864	0x1a940	00000010100101011	62	31/2
108865	0x1a941	10000010100101011	86	43/2
108868	0x1a944	00100010100101011	82	41/2
108870	0x1a946	01100010100101011	98	49/2
108884	0x1a954	00101010100101011	110	55/2
108885	0x1a955	10101010100101011	138	69/2
108889	0x1a959	10011010100101011	146	73/2
108890	0x1a95a	01011010100101011	134	67/2
108892	0x1a95c	00111010100101011	142	71/2
108893	0x1a95d	10111010100101011	174	87/2
108894	0x1a95e	01111010100101011	162	81/2
108895	0x1a95f	11111010100101011	198	99/2
108900	0x1a964	00100110100101011	62	31/2
108901	0x1a965	10100110100101011	86	43/2
108905	0x1a969	10010110100101011	94	47/2
108906	0x1a96a	01010110100101011	82	41/2
108908	0x1a96c	00110110100101011	86	43/2
108909	0x1a96d	10110110100101011	114	57/2
108910	0x1a96e	01110110100101011	102	51/2
108911	0x1a96f	11110110100101011	134	67/2
108924	0x1a97c	00111110100101011	114	57/2
108927	0x1a97f	11111110100101011	166	83/2
108930	0x1a982	01000001100101011	82	41/2
108932	0x1a984	00100001100101011	90	45/2
108935	0x1a987	11100001100101011	134	67/2
108938	0x1a98a	01010001100101011	110	55/2
108940	0x1a98c	00110001100101011	118	59/2
108942	0x1a98e	01110001100101011	134	67/2
108948	0x1a994	00101001100101011	118	59/2
108951	0x1a997	11101001100101011	166	83/2
108955	0x1a99b	11011001100101011	174	87/2
108956	0x1a99c	00111001100101011	150	75/2
108957	0x1a99d	10111001100101011	182	91/2
108962	0x1a9a2	01000101100101011	66	33/2
108970	0x1a9aa	01010101100101011	90	45/2
108974	0x1a9ae	01110101100101011	110	55/2
108975	0x1a9af	11110101100101011	142	71/2
108982	0x1a9b6	01101101100101011	110	55/2
108989	0x1a9bd	10111101100101011	154	77/2
108991	0x1a9bf	11111101100101011	174	87/2
108996	0x1a9c4	00100011100101011	106	53/2
108997	0x1a9c5	10100011100101011	134	67/2
109000	0x1a9c8	00010011100101011	114	57/2
109003	0x1a9cb	11010011100101011	166	83/2
109004	0x1a9cc	00110011100101011	138	69/2
109005	0x1a9cd	10110011100101011	170	85/2
109006	0x1a9ce	01110011100101011	158	79/2
109007	0x1a9cf	11110011100101011	194	97/2
109010	0x1a9d2	01001011100101011	130	65/2
109012	0x1a9d4	00101011100101011	138	69/2
109014	0x1a9d6	01101011100101011	158	79/2
109016	0x1a9d8	00011011100101011	146	73/2
109020	0x1a9dc	00111011100101011	174	87/2
109023	0x1a9df	11111011100101011	234	117/2
109038	0x1a9ee	01110111100101011	130	65/2
109046	0x1a9f6	01101111100101011	130	65/2
109057	0x1aa01	10000000010101011	38	19/2
109066	0x1aa0a	01010000010101011	46	23/2
109068	0x1aa0c	00110000010101011	50	25/2
109070	0x1aa0e	01110000010101011	62	31/2
109073	0x1aa11	10001000010101011	54	27/2
109074	0x1aa12	01001000010101011	46	23/2
109080	0x1aa18	00011000010101011	54	27/2
109082	0x1aa1a	01011000010101011	66	33/2
109086	0x1aa1e	01111000010101011	86	43/2
109094	0x1aa26	01100100010101011	34	17/2
109097	0x1aa29	10010100010101011	46	23/2
109099	0x1aa2b	11010100010101011	58	29/2
109100	0x1aa2c	00110100010101011	38	19/2
109109	0x1aa35	10101100010101011	58	29/2
109110	0x1aa36	01101100010101011	50	25/2
109112	0x1aa38	00011100010101011	42	21/2
109121	0x1aa41	10000010010101011	50	25/2
109123	0x1aa43	11000010010101011	66	33/2
109124	0x1aa44	00100010010101011	46	23/2
109125	0x1aa45	10100010010101011	66	33/2
109128	0x1aa48	00010010010101011	50	25/2
109134	0x1aa4e	01110010010101011	82	41/2
109141	0x1aa55	10101010010101011	90	45/2
109143	0x1aa57	11101010010101011	110	55/2
109149	0x1aa5d	10111010010101011	118	59/2
109150	0x1aa5e	01111010010101011	110	55/2
109156	0x1aa64	00100110010101011	34	17/2
109158	0x1aa66	01100110010101011	46	23/2
109160	0x1aa68	00010110010101011	38	19/2
109162	0x1aa6a	01010110010101011	50	25/2
109164	0x1aa6c	00110110010101011	50	25/2
109170	0x1aa72	01001110010101011	50	25/2
109174	0x1aa76	01101110010101011	66	33/2
109175	0x1aa77	11101110010101011	90	45/2
109178	0x1aa7a	01011110010101011	70	35/2
109193	0x1aa89	10010001010101011	74	37/2
109198	0x1aa8e	01110001010101011	82	41/2
109204	0x1aa94	00101001010101011	70	35/2
109207	0x1aa97	11101001010101011	110	55/2
109209	0x1aa99	10011001010101011	98	49/2
109212	0x1aa9c	00111001010101011	94	47/2
109214	0x1aa9e	01111001010101011	110	55/2
109220	0x1aaa4	00100101010101011	38	19/2
109223	0x1aaa7	11100101010101011	70	35/2
109225	0x1aaa9	10010101010101011	62	31/2
109228	0x1aaac	00110101010101011	54	27/2
109230	0x1aaae	01110101010101011	66	33/2
109232	0x1aab0	00001101010101011	42	21/2
109235	0x1aab3	11001101010101011	74	37/2
109241	0x1aab9	10011101010101011	82	41/2
109243	0x1aabb	11011101010101011	98	49/2
109246	0x1aabe	01111101010101011	90	45/2
109247	0x1aabf	11111101010101011	118	59/2
109252	0x1aac4	00100011010101011	62	31/2
109260	0x1aacc	00110011010101011	86	43/2
109265	0x1aad1	10001011010101011	90	45/2
109270	0x1aad6	01101011010101011	106	53/2
109271	0x1aad7	11101011010101011	134	67/2
109272	0x1aad8	00011011010101011	94	47/2
109286	0x1aae6	01100111010101011	62	31/2
109287	0x1aae7	11100111010101011	86	43/2
109300	0x1aaf4	00101111010101011	70	35/2
109302	0x1aaf6	01101111010101011	86	43/2
109308	0x1aafc	00111111010101011	94	47/2
109311	0x1aaff	11111111010101011	142	71/2
109317	0x1ab05	10100000110101011	74	37/2
109318	0x1ab06	01100000110101011	62	31/2
109320	0x1ab08	00010000110101011	54	27/2
109321	0x1ab09	10010000110101011	78	39/2
109325	0x1ab0d	10110000110101011	98	49/2
109327	0x1ab0f	11110000110101011	114	57/2
109328	0x1ab10	00001000110101011	54	27/2
109332	0x1ab14	00101000110101011	74	37/2
109333	0x1ab15	10101000110101011	98	49/2
109334	0x1ab16	01101000110101011	86	43/2
109337	0x1ab19	10011000110101011	102	51/2
109340	0x1ab1c	00111000110101011	98	49/2
109341	0x1ab1d	10111000110101011	126	63/2
109346	0x1ab22	01000100110101011	34	17/2
109352	0x1ab28	00010100110101011	42	21/2
109354	0x1ab2a	01010100110101011	50	25/2
109358	0x1ab2e	01110100110101011	66	33/2
109359	0x1ab2f	11110100110101011	94	47/2
109360	0x1ab30	00001100110101011	42	21/2
109362	0x1ab32	01001100110101011	50	25/2
109364	0x1ab34	00101100110101011	58	29/2
109370	0x1ab3a	01011100110101011	70	35/2
109371	0x1ab3b	11011100110101011	98	49/2
109372	0x1ab3c	00111100110101011	78	39/2
109376	0x1ab40	00000010110101011	46	23/2
109378	0x1ab42	01000010110101011	58	29/2
109382	0x1ab46	01100010110101011	78	39/2
109383	0x1ab47	11100010110101011	106	53/2
109385	0x1ab49	10010010110101011	94	47/2
109386	0x1ab4a	01010010110101011	82	41/2
109394	0x1ab52	01001010110101011	82	41/2
109396	0x1ab54	00101010110101011	90	45/2
109398	0x1ab56	01101010110101011	106	53/2
109400	0x1ab58	00011010110101011	94	47/2
109401	0x1ab59	10011010110101011	122	61/2
109402	0x1ab5a	01011010110101011	110	55/2
109403	0x1ab5b	11011010110101011	142	71/2
109404	0x1ab5c	00111010110101011	118	59/2
109407	0x1ab5f	11111010110101011	170	85/2
109408	0x1ab60	00000110110101011	34	17/2
109409	0x1ab61	10000110110101011	54	27/2
109413	0x1ab65	10100110110101011	70	35/2
109415	0x1ab67	11100110110101011	86	43/2
109428	0x1ab74	00101110110101011	70	35/2
109432	0x1ab78	00011110110101011	74	37/2
109435	0x1ab7b	11011110110101011	118	59/2
109436	0x1ab7c	00111110110101011	94	47/2
109437	0x1ab7d	10111110110101011	122	61/2
109438	0x1ab7e	01111110110101011	110	55/2
109439	0x1ab7f	11111110110101011	142	71/2
109444	0x1ab84	00100001110101011	70	35/2
109445	0x1ab85	10100001110101011	94	47/2
109446	0x1ab86	01100001110101011	82	41/2
109452	0x1ab8c	00110001110101011	94	47/2
109453	0x1ab8d	10110001110101011	122	61/2
109456	0x1ab90	00001001110101011	74	37/2
109458	0x1ab92	01001001110101011	86	43/2
109461	0x1ab95	10101001110101011	122	61/2
109466	0x1ab9a	01011001110101011	114	57/2
109469	0x1ab9d	10111001110101011	154	77/2
109473	0x1aba1	10000101110101011	62	31/2
109474	0x1aba2	01000101110101011	50	25/2
109477	0x1aba5	10100101110101011	78	39/2
109482	0x1abaa	01010101110101011	70	35/2
109485	0x1abad	10110101110101011	102	51/2
109492	0x1abb4	00101101110101011	78	39/2
109493	0x1abb5	10101101110101011	102	51/2
109495	0x1abb7	11101101110101011	118	59/2
109498	0x1abba	01011101110101011	94	47/2
109500	0x1abbc	00111101110101011	102	51/2
109501	0x1abbd	10111101110101011	130	65/2
109506	0x1abc2	01000011110101011	78	39/2
109509	0x1abc5	10100011110101011	110	55/2
109511	0x1abc7	11100011110101011	130	65/2
109514	0x1abca	01010011110101011	106	53/2
109517	0x1abcd	10110011110101011	142	71/2
109518	0x1abce	01110011110101011	130	65/2
109520	0x1abd0	00001011110101011	90	45/2
109522	0x1abd2	01001011110101011	106	53/2
109524	0x1abd4	00101011110101011	114	57/2
109525	0x1abd5	10101011110101011	142	71/2
109529	0x1abd9	10011011110101011	150	75/2
109530	0x1abda	01011011110101011	138	69/2
109532	0x1abdc	00111011110101011	146	73/2
109533	0x1abdd	10111011110101011	178	89/2
109534	0x1abde	01111011110101011	166	83/2
109535	0x1abdf	11111011110101011	202	101/2
109540	0x1abe4	00100111110101011	66	33/2
109541	0x1abe5	10100111110101011	90	45/2
109545	0x1abe9	10010111110101011	98	49/2
109546	0x1abea	01010111110101011	86	43/2
109548	0x1abec	00110111110101011	90	45/2
109549	0x1abed	10110111110101011	118	59/2
109550	0x1abee	01110111110101011	106	53/2
109551	0x1abef	11110111110101011	138	69/2
109554	0x1abf2	01001111110101011	86	43/2
109557	0x1abf5	10101111110101011	118	59/2
109559	0x1abf7	11101111110101011	138	69/2
109560	0x1abf8	00011111110101011	98	49/2
109565	0x1abfd	10111111110101011	150	75/2
109566	0x1abfe	01111111110101011	138	69/2
109572	0x1ac04	00100000001101011	66	33/2
109576	0x1ac08	00010000001101011	70	35/2
109577	0x1ac09	10010000001101011	94	47/2
109580	0x1ac0c	00110000001101011	90	45/2
109582	0x1ac0e	01110000001101011	106	53/2
109584	0x1ac10	00001000001101011	66	33/2
109587	0x1ac13	11001000001101011	106	53/2
109593	0x1ac19	10011000001101011	118	59/2
109595	0x1ac1b	11011000001101011	138	69/2
109598	0x1ac1e	01111000001101011	134	67/2
109601	0x1ac21	10000100001101011	54	27/2
109602	0x1ac22	01000100001101011	46	23/2
109604	0x1ac24	00100100001101011	50	25/2
109605	0x1ac25	10100100001101011	70	35/2
109606	0x1ac26	01100100001101011	62	31/2
109607	0x1ac27	11100100001101011	86	43/2
109608	0x1ac28	00010100001101011	54	27/2
109610	0x1ac2a	01010100001101011	66	33/2
109612	0x1ac2c	00110100001101011	70	35/2
109613	0x1ac2d	10110100001101011	94	47/2
109616	0x1ac30	00001100001101011	50	25/2
109617	0x1ac31	10001100001101011	70	35/2
109618	0x1ac32	01001100001101011	62	31/2
109619	0x1ac33	11001100001101011	86	43/2
109621	0x1ac35	10101100001101011	90	45/2
109622	0x1ac36	01101100001101011	82	41/2
109627	0x1ac3b	11011100001101011	114	57/2
109629	0x1ac3d	10111100001101011	118	59/2
109631	0x1ac3f	11111100001101011	138	69/2
109634	0x1ac42	01000010001101011	78	39/2
109636	0x1ac44	00100010001101011	82	41/2
109637	0x1ac45	10100010001101011	106	53/2
109642	0x1ac4a	01010010001101011	106	53/2
109646	0x1ac4e	01110010001101011	130	65/2
109647	0x1ac4f	11110010001101011	162	81/2
109650	0x1ac52	01001010001101011	102	51/2
109651	0x1ac53	11001010001101011	130	65/2
109653	0x1ac55	10101010001101011	134	67/2
109657	0x1ac59	10011010001101011	142	71/2
109658	0x1ac5a	01011010001101011	134	67/2
109659	0x1ac5b	11011010001101011	166	83/2
109661	0x1ac5d	10111010001101011	170	85/2
109662	0x1ac5e	01111010001101011	162	81/2
109670	0x1ac66	01100110001101011	78	39/2
109679	0x1ac6f	11110110001101011	134	67/2
109683	0x1ac73	11001110001101011	106	53/2
109686	0x1ac76	01101110001101011	102	51/2
109687	0x1ac77	11101110001101011	130	65/2
109691	0x1ac7b	11011110001101011	138	69/2
109710	0x1ac8e	01110001001101011	134	67/2
109715	0x1ac93	11001001001101011	134	67/2
109716	0x1ac94	00101001001101011	114	57/2
109719	0x1ac97	11101001001101011	162	81/2
109722	0x1ac9a	01011001001101011	138	69/2
109723	0x1ac9b	11011001001101011	170	85/2
109724	0x1ac9c	00111001001101011	146	73/2
109726	0x1ac9e	01111001001101011	166	83/2
109730	0x1aca2	01000101001101011	66	33/2
109758	0x1acbe	01111101001101011	138	69/2
109759	0x1acbf	11111101001101011	170	85/2
109770	0x1acca	01010011001101011	134	67/2
109775	0x1accf	11110011001101011	194	97/2
109778	0x1acd2	01001011001101011	130	65/2
109782	0x1acd6	01101011001101011	158	79/2
109783	0x1acd7	11101011001101011	190	95/2
109786	0x1acda	01011011001101011	166	83/2
109814	0x1acf6	01101111001101011	130	65/2
109818	0x1acfa	01011111001101011	138	69/2
109823	0x1acff	11111111001101011	198	99/2
109826	0x1ad02	01000000101101011	82	41/2
109834	0x1ad0a	01010000101101011	110	55/2
109835	0x1ad0b	11010000101101011	142	71/2
109837	0x1ad0d	10110000101101011	150	75/2
109842	0x1ad12	01001000101101011	106	53/2
109844	0x1ad14	00101000101101011	118	59/2
109845	0x1ad15	10101000101101011	146	73/2
109846	0x1ad16	01101000101101011	134	67/2
109847	0x1ad17	11101000101101011	166	83/2
109848	0x1ad18	00011000101101011	122	61/2
109850	0x1ad1a	01011000101101011	138	69/2
109852	0x1ad1c	00111000101101011	150	75/2
109853	0x1ad1d	10111000101101011	182	91/2
109859	0x1ad23	11000100101101011	90	45/2
109865	0x1ad29	10010100101101011	102	51/2
109867	0x1ad2b	11010100101101011	118	59/2
109870	0x1ad2e	01110100101101011	110	55/2
109871	0x1ad2f	11110100101101011	142	71/2
109876	0x1ad34	00101100101101011	94	47/2
109879	0x1ad37	11101100101101011	138	69/2
109880	0x1ad38	00011100101101011	98	49/2
109881	0x1ad39	10011100101101011	126	63/2
109884	0x1ad3c	00111100101101011	122	61/2
109886	0x1ad3e	01111100101101011	138	69/2
109894	0x1ad46	01100010101101011	126	63/2
109908	0x1ad54	00101010101101011	138	69/2
109910	0x1ad56	01101010101101011	158	79/2
109916	0x1ad5c	00111010101101011	174	87/2
109919	0x1ad5f	11111010101101011	234	117/2
109929	0x1ad69	10010110101101011	118	59/2
109940	0x1ad74	00101110101101011	110	55/2
109941	0x1ad75	10101110101101011	138	69/2
109945	0x1ad79	10011110101101011	146	73/2
109946	0x1ad7a	01011110101101011	134	67/2
109948	0x1ad7c	00111110101101011	142	71/2
109949	0x1ad7d	10111110101101011	174	87/2
109950	0x1ad7e	01111110101101011	162	81/2
109951	0x1ad7f	11111110101101011	198	99/2
109958	0x1ad86	01100001101101011	134	67/2
109959	0x1ad87	11100001101101011	166	83/2
109981	0x1ad9d	10111001101101011	218	109/2
109983	0x1ad9f	11111001101101011	242	121/2
109989	0x1ada5	10100101101101011	122	61/2
109999	0x1adaf	11110101101101011	174	87/2
110003	0x1adb3	11001101101101011	142	71/2
110007	0x1adb7	11101101101101011	170	85/2
110011	0x1adbb	11011101101101011	178	89/2
110029	0x1adcd	10110011101101011	206	103/2
110030	0x1adce	01110011101101011	194	97/2
110036	0x1add4	00101011101101011	170	85/2
110037	0x1add5	10101011101101011	202	101/2
110044	0x1addc	00111011101101011	210	105/2
110045	0x1addd	10111011101101011	246	123/2
110046	0x1adde	01111011101101011	234	117/2
110047	0x1addf	11111011101101011	274	137/2
110062	0x1adee	01110111101101011	162	81/2
110077	0x1adfd	10111111101101011	210	105/2
110078	0x1adfe	01111111101101011	198	99/2
110084	0x1ae04	00100000011101011	50	25/2
110085	0x1ae05	10100000011101011	70	35/2
110086	0x1ae06	01100000011101011	62	31/2
110087	0x1ae07	11100000011101011	86	43/2
110089	0x1ae09	10010000011101011	74	37/2
110091	0x1ae0b	11010000011101011	90	45/2
110092	0x1ae0c	00110000011101011	70	35/2
110096	0x1ae10	00001000011101011	50	25/2
110097	0x1ae11	10001000011101011	70	35/2
110098	0x1ae12	01001000011101011	62	31/2
110099	0x1ae13	11001000011101011	86	43/2
110100	0x1ae14	00101000011101011	70	35/2
110103	0x1ae17	11101000011101011	110	55/2
110106	0x1ae1a	01011000011101011	86	43/2
110107	0x1ae1b	11011000011101011	114	57/2
110108	0x1ae1c	00111000011101011	94	47/2
110110	0x1ae1e	01111000011101011	110	55/2
110112	0x1ae20	00000100011101011	26	13/2
110113	0x1ae21	10000100011101011	42	21/2
110114	0x1ae22	01000100011101011	34	17/2
110115	0x1ae23	11000100011101011	54	27/2
110116	0x1ae24	00100100011101011	38	19/2
110119	0x1ae27	11100100011101011	70	35/2
110122	0x1ae2a	01010100011101011	50	25/2
110123	0x1ae2b	11010100011101011	74	37/2
110124	0x1ae2c	00110100011101011	54	27/2
110126	0x1ae2e	01110100011101011	66	33/2
110128	0x1ae30	00001100011101011	38	19/2
110131	0x1ae33	11001100011101011	70	35/2
110132	0x1ae34	00101100011101011	54	27/2
110133	0x1ae35	10101100011101011	74	37/2
110134	0x1ae36	01101100011101011	66	33/2
110135	0x1ae37	11101100011101011	90	45/2
110140	0x1ae3c	00111100011101011	74	37/2
110151	0x1ae47	11100010011101011	106	53/2
110158	0x1ae4e	01110010011101011	106	53/2
110169	0x1ae59	10011010011101011	118	59/2
110170	0x1ae5a	01011010011101011	110	55/2
110176	0x1ae60	00000110011101011	34	17/2
110178	0x1ae62	01000110011101011	46	23/2
110182	0x1ae66	01100110011101011	62	31/2
110183	0x1ae67	11100110011101011	86	43/2
110186	0x1ae6a	01010110011101011	66	33/2
110199	0x1ae77	11101110011101011	110	55/2
110206	0x1ae7e	01111110011101011	110	55/2
110209	0x1ae81	10000001011101011	70	35/2
110213	0x1ae85	10100001011101011	90	45/2
110214	0x1ae86	01100001011101011	82	41/2
110223	0x1ae8f	11110001011101011	138	69/2
110233	0x1ae99	10011001011101011	122	61/2
110235	0x1ae9b	11011001011101011	142	71/2
110238	0x1ae9e	01111001011101011	138	69/2
110239	0x1ae9f	11111001011101011	170	85/2
110241	0x1aea1	10000101011101011	58	29/2
110242	0x1aea2	01000101011101011	50	25/2
110247	0x1aea7	11100101011101011	90	45/2
110248	0x1aea8	00010101011101011	58	29/2
110250	0x1aeaa	01010101011101011	70	35/2
110252	0x1aeac	00110101011101011	74	37/2
110260	0x1aeb4	00101101011101011	74	37/2
110263	0x1aeb7	11101101011101011	114	57/2
110264	0x1aeb8	00011101011101011	78	39/2
110268	0x1aebc	00111101011101011	98	49/2
110270	0x1aebe	01111101011101011	114	57/2
110275	0x1aec3	11000011011101011	106	53/2
110279	0x1aec7	11100011011101011	130	65/2
110293	0x1aed5	10101011011101011	138	69/2
110295	0x1aed7	11101011011101011	162	81/2
110297	0x1aed9	10011011011101011	146	73/2
110298	0x1aeda	01011011011101011	138	69/2
110301	0x1aedd	10111011011101011	174	87/2
110302	0x1aede	01111011011101011	166	83/2
110319	0x1aeef	11110111011101011	138	69/2
110322	0x1aef2	01001111011101011	86	43/2
110324	0x1aef4	00101111011101011	90	45/2
110325	0x1aef5	10101111011101011	114	57/2
110330	0x1aefa	01011111011101011	114	57/2
110334	0x1aefe	01111111011101011	138	69/2
110335	0x1aeff	11111111011101011	170	85/2
110337	0x1af01	10000000111101011	74	37/2
110338	0x1af02	01000000111101011	62	31/2
110344	0x1af08	00010000111101011	74	37/2
110346	0x1af0a	01010000111101011	86	43/2
110350	0x1af0e	01110000111101011	110	55/2
110351	0x1af0f	11110000111101011	142	71/2
110357	0x1af15	10101000111101011	122	61/2
110358	0x1af16	01101000111101011	110	55/2
110360	0x1af18	00011000111101011	98	49/2
110361	0x1af19	10011000111101011	126	63/2
110376	0x1af28	00010100111101011	58	29/2
110377	0x1af29	10010100111101011	82	41/2
110381	0x1af2d	10110100111101011	102	51/2
110383	0x1af2f	11110100111101011	118	59/2
110385	0x1af31	10001100111101011	78	39/2
110386	0x1af32	01001100111101011	66	33/2
110392	0x1af38	00011100111101011	78	39/2
110402	0x1af42	01000010111101011	78	39/2
110403	0x1af43	11000010111101011	106	53/2
110404	0x1af44	00100010111101011	86	43/2
110406	0x1af46	01100010111101011	102	51/2
110408	0x1af48	00010010111101011	90	45/2
110409	0x1af49	10010010111101011	118	59/2
110410	0x1af4a	01010010111101011	106	53/2
110411	0x1af4b	11010010111101011	138	69/2
110412	0x1af4c	00110010111101011	114	57/2
110415	0x1af4f	11110010111101011	166	83/2
110420	0x1af54	00101010111101011	114	57/2
110421	0x1af55	10101010111101011	142	71/2
110424	0x1af58	00011010111101011	118	59/2
110427	0x1af5b	11011010111101011	170	85/2
110428	0x1af5c	00111010111101011	146	73/2
110429	0x1af5d	10111010111101011	178	89/2
110430	0x1af5e	01111010111101011	166	83/2
110431	0x1af5f	11111010111101011	202	101/2
110433	0x1af61	10000110111101011	70	35/2
110435	0x1af63	11000110111101011	86	43/2
110436	0x1af64	00100110111101011	66	33/2
110440	0x1af68	00010110111101011	70	35/2
110443	0x1af6b	11010110111101011	114	57/2
110447	0x1af6f	11110110111101011	138	69/2
110450	0x1af72	01001110111101011	82	41/2
110451	0x1af73	11001110111101011	110	55/2
110452	0x1af74	00101110111101011	90	45/2
110454	0x1af76	01101110111101011	106	53/2
110456	0x1af78	00011110111101011	94	47/2
110457	0x1af79	10011110111101011	122	61/2
110458	0x1af7a	01011110111101011	110	55/2
110459	0x1af7b	11011110111101011	142	71/2
110460	0x1af7c	00111110111101011	118	59/2
110463	0x1af7f	11111110111101011	170	85/2
110468	0x1af84	00100001111101011	94	47/2
110472	0x1af88	00010001111101011	98	49/2
110473	0x1af89	10010001111101011	126	63/2
110476	0x1af8c	00110001111101011	122	61/2
110478	0x1af8e	01110001111101011	138	69/2
110482	0x1af92	01001001111101011	110	55/2
110484	0x1af94	00101001111101011	122	61/2
110485	0x1af95	10101001111101011	150	75/2
110486	0x1af96	01101001111101011	138	69/2
110488	0x1af98	00011001111101011	126	63/2
110490	0x1af9a	01011001111101011	142	71/2
110492	0x1af9c	00111001111101011	154	77/2
110493	0x1af9d	10111001111101011	186	93/2
110505	0x1afa9	10010101111101011	106	53/2
110511	0x1afaf	11110101111101011	146	73/2
110514	0x1afb2	01001101111101011	90	45/2
110522	0x1afba	01011101111101011	118	59/2
110523	0x1afbb	11011101111101011	150	75/2
110525	0x1afbd	10111101111101011	158	79/2
110527	0x1afbf	11111101111101011	178	89/2
110532	0x1afc4	00100011111101011	110	55/2
110537	0x1afc9	10010011111101011	146	73/2
110538	0x1afca	01010011111101011	134	67/2
110540	0x1afcc	00110011111101011	142	71/2
110541	0x1afcd	10110011111101011	174	87/2
110542	0x1afce	01110011111101011	162	81/2
110543	0x1afcf	11110011111101011	198	99/2
110548	0x1afd4	00101011111101011	142	71/2
110550	0x1afd6	01101011111101011	162	81/2
110556	0x1afdc	00111011111101011	178	89/2
110559	0x1afdf	11111011111101011	238	119/2
110569	0x1afe9	10010111111101011	122	61/2
110582	0x1aff6	01101111111101011	134	67/2
110593	0x1b001	10000000000011011	58	29/2
110596	0x1b004	00100000000011011	50	25/2
110604	0x1b00c	00110000000011011	70	35/2
110609	0x1b011	10001000000011011	74	37/2
110611	0x1b013	11001000000011011	90	45/2
110614	0x1b016	01101000000011011	82	41/2
110615	0x1b017	11101000000011011	110	55/2
110625	0x1b021	10000100000011011	50	25/2
110627	0x1b023	11000100000011011	62	31/2
110630	0x1b026	01100100000011011	50	25/2
110631	0x1b027	11100100000011011	74	37/2
110640	0x1b030	00001100000011011	42	21/2
110641	0x1b031	10001100000011011	62	31/2
110644	0x1b034	00101100000011011	54	27/2
110646	0x1b036	01101100000011011	66	33/2
110657	0x1b041	10000010000011011	74	37/2
110658	0x1b042	01000010000011011	66	33/2
110660	0x1b044	00100010000011011	66	33/2
110662	0x1b046	01100010000011011	82	41/2
110663	0x1b047	11100010000011011	110	55/2
110664	0x1b048	00010010000011011	74	37/2
110666	0x1b04a	01010010000011011	90	45/2
110668	0x1b04c	00110010000011011	90	45/2
110673	0x1b051	10001010000011011	94	47/2
110674	0x1b052	01001010000011011	86	43/2
110677	0x1b055	10101010000011011	114	57/2
110678	0x1b056	01101010000011011	106	53/2
110682	0x1b05a	01011010000011011	114	57/2
110683	0x1b05b	11011010000011011	146	73/2
110685	0x1b05d	10111010000011011	146	73/2
110687	0x1b05f	11111010000011011	170	85/2
110689	0x1b061	10000110000011011	62	31/2
110690	0x1b062	01000110000011011	54	27/2
110691	0x1b063	11000110000011011	78	39/2
110693	0x1b065	10100110000011011	74	37/2
110694	0x1b066	01100110000011011	66	33/2
110698	0x1b06a	01010110000011011	74	37/2
110699	0x1b06b	11010110000011011	102	51/2
110701	0x1b06d	10110110000011011	98	49/2
110703	0x1b06f	11110110000011011	118	59/2
110705	0x1b071	10001110000011011	78	39/2
110706	0x1b072	01001110000011011	70	35/2
110709	0x1b075	10101110000011011	94	47/2
110710	0x1b076	01101110000011011	86	43/2
110714	0x1b07a	01011110000011011	94	47/2
110720	0x1b080	00000001000011011	54	27/2
110722	0x1b082	01000001000011011	66	33/2
110726	0x1b086	01100001000011011	82	41/2
110727	0x1b087	11100001000011011	110	55/2
110729	0x1b089	10010001000011011	102	51/2
110730	0x1b08a	01010001000011011	90	45/2
110738	0x1b092	01001001000011011	86	43/2
110739	0x1b093	11001001000011011	114	57/2
110744	0x1b098	00011001000011011	98	49/2
110745	0x1b099	10011001000011011	126	63/2
110746	0x1b09a	01011001000011011	114	57/2
110747	0x1b09b	11011001000011011	146	73/2
110748	0x1b09c	00111001000011011	118	59/2
110751	0x1b09f	11111001000011011	170	85/2
110753	0x1b0a1	10000101000011011	66	33/2
110757	0x1b0a5	10100101000011011	78	39/2
110759	0x1b0a7	11100101000011011	94	47/2
110765	0x1b0ad	10110101000011011	102	51/2
110766	0x1b0ae	01110101000011011	90	45/2
110769	0x1b0b1	10001101000011011	82	41/2
110771	0x1b0b3	11001101000011011	98	49/2
110773	0x1b0b5	10101101000011011	98	49/2
110776	0x1b0b8	00011101000011011	82	41/2
110779	0x1b0bb	11011101000011011	126	63/2
110780	0x1b0bc	00111101000011011	98	49/2
110781	0x1b0bd	10111101000011011	126	63/2
110782	0x1b0be	01111101000011011	114	57/2
110783	0x1b0bf	11111101000011011	146	73/2
110787	0x1b0c3	11000011000011011	114	57/2
110788	0x1b0c4	00100011000011011	86	43/2
110791	0x1b0c7	11100011000011011	134	67/2
110794	0x1b0ca	01010011000011011	114	57/2
110795	0x1b0cb	11010011000011011	146	73/2
110796	0x1b0cc	00110011000011011	114	57/2
110798	0x1b0ce	01110011000011011	134	67/2
110801	0x1b0d1	10001011000011011	118	59/2
110802	0x1b0d2	01001011000011011	110	55/2
110808	0x1b0d8	00011011000011011	122	61/2
110810	0x1b0da	01011011000011011	142	71/2
110814	0x1b0de	01111011000011011	166	83/2
110815	0x1b0df	11111011000011011	202	101/2
110819	0x1b0e3	11000111000011011	98	49/2
110821	0x1b0e5	10100111000011011	94	47/2
110825	0x1b0e9	10010111000011011	106	53/2
110827	0x1b0eb	11010111000011011	126	63/2
