rank	mask	hex	multiplicity	witness
12043	14822	0x039e6	21	0 1 1 2 2 -5 -7 3 -1 2 -2 -5 -1 5 -2 -2 -4
12044	14825	0x039e9	21	1 2 2 3 4 -7 -11 3 -3 2 -2 -7 -1 5 -4 -2 -4
12045	14834	0x039f2	21	0 1 0 2 1 -3 -5 1 -1 2 0 -3 -1 3 -2 0 -2
12046	14837	0x039f5	21	1 0 1 0 1 1 -1 -1 -1 0 2 -1 -1 -1 -2 0 0
12047	14856	0x03a08	21	0 0 0 1 2 0 -2 0 0 1 0 -1 -1 1 -2 0 -2
12048	14866	0x03a12	21	0 1 0 0 -1 -2 -2 2 0 1 0 -1 -1 1 0 0 0
12049	14868	0x03a14	21	0 0 1 2 1 0 -2 0 0 1 0 -1 -1 1 -2 0 -2
12050	14903	0x03a37	21	1 -1 1 0 1 -1 -2 0 0 1 0 -1 -1 1 -2 0 -2
12051	14916	0x03a44	21	2 -2 -1 -2 0 2 3 -2 0 -1 2 3 1 -3 0 0 0
12052	14930	0x03a52	21	0 1 0 0 -1 -2 -1 2 0 1 0 -1 -1 1 0 0 0
12053	14958	0x03a6e	21	0 1 1 1 2 -1 -3 0 0 1 0 -3 -1 1 -2 0 -2
12054	14970	0x03a7a	21	0 1 0 1 1 -1 -3 0 0 1 0 -1 -1 1 -2 0 -2
12055	15015	0x03aa7	21	1 -1 1 0 0 -1 0 1 -2 -1 0 -1 1 -1 0 0 0
12056	15033	0x03ab9	21	1 0 0 1 3 -1 -4 1 -2 1 2 -3 -1 1 -2 0 -2
12057	15066	0x03ada	21	0 1 0 1 1 -2 -3 1 0 1 0 -3 -1 1 -2 0 -2
12058	15132	0x03b1c	21	0 0 1 1 1 0 -2 0 1 1 0 -1 -1 1 -2 0 -2
12059	15138	0x03b22	21	2 -1 0 0 2 -1 -2 0 -1 1 0 -1 -1 1 -2 0 -2
12060	15152	0x03b30	21	0 0 0 0 1 -1 -2 0 1 1 0 -1 -1 1 -2 0 -2
12061	15154	0x03b32	21	0 1 0 0 1 -1 -2 0 1 1 0 -1 -1 1 -2 0 -2
12062	15155	0x03b33	21	1 -1 0 0 1 1 0 -2 -1 -1 0 1 1 -1 0 0 0
12063	15175	0x03b47	21	1 1 1 2 2 -2 -5 0 -1 1 0 -3 -1 1 -2 0 -2
12064	15198	0x03b5e	21	0 1 1 1 3 -2 -5 0 -1 1 0 -3 -1 3 -2 0 -2
12065	15207	0x03b67	21	1 -1 -1 -2 2 1 1 -2 -1 -1 2 1 1 -1 0 0 0
12066	15239	0x03b87	21	1 1 3 2 4 -6 -10 3 -3 1 -2 -7 -1 5 -4 -2 -4
12067	15314	0x03bd2	21	0 1 0 2 3 -2 -5 1 -1 1 0 -3 -1 1 -2 0 -2
12068	15370	0x03c0a	21	2 -1 0 -1 0 2 2 -2 0 -2 1 1 1 -3 0 0 0
12069	15371	0x03c0b	21	1 -1 0 -1 0 2 2 -2 0 -2 1 1 1 -3 0 0 0
12070	15384	0x03c18	21	2 0 0 1 3 -2 -4 0 -2 0 1 -3 -1 1 -2 0 -2
12071	15386	0x03c1a	21	2 -1 0 1 3 -2 -4 0 -2 0 1 -3 -1 1 -2 0 -2
12072	15393	0x03c21	21	1 0 0 0 2 -1 -2 0 0 2 1 -1 -1 1 -2 0 -2
12073	15408	0x03c30	21	2 -2 0 0 1 1 2 -2 -2 -2 1 1 1 -3 0 0 0
12074	15488	0x03c80	21	0 2 2 2 4 -6 -10 3 -2 2 -1 -7 -1 5 -4 -2 -4
12075	15568	0x03cd0	21	0 0 0 0 1 0 -1 -1 0 0 1 -1 -1 -1 -2 0 0
12076	15572	0x03cd4	21	0 0 1 0 1 0 -1 -1 0 0 1 -1 -1 -1 -2 0 0
12077	15603	0x03cf3	21	1 1 2 2 5 -7 -11 3 -4 2 -1 -7 -1 5 -4 -2 -4
12078	15619	0x03d03	21	1 -1 0 0 2 0 -2 0 -1 0 1 -1 -1 1 -2 0 -2
12079	15633	0x03d11	21	1 0 0 0 3 -2 -4 0 -1 0 1 -3 -1 1 -2 0 -2
12080	15644	0x03d1c	21	2 0 1 1 3 -2 -4 0 -3 0 1 -3 -1 1 -2 0 -2
12081	15648	0x03d20	21	2 -2 0 0 0 1 2 -2 -1 -2 1 1 1 -3 0 0 0
12082	15674	0x03d3a	21	0 1 0 1 3 -1 -4 0 -1 0 1 -3 -1 1 -2 0 -2
12083	15709	0x03d5d	21	1 0 1 1 3 -2 -5 0 -3 0 1 -3 -1 1 -2 0 -2
12084	15717	0x03d65	21	1 0 1 0 2 -1 -3 0 -1 0 1 -3 -1 1 -2 0 -2
12085	15720	0x03d68	21	2 -2 0 -1 0 1 3 -2 -1 -2 1 1 1 -3 0 0 0
12086	15729	0x03d71	21	1 0 0 0 3 -1 -3 0 -1 0 1 -3 -1 1 -2 0 -2
12087	15749	0x03d85	21	1 0 1 0 2 0 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
12088	15753	0x03d89	21	1 0 0 1 2 0 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
12089	15755	0x03d8b	21	1 1 2 3 4 -6 -10 3 -3 2 -1 -7 -1 5 -4 -2 -4
12090	15777	0x03da1	21	1 0 0 0 2 -1 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
12091	15797	0x03db5	21	1 0 1 0 1 -1 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
12092	15798	0x03db6	21	0 1 1 2 3 -5 -8 3 -1 2 -1 -5 -1 5 -2 -2 -4
12093	15807	0x03dbf	21	1 -1 -1 -1 1 1 2 -1 1 0 1 1 -1 -1 0 0 0
12094	15833	0x03dd9	21	1 0 0 1 1 0 -1 -1 -1 0 1 -1 -1 -1 -2 0 0
12095	15841	0x03de1	21	1 2 2 2 4 -7 -11 3 -3 2 -1 -7 -1 5 -4 -2 -4
12096	15872	0x03e00	21	0 0 0 0 2 0 -2 0 0 1 1 -1 -1 1 -2 0 -2
12097	15880	0x03e08	21	0 0 0 1 2 0 -2 0 0 1 1 -1 -1 1 -2 0 -2
12098	15888	0x03e10	21	2 -2 0 0 1 2 2 -2 -2 -3 1 1 1 -3 0 0 0
12099	15890	0x03e12	21	0 1 0 0 -1 -2 -2 2 0 1 -1 -1 -1 1 0 0 0
12100	15893	0x03e15	21	1 0 1 2 3 -2 -4 0 -2 1 1 -3 -1 1 -2 0 -2
12101	15897	0x03e19	21	1 0 0 1 3 -2 -4 0 -2 1 1 -3 -1 1 -2 0 -2
12102	15909	0x03e25	21	1 0 -1 0 2 -1 -2 0 0 1 1 -1 -1 1 -2 0 -2
12103	15916	0x03e2c	21	2 -2 -1 -1 0 3 4 -2 0 -1 1 3 1 -3 0 0 0
12104	15932	0x03e3c	21	2 0 1 1 3 -1 -4 0 -2 1 1 -3 -1 1 -2 0 -2
12105	15941	0x03e45	21	3 -2 1 0 2 0 -1 0 -2 -1 1 -1 -1 -1 -2 0 -2
12106	15948	0x03e4c	21	2 -2 -1 -1 0 2 3 -2 0 -1 1 3 1 -3 0 0 0
12107	15967	0x03e5f	21	1 1 1 1 3 -2 -5 0 -2 1 1 -3 -1 1 -2 0 -2
12108	15971	0x03e63	21	3 -1 2 2 4 -3 -7 2 -4 1 1 -5 -1 1 -4 0 -4
12109	16006	0x03e86	21	2 -1 1 0 2 0 -2 -1 -2 -1 1 -1 1 -1 -2 0 -2
12110	16017	0x03e91	21	1 0 0 0 3 -2 -4 1 -2 1 1 -3 -1 1 -2 0 -2
12111	16032	0x03ea0	21	0 2 2 4 4 -5 -10 3 -2 3 -1 -7 -3 5 -4 0 -4
12112	16036	0x03ea4	21	0 0 1 0 0 -1 -2 1 -2 -1 -1 -1 1 1 0 0 0
12113	16040	0x03ea8	21	0 2 2 3 4 -5 -10 3 -2 3 -1 -7 -3 5 -4 0 -4
12114	16050	0x03eb2	21	0 1 0 0 1 -1 -2 -1 0 1 1 -1 -1 1 -2 0 0
12115	16057	0x03eb9	21	1 0 0 1 3 -3 -4 1 -2 1 1 -3 -1 1 -2 0 -2
12116	16083	0x03ed3	21	1 1 2 2 5 -6 -11 3 -4 1 -1 -7 -1 5 -4 -2 -4
12117	16094	0x03ede	21	0 1 1 1 1 -4 -5 1 0 1 -1 -3 -1 3 -2 -2 -2
12118	16112	0x03ef0	21	2 0 2 2 3 -3 -7 1 -4 1 1 -5 -1 1 -4 0 -2
12119	16118	0x03ef6	21	0 1 1 2 1 -3 -5 1 0 1 -1 -3 -1 3 -2 -2 -2
12120	16135	0x03f07	21	1 -1 1 0 2 0 -2 0 -1 1 1 -1 -1 1 -2 0 -2
12121	16139	0x03f0b	21	1 1 0 1 2 -2 -4 0 -1 1 1 -3 -1 1 -2 0 -2
12122	16148	0x03f14	21	2 -2 -1 -2 -1 2 4 -2 1 -1 1 3 1 -3 0 0 0
12123	16151	0x03f17	21	1 -1 -1 -2 -1 2 4 -2 1 -1 1 3 1 -3 0 0 0
12124	16164	0x03f24	21	0 0 1 2 2 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -2
12125	16170	0x03f2a	21	2 -1 0 -1 2 -1 -2 0 -1 1 1 -1 -1 1 -2 0 -2
12126	16173	0x03f2d	21	1 0 1 1 2 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -2
12127	16175	0x03f2f	21	1 1 1 1 2 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -2
12128	16177	0x03f31	21	1 0 0 2 3 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -2
12129	16181	0x03f35	21	1 0 1 2 3 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -2
12130	16183	0x03f37	21	1 -1 1 0 1 -1 -2 0 -1 1 1 -1 -1 1 -2 0 -2
12131	16200	0x03f48	21	2 -2 0 -1 0 2 3 -2 -1 -3 1 1 1 -3 0 0 0
12132	16201	0x03f49	21	1 0 0 1 2 -2 -3 0 -1 1 1 -3 -1 1 -2 0 -2
12133	16219	0x03f5b	21	1 1 0 1 3 -2 -5 0 -1 1 1 -3 -1 1 -2 0 -2
12134	16229	0x03f65	21	1 0 1 2 2 -1 -3 0 -1 1 1 -3 -1 1 -2 0 -2
12135	16248	0x03f78	21	0 0 2 1 -1 -1 -1 2 -1 1 -1 -1 -1 1 0 0 0
12136	16259	0x03f83	21	1 1 2 2 4 -6 -10 3 -3 1 -1 -7 -1 5 -4 -2 -4
12137	16263	0x03f87	21	1 -1 -1 0 0 2 2 -1 1 -1 1 1 -1 -1 0 0 0
12138	16277	0x03f95	21	3 -2 1 0 3 0 -2 -1 -3 -1 1 -1 1 -1 -2 0 -2
12139	16310	0x03fb6	21	0 1 1 0 1 -3 -4 1 1 1 -1 -3 -1 3 -2 -2 -2
12140	16332	0x03fcc	21	0 0 1 1 0 0 -1 1 -1 -1 -1 -1 1 -1 0 0 0
12141	16333	0x03fcd	21	1 0 1 1 2 -4 -5 1 -1 1 -1 -3 -1 3 -2 -2 -2
12142	16345	0x03fd9	21	1 0 0 1 1 -2 -3 1 -1 1 1 -3 -1 1 -2 0 -2
12143	16356	0x03fe4	21	0 2 3 4 4 -5 -11 3 -3 3 -1 -7 -3 5 -4 0 -4
12144	16373	0x03ff5	21	1 0 1 0 1 1 -1 -1 -1 -1 1 -1 -1 -1 -2 0 0
12145	16461	0x0404d	21	1 0 1 1 2 -2 -3 0 -2 0 0 -2 0 0 -1 0 -2
12146	16466	0x04052	21	0 1 0 0 1 0 -1 -2 0 0 0 0 0 0 -1 0 0
12147	16470	0x04056	21	2 -1 1 0 1 0 -1 0 -2 0 0 0 0 0 -1 0 -2
12148	16479	0x0405f	21	1 -1 1 1 1 0 -1 0 0 0 0 -2 0 0 -1 0 -2
12149	16538	0x0409a	21	0 1 0 1 1 -2 -4 1 0 2 0 -2 -2 2 -3 0 -2
12150	16551	0x040a7	21	1 1 1 2 2 -3 -6 1 -2 2 0 -4 -2 2 -3 0 -2
12151	16555	0x040ab	21	1 1 2 3 2 -3 -6 1 -2 2 0 -4 -2 2 -3 0 -2
12152	16612	0x040e4	21	2 -2 -1 -2 0 1 3 -1 0 0 2 2 0 -2 -1 0 0
12153	16627	0x040f3	21	1 1 2 2 3 -3 -7 1 -2 2 0 -4 -2 2 -3 0 -2
12154	16633	0x040f9	21	1 0 0 -1 1 -3 -3 1 0 0 0 -2 0 2 -1 -2 -2
12155	16634	0x040fa	21	0 1 2 3 3 -3 -7 1 -2 2 0 -4 -2 2 -3 0 -2
12156	16645	0x04105	21	1 0 1 2 2 0 -2 0 -1 0 0 -2 0 0 -1 0 -2
12157	16677	0x04125	21	1 0 1 0 2 -1 -2 0 -1 0 0 -2 0 0 -1 0 -2
12158	16713	0x04149	21	1 0 0 1 2 -2 -3 0 -1 0 0 -2 0 2 -1 -2 -2
12159	16714	0x0414a	21	2 -1 0 -1 2 2 1 -2 -1 -2 2 0 0 -2 -1 0 0
12160	16719	0x0414f	21	1 -1 -1 -1 0 2 3 -2 1 0 2 2 0 -2 -1 0 0
12161	16725	0x04155	21	1 0 1 0 1 -2 -3 2 -3 0 0 -2 0 0 -1 0 0
12162	16741	0x04165	21	1 0 1 0 2 -1 -3 0 -1 0 0 -2 0 0 -3 0 -2
12163	16786	0x04192	21	0 1 2 2 3 -2 -6 1 -1 2 0 -4 -2 2 -3 0 -2
12164	16795	0x0419b	21	1 -1 0 1 1 2 0 -1 -1 0 2 0 -2 -2 -1 2 0
12165	16799	0x0419f	21	1 1 1 1 1 -2 -4 1 -1 2 0 -2 -2 2 -3 0 -2
12166	16813	0x041ad	21	1 -2 -1 -3 -2 3 6 -1 1 -2 0 4 2 -2 3 0 2
12167	16823	0x041b7	21	1 1 1 2 3 -3 -6 1 -1 2 0 -4 -2 2 -3 0 -2
12168	16847	0x041cf	21	1 1 1 1 2 -2 -5 1 -1 2 0 -2 -2 2 -3 0 -2
12169	16854	0x041d6	21	0 1 1 2 3 -2 -5 1 -1 2 0 -4 -2 2 -3 0 -2
12170	16876	0x041ec	21	0 2 1 3 2 -3 -7 1 -1 2 0 -4 -2 2 -3 0 -2
12171	16911	0x0420f	21	1 -1 -1 -1 0 2 2 -2 0 -1 2 2 0 -2 -1 0 0
12172	16918	0x04216	21	2 -1 -1 -2 1 2 2 -2 0 -1 2 2 0 -2 -1 0 0
12173	16923	0x0421b	21	1 -1 0 -1 1 2 2 -2 0 -1 2 0 0 -2 -1 0 0
12174	16945	0x04231	21	1 0 0 0 1 1 0 -2 0 -1 2 0 0 -2 -1 0 0
12175	16952	0x04238	21	0 0 0 1 1 -1 -2 0 0 1 0 -2 0 2 -1 0 -2
12176	16977	0x04251	21	1 0 0 0 1 2 1 -2 0 -1 2 0 0 -2 -1 0 0
12177	17014	0x04276	21	0 1 1 2 3 -3 -7 0 -2 1 0 -4 0 2 -3 0 -2
12178	17035	0x0428b	21	1 1 2 3 2 -2 -6 1 -2 1 0 -4 -2 2 -3 0 -2
12179	17052	0x0429c	21	0 0 1 1 -1 0 0 1 0 -1 -2 0 0 0 1 0 0
12180	17054	0x0429e	21	0 1 1 3 3 -2 -6 1 -2 1 0 -4 -2 2 -3 0 -2
12181	17068	0x042ac	21	2 -2 1 -1 2 1 0 -1 -2 -1 2 0 0 -2 -1 0 0
12182	17084	0x042bc	21	2 0 1 1 3 -3 -6 1 -2 1 0 -4 -2 2 -3 0 -2
12183	17094	0x042c6	21	0 1 1 2 2 -2 -5 1 0 1 0 -4 -2 2 -3 0 -2
12184	17102	0x042ce	21	0 1 1 1 2 -2 -5 1 0 1 0 -4 -2 2 -3 0 -2
12185	17139	0x042f3	21	1 1 2 2 3 -3 -7 1 -2 1 0 -4 -2 2 -3 0 -2
12186	17140	0x042f4	21	0 2 1 2 3 -3 -7 1 -2 1 0 -4 -2 2 -3 0 -2
12187	17149	0x042fd	21	1 0 1 1 3 -3 -5 1 -2 1 0 -4 -2 2 -3 0 -2
12188	17161	0x04309	21	1 0 2 1 2 -4 -6 2 -1 1 -2 -4 0 4 -3 -2 -4
12189	17181	0x0431d	21	1 0 1 1 3 -4 -6 2 -1 1 -2 -4 0 4 -3 -2 -4
12190	17191	0x04327	21	1 -1 -1 0 2 1 0 -2 -1 -1 2 0 0 -2 -1 0 0
12191	17199	0x0432f	21	1 -1 -1 -1 0 3 4 -2 1 -1 2 2 0 -2 1 0 0
12192	17222	0x04346	21	2 -1 1 0 2 0 -1 0 -1 -1 0 -2 0 0 -1 0 -2
12193	17225	0x04349	21	1 0 0 1 2 -2 -3 0 -1 1 0 -2 0 2 -1 0 -2
12194	17226	0x0434a	21	2 -1 0 -1 2 2 1 -2 -1 -1 2 0 0 -2 -1 0 0
12195	17254	0x04366	21	0 1 1 2 4 -3 -7 0 -3 1 0 -4 0 2 -3 0 -2
12196	17262	0x0436e	21	2 -1 -1 -1 2 1 1 -2 -1 -1 2 0 0 -2 -1 0 0
12197	17286	0x04386	21	0 1 1 2 2 -2 -6 1 -1 1 0 -4 -2 2 -3 0 -2
12198	17304	0x04398	21	0 2 2 3 3 -6 -10 3 -1 3 -2 -6 -2 6 -3 -2 -4
12199	17312	0x043a0	21	2 0 2 2 2 -3 -6 1 -3 1 0 -4 -2 2 -3 0 -2
12200	17320	0x043a8	21	2 -2 0 -1 0 1 2 -1 -1 -1 2 0 0 -2 -1 0 0
12201	17343	0x043bf	21	1 1 1 1 3 -3 -6 1 -1 1 0 -4 -2 2 -3 0 -2
12202	17351	0x043c7	21	1 1 1 2 2 -2 -5 1 -1 1 0 -4 -2 2 -3 0 -2
12203	17366	0x043d6	21	0 1 1 2 3 -2 -5 1 -1 1 0 -4 -2 2 -3 0 -2
12204	17375	0x043df	21	1 1 1 1 3 -2 -5 1 -1 1 0 -4 -2 2 -3 0 -2
12205	17378	0x043e2	21	0 1 2 2 2 -1 -5 1 -1 1 0 -4 -2 2 -3 0 -2
12206	17397	0x043f5	21	1 -2 -1 -2 -3 3 7 -1 1 -3 0 4 2 -4 3 0 2
12207	17415	0x04407	21	1 -1 1 2 2 0 -2 0 -2 0 1 -2 0 0 -1 0 -2
12208	17423	0x0440f	21	1 -1 -1 -1 2 0 0 0 0 0 1 0 0 0 -1 0 -2
12209	17424	0x04410	21	0 0 0 0 1 0 0 -2 0 0 1 0 0 0 -1 0 0
12210	17429	0x04415	21	3 -2 1 0 3 -2 -4 0 -4 0 1 -2 0 0 -3 0 -2
12211	17431	0x04417	21	3 -1 1 0 3 -2 -4 0 -4 0 1 -2 0 0 -3 0 -2
12212	17432	0x04418	21	0 0 0 1 -1 0 0 2 0 0 -1 0 0 0 1 0 0
12213	17438	0x0441e	21	2 -1 1 1 3 -2 -4 0 -4 0 1 -2 0 0 -3 0 -2
12214	17449	0x04429	21	1 0 0 1 2 -1 -2 0 -2 0 1 -2 0 0 -1 0 -2
12215	17462	0x04436	21	2 -1 1 0 3 -1 -4 0 -2 0 1 -2 0 0 -3 0 -2
12216	17520	0x04470	21	0 0 0 0 1 1 -1 -2 0 0 1 0 0 0 -1 0 0
12217	17527	0x04477	21	1 -1 1 0 3 -1 -3 0 -2 0 1 -2 0 0 -3 0 -2
12218	17554	0x04492	21	0 1 2 2 3 -2 -6 1 -2 2 1 -4 -2 2 -3 0 -2
12219	17561	0x04499	21	1 0 2 3 3 -4 -8 3 -2 2 -1 -6 -2 4 -3 0 -4
12220	17566	0x0449e	21	0 1 1 3 3 -2 -6 1 -2 2 1 -4 -2 2 -3 0 -2
12221	17569	0x044a1	21	1 0 2 2 2 -3 -6 1 -2 2 1 -4 -2 2 -3 0 -2
12222	17571	0x044a3	21	1 -1 0 0 2 1 0 -1 0 0 1 0 0 0 -1 0 -2
12223	17573	0x044a5	21	1 0 1 2 2 -3 -6 1 -2 2 1 -4 -2 2 -3 0 -2
12224	17576	0x044a8	21	2 0 0 1 2 -3 -4 1 -2 0 -1 -2 0 2 -1 -2 -2
12225	17587	0x044b3	21	1 -1 0 0 1 1 0 -1 0 0 1 0 0 0 -1 0 -2
12226	17608	0x044c8	21	0 2 2 3 4 -4 -9 3 -2 2 -1 -6 -2 4 -3 0 -4
12227	17609	0x044c9	21	1 0 0 -1 2 -2 -3 1 0 0 -1 -2 0 2 -1 -2 -2
12228	17610	0x044ca	21	0 1 2 3 4 -4 -9 3 -2 2 -1 -6 -2 4 -3 0 -4
12229	17613	0x044cd	21	1 0 1 1 2 -2 -5 1 -2 2 1 -2 -2 2 -3 0 -2
12230	17654	0x044f6	21	2 -1 1 0 3 -1 -3 -1 -2 0 1 -2 0 0 -3 0 -2
12231	17658	0x044fa	21	0 1 2 3 3 -5 -9 3 -2 2 -1 -6 -2 4 -3 0 -4
12232	17661	0x044fd	21	1 0 1 1 3 -3 -5 1 -2 2 1 -4 -2 2 -3 0 -2
12233	17689	0x04519	21	1 0 0 1 3 0 -2 0 -1 0 1 -2 0 0 -1 0 -2
12234	17699	0x04523	21	1 -1 0 0 2 1 0 -2 -1 -2 1 0 0 -2 -1 0 0
12235	17700	0x04524	21	0 0 1 2 2 -1 -4 0 -1 0 -1 -2 0 2 -1 0 -2
12236	17704	0x04528	21	2 0 2 1 4 -5 -8 2 -3 0 -1 -6 0 4 -3 -2 -4
12237	17706	0x0452a	21	2 -1 0 -1 2 1 0 -2 -1 -2 1 0 0 -2 -1 0 0
12238	17730	0x04542	21	0 1 0 0 2 -2 -3 0 1 0 -1 -2 0 2 -1 -2 -2
12239	17736	0x04548	21	2 -2 0 -1 2 0 -1 0 -1 0 1 0 0 0 -1 0 -2
12240	17741	0x0454d	21	1 0 1 1 4 -2 -5 0 -3 0 1 -4 0 0 -3 0 -2
12241	17742	0x0454e	21	2 -1 1 1 4 -2 -5 0 -3 0 1 -4 0 0 -3 0 -2
12242	17751	0x04557	21	1 -1 1 0 -1 0 1 2 -1 0 -1 0 0 0 1 0 0
12243	17774	0x0456e	21	2 -1 1 1 2 -1 -3 0 -3 0 1 -2 0 0 -3 0 -2
12244	17798	0x04586	21	0 1 1 2 2 -2 -6 1 -1 2 1 -4 -2 2 -3 0 -2
12245	17812	0x04594	21	0 2 1 2 3 -2 -6 1 -1 2 1 -4 -2 2 -3 0 -2
12246	17821	0x0459d	21	1 0 1 1 1 -2 -4 1 -1 2 1 -2 -2 2 -3 0 -2
12247	17842	0x045b2	21	0 1 0 2 3 -3 -6 1 -1 2 1 -4 -2 2 -3 0 -2
12248	17846	0x045b6	21	0 1 1 2 3 -3 -6 1 -1 2 1 -4 -2 2 -3 0 -2
12249	17849	0x045b9	21	1 0 2 3 3 -5 -8 3 -3 2 -1 -6 -2 4 -3 0 -4
12250	17851	0x045bb	21	1 1 0 1 3 -3 -6 1 -1 2 1 -4 -2 2 -3 0 -2
12251	17858	0x045c2	21	2 -1 0 0 2 0 -1 -1 -1 0 1 0 0 0 -1 0 -2
12252	17859	0x045c3	21	1 -1 0 0 2 0 -1 -1 -1 0 1 0 0 0 -1 0 -2
12253	17868	0x045cc	21	0 0 1 1 0 0 -1 1 -1 0 -1 0 0 0 1 0 0
12254	17882	0x045da	21	0 1 2 3 3 -2 -7 1 -3 2 1 -4 -2 2 -3 2 -2
12255	17886	0x045de	21	0 1 1 1 3 -2 -5 1 -1 2 1 -4 -2 2 -3 0 -2
12256	17887	0x045df	21	1 1 1 1 3 -2 -5 1 -1 2 1 -4 -2 2 -3 0 -2
12257	17891	0x045e3	21	1 -1 0 -2 0 -1 1 1 -1 -2 -1 0 2 0 1 -2 0
12258	17903	0x045ef	21	1 1 1 1 2 -3 -5 1 -1 2 1 -4 -2 2 -3 0 -2
12259	17907	0x045f3	21	1 1 2 2 3 -3 -7 1 -3 2 1 -4 -2 2 -3 0 -2
12260	17911	0x045f7	21	1 1 1 2 3 -3 -7 1 -3 2 1 -4 -2 2 -3 0 -2
12261	17956	0x04624	21	2 -2 1 0 2 -1 -2 0 -2 -1 1 -2 0 0 -1 0 -2
12262	17971	0x04633	21	1 -1 0 0 1 1 0 -2 0 -1 1 0 0 -2 -1 0 0
12263	17976	0x04638	21	0 0 0 1 1 1 0 -2 0 -1 1 0 0 -2 -1 0 0
12264	17988	0x04644	21	2 0 1 0 4 -4 -7 2 -2 1 -1 -4 0 4 -3 -2 -4
12265	17997	0x0464d	21	1 0 1 1 4 -4 -7 2 -2 1 -1 -4 0 4 -3 -2 -4
12266	18029	0x0466d	21	1 0 1 1 2 -1 -3 0 -2 1 1 -2 0 0 -3 0 -2
12267	18036	0x04674	21	2 0 1 0 3 -5 -7 2 -2 1 -1 -4 0 4 -3 -2 -4
12268	18075	0x0469b	21	1 1 2 1 3 -2 -6 1 -2 1 1 -4 -2 2 -3 0 -2
12269	18077	0x0469d	21	1 0 1 1 3 -2 -6 1 -2 1 1 -4 -2 2 -3 0 -2
12270	18094	0x046ae	21	2 -1 -1 -1 2 1 0 -1 -2 -1 3 0 0 -2 -1 0 0
12271	18101	0x046b5	21	1 0 1 2 3 -3 -6 1 -2 1 1 -4 -2 2 -3 0 -2
12272	18116	0x046c4	21	2 -2 -1 -2 0 2 3 -1 0 -1 1 2 0 -2 -1 0 0
12273	18133	0x046d5	21	1 0 1 2 3 -2 -5 1 -2 1 1 -4 -2 2 -3 0 -2
12274	18158	0x046ee	21	2 -1 1 1 2 -1 -3 1 -2 1 1 -2 -2 0 -3 0 -2
12275	18192	0x04710	21	2 -2 0 0 1 0 0 0 -1 1 1 0 0 0 -1 0 -2
12276	18209	0x04721	21	1 0 0 0 2 1 0 -2 -1 -1 1 0 0 -2 -1 0 0
12277	18220	0x0472c	21	2 0 1 1 4 -5 -8 2 -3 1 -1 -4 0 4 -3 -2 -4
12278	18242	0x04742	21	2 -1 0 0 2 0 -1 0 -1 -1 1 -2 0 0 -1 0 -2
12279	18247	0x04747	21	1 -1 -1 -2 0 2 3 -2 1 -1 1 2 0 -2 -1 0 0
12280	18276	0x04764	21	2 0 1 0 4 -5 -7 2 -3 1 -1 -4 0 4 -3 -2 -4
12281	18280	0x04768	21	2 -2 0 -1 0 3 3 -2 -1 -1 3 2 0 -4 -1 2 0
12282	18303	0x0477f	21	1 -1 1 1 3 -1 -3 0 -3 -1 1 -2 0 0 -1 0 -2
12283	18310	0x04786	21	0 1 1 2 2 -2 -6 1 -1 1 1 -4 -2 2 -3 0 -2
12284	18325	0x04795	21	1 0 1 2 3 -2 -6 1 -3 1 1 -4 -2 2 -3 0 -2
12285	18328	0x04798	21	2 0 2 1 3 -2 -6 1 -3 1 1 -4 -2 2 -3 0 -2
12286	18348	0x047ac	21	2 0 1 1 4 -3 -6 1 -3 1 1 -4 -2 2 -3 0 -2
12287	18374	0x047c6	21	0 1 1 2 2 -2 -5 1 -1 1 1 -4 -2 2 -3 0 -2
12288	18390	0x047d6	21	0 1 1 2 3 -4 -7 3 -1 3 -1 -4 -2 4 -3 0 -4
12289	18400	0x047e0	21	0 0 2 2 2 -3 -5 3 -3 1 -1 -4 0 2 -1 0 -2
12290	18433	0x04801	21	1 0 0 0 2 0 -2 0 0 0 0 -1 0 0 -1 0 -2
12291	18534	0x04866	21	2 -1 1 0 2 -1 -3 0 -2 0 0 -1 0 0 -3 0 -2
12292	18542	0x0486e	21	2 -1 1 1 4 -1 -5 0 -4 0 2 -3 0 0 -3 0 -2
12293	18555	0x0487b	21	1 1 2 3 5 -5 -11 2 -4 2 0 -7 -2 4 -5 0 -4
12294	18563	0x04883	21	1 1 2 2 2 -2 -6 1 -2 2 0 -3 -2 2 -3 0 -2
12295	18570	0x0488a	21	0 1 0 1 2 -2 -4 1 0 2 0 -3 -2 2 -3 0 -2
12296	18580	0x04894	21	0 0 1 2 1 -2 -4 1 0 2 0 -3 -2 2 -3 0 -2
12297	18606	0x048ae	21	0 1 1 3 2 -3 -6 1 -2 2 0 -3 -2 2 -3 0 -2
