attribution,batch_cpu_lower,batch_cpu_upper,batch_elapsed_lower,batch_elapsed_upper,call,deep_event,directions,id,point_search_cpu_sum,point_search_elapsed_sum,rank_after_call_attribution,rank_from_earlier_calls,timing_scope
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-b714775fd31006aa508c,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-b714775fd31006aa508c,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-b7e3c71b8fb5b67ea8a1,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,12,False,2,high-rank-foundry-v1-v3:f-b7e3c71b8fb5b67ea8a1,,,20,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,27,False,1,high-rank-foundry-v1-v3:f-b7e3c71b8fb5b67ea8a1,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,60,False,1,high-rank-foundry-v1-v3:f-b7e3c71b8fb5b67ea8a1,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,35,False,1,high-rank-foundry-v1-v3:f-b88a627e8abf5e411bd0,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,51,False,1,high-rank-foundry-v1-v3:f-b88a627e8abf5e411bd0,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,110,False,1,high-rank-foundry-v1-v3:f-b88a627e8abf5e411bd0,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-b891743c605a9aa4bc08,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,high-rank-foundry-v1-v3:f-b891743c605a9aa4bc08,,,20,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,332,False,1,high-rank-foundry-v1-v3:f-b891743c605a9aa4bc08,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,37,False,1,high-rank-foundry-v1-v3:f-b967d5727c99a21d9c2e,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,48,False,1,high-rank-foundry-v1-v3:f-b967d5727c99a21d9c2e,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,4,high-rank-foundry-v1-v3:f-b97811adb8a469bdd848,,,21,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-b97811adb8a469bdd848,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,high-rank-foundry-v1-v3:f-b97811adb8a469bdd848,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-b9cab768c6280846e3b1,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-b9cab768c6280846e3b1,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-bad50e2eafae6d1de161,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,high-rank-foundry-v1-v3:f-bad50e2eafae6d1de161,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,31,False,1,high-rank-foundry-v1-v3:f-bad50e2eafae6d1de161,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,212,False,1,high-rank-foundry-v1-v3:f-bad50e2eafae6d1de161,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,453,False,1,high-rank-foundry-v1-v3:f-bad50e2eafae6d1de161,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-badf8d5bdd6fdf079f91,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-badf8d5bdd6fdf079f91,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-badf8d5bdd6fdf079f91,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,30,False,1,high-rank-foundry-v1-v3:f-badf8d5bdd6fdf079f91,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-bb20a89d135c2c53fb95,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,high-rank-foundry-v1-v3:f-bb714b19b710f5391b5d,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,15,False,1,high-rank-foundry-v1-v3:f-bd10b05e4a23175ea610,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,24,False,1,high-rank-foundry-v1-v3:f-bd10b05e4a23175ea610,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,37,False,1,high-rank-foundry-v1-v3:f-bd10b05e4a23175ea610,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,152,False,1,high-rank-foundry-v1-v3:f-bd10b05e4a23175ea610,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,high-rank-foundry-v1-v3:f-bd42b1a1eaf86fc9d333,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-be59b99f962c39e43151,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,95,False,1,high-rank-foundry-v1-v3:f-bed6774512a1f9002145,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-bf1e50ab1df7603805e8,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,high-rank-foundry-v1-v3:f-bf1e50ab1df7603805e8,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,high-rank-foundry-v1-v3:f-bf1e50ab1df7603805e8,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,31,False,1,high-rank-foundry-v1-v3:f-bf1e50ab1df7603805e8,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-bf5a92d596a8dad3c82c,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,5,high-rank-foundry-v1-v3:f-bfcda211b18dd4164b0c,,,22,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-bff5682762fcacb18afc,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c07c5404fefb7e62402d,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,high-rank-foundry-v1-v3:f-c07c5404fefb7e62402d,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,17,False,1,high-rank-foundry-v1-v3:f-c07c5404fefb7e62402d,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,72,False,1,high-rank-foundry-v1-v3:f-c07c5404fefb7e62402d,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,146,False,1,high-rank-foundry-v1-v3:f-c07c5404fefb7e62402d,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,11,False,1,high-rank-foundry-v1-v3:f-c0dc7018ba9298e4dceb,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c1795270e1a91346cc98,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,48,False,1,high-rank-foundry-v1-v3:f-c1795270e1a91346cc98,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,177,False,1,high-rank-foundry-v1-v3:f-c1795270e1a91346cc98,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,2,high-rank-foundry-v1-v3:f-c1e52e21373354bce962,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,20,False,1,high-rank-foundry-v1-v3:f-c1e52e21373354bce962,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,28,False,1,high-rank-foundry-v1-v3:f-c1e52e21373354bce962,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,41,False,1,high-rank-foundry-v1-v3:f-c1e52e21373354bce962,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,13,False,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,20,False,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,33,False,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,94,True,1,high-rank-foundry-v1-v3:f-c2636b6b393cd411b078,,,24,23,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,6,high-rank-foundry-v1-v3:f-c27a439ec7fb086a736a,,,23,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,high-rank-foundry-v1-v3:f-c31d9e7f56e0134b696f,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-c31d9e7f56e0134b696f,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-c31d9e7f56e0134b696f,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,high-rank-foundry-v1-v3:f-c31d9e7f56e0134b696f,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,11,False,1,high-rank-foundry-v1-v3:f-c31d9e7f56e0134b696f,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,high-rank-foundry-v1-v3:f-c32b975d7465641b1a01,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,15,False,2,high-rank-foundry-v1-v3:f-c32b975d7465641b1a01,,,20,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,26,False,3,high-rank-foundry-v1-v3:f-c32b975d7465641b1a01,,,23,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,17,False,2,high-rank-foundry-v1-v3:f-c39bc605759e5c836971,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c3b9672fe5b9dfbd57cd,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,high-rank-foundry-v1-v3:f-c3b9672fe5b9dfbd57cd,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c3bfc9a090673daf7619,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-c3fc9da82c5b10c5a06a,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,high-rank-foundry-v1-v3:f-c3fc9da82c5b10c5a06a,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-c5e67d295845a8fd37ac,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,high-rank-foundry-v1-v3:f-c5e67d295845a8fd37ac,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-c5f230637164b5a2cde7,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,2,high-rank-foundry-v1-v3:f-c5f6f09ca308a200832c,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,high-rank-foundry-v1-v3:f-c5f6f09ca308a200832c,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c660d92ceaa540d36df4,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-c660d92ceaa540d36df4,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,12,False,1,high-rank-foundry-v1-v3:f-c660d92ceaa540d36df4,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,39,False,1,high-rank-foundry-v1-v3:f-c660d92ceaa540d36df4,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-c6715fa8b0df98209120,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,86,False,1,high-rank-foundry-v1-v3:f-c6715fa8b0df98209120,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c694fcdb00cbd0cc537d,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-c694fcdb00cbd0cc537d,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-c694fcdb00cbd0cc537d,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,14,False,1,high-rank-foundry-v1-v3:f-c694fcdb00cbd0cc537d,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c92dfe5e48b219ee7e7e,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,30,False,1,high-rank-foundry-v1-v3:f-c92dfe5e48b219ee7e7e,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-c9312bf6c720c5e19fcd,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,high-rank-foundry-v1-v3:f-c9312bf6c720c5e19fcd,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,25,False,1,high-rank-foundry-v1-v3:f-c9312bf6c720c5e19fcd,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,28,False,1,high-rank-foundry-v1-v3:f-c9312bf6c720c5e19fcd,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,35,False,1,high-rank-foundry-v1-v3:f-c9312bf6c720c5e19fcd,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,17,False,1,high-rank-foundry-v1-v3:f-c96fcba0886a987b6212,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-c9a15f1fcb11a847bc61,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,high-rank-foundry-v1-v3:f-c9a15f1fcb11a847bc61,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,17,False,1,high-rank-foundry-v1-v3:f-c9a15f1fcb11a847bc61,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-c9aedda0007f674e3869,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,4,high-rank-foundry-v1-v3:f-cb01ea633232df3ccc12,,,21,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,1,high-rank-foundry-v1-v3:f-cb01ea633232df3ccc12,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-cb01ea633232df3ccc12,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,high-rank-foundry-v1-v3:f-cb0237eedf71446249c1,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,3,high-rank-foundry-v1-v3:f-cb0fcf5bb8a5f86595a1,,,20,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,32,False,1,high-rank-foundry-v1-v3:f-cb70d62bbd510d39e195,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-cb7dba66f35ae370aa30,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,2,False,2,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,20,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,10,False,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,11,False,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,12,True,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,24,23,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,13,True,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,25,24,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,24,True,1,high-rank-foundry-v1-v3:f-cba789931b68e747133c,,,26,25,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,29,False,1,high-rank-foundry-v1-v3:f-cbcda9aa91d1bf97c09b,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-cc4419389462bbf0b7b9,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,24,False,1,high-rank-foundry-v1-v3:f-cc4419389462bbf0b7b9,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,73,False,1,high-rank-foundry-v1-v3:f-cc4419389462bbf0b7b9,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,78,False,1,high-rank-foundry-v1-v3:f-cc4419389462bbf0b7b9,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,153,False,1,high-rank-foundry-v1-v3:f-cc4419389462bbf0b7b9,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-cc57cd58f9c96a7ab246,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,12,False,1,high-rank-foundry-v1-v3:f-cc57cd58f9c96a7ab246,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,39,False,1,high-rank-foundry-v1-v3:f-cc57cd58f9c96a7ab246,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,44,False,1,high-rank-foundry-v1-v3:f-cc57cd58f9c96a7ab246,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,150,False,1,high-rank-foundry-v1-v3:f-cc57cd58f9c96a7ab246,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,19,False,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,28,False,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,29,False,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,42,False,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,53,False,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,54,False,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,69,True,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,24,23,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,74,True,1,high-rank-foundry-v1-v3:f-cc9077db28b30b3bb35e,,,25,24,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,91,False,1,high-rank-foundry-v1-v3:f-ce0d2d2ce6a54110d869,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-ce122ea63b2d3d938f0c,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,18,False,1,high-rank-foundry-v1-v3:f-ce122ea63b2d3d938f0c,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-cf2ddf662a878c3b7480,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,4,False,1,high-rank-foundry-v1-v3:f-cf2ddf662a878c3b7480,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-cf2ddf662a878c3b7480,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,54,False,1,high-rank-foundry-v1-v3:f-cf2ddf662a878c3b7480,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,218,False,1,high-rank-foundry-v1-v3:f-cf2ddf662a878c3b7480,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,high-rank-foundry-v1-v3:f-cf30839564249c6405d8,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,28,False,1,high-rank-foundry-v1-v3:f-cf30839564249c6405d8,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,61,False,1,high-rank-foundry-v1-v3:f-cf30839564249c6405d8,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,74,False,1,high-rank-foundry-v1-v3:f-cf30839564249c6405d8,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,27,False,2,high-rank-foundry-v1-v3:f-d006265706d836988407,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,68,False,1,high-rank-foundry-v1-v3:f-d006265706d836988407,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,195,False,1,high-rank-foundry-v1-v3:f-d006265706d836988407,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,1,high-rank-foundry-v1-v3:f-d0124e50b364f38af72b,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,high-rank-foundry-v1-v3:f-d0124e50b364f38af72b,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,83,False,1,high-rank-foundry-v1-v3:f-d0124e50b364f38af72b,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,98,False,1,high-rank-foundry-v1-v3:f-d0124e50b364f38af72b,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,4,high-rank-foundry-v1-v3:f-d0861389a789d272a7ef,,,21,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,33,False,1,high-rank-foundry-v1-v3:f-d08e112c1eb66590b2ea,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,16,False,1,high-rank-foundry-v1-v3:f-d134ba518b32e75f8eed,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,60,False,1,high-rank-foundry-v1-v3:f-d134ba518b32e75f8eed,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,1,False,2,high-rank-foundry-v1-v3:f-d1f968dc9d845a0c5c09,,,19,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,high-rank-foundry-v1-v3:f-d1feec33d16b4180ee72,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,18,False,1,high-rank-foundry-v1-v3:f-d1feec33d16b4180ee72,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,21,False,1,high-rank-foundry-v1-v3:f-d1feec33d16b4180ee72,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,40,False,1,high-rank-foundry-v1-v3:f-d1feec33d16b4180ee72,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-d2888a4652c038d61bd4,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,8,False,1,high-rank-foundry-v1-v3:f-d2888a4652c038d61bd4,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-d2888a4652c038d61bd4,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,40,False,1,high-rank-foundry-v1-v3:f-d2888a4652c038d61bd4,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,high-rank-foundry-v1-v3:f-d2a3ed72de7dbc894f9a,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,6,False,1,high-rank-foundry-v1-v3:f-d2a3ed72de7dbc894f9a,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,7,False,1,high-rank-foundry-v1-v3:f-d2a3ed72de7dbc894f9a,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,14,False,1,high-rank-foundry-v1-v3:f-d2a3ed72de7dbc894f9a,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,9,False,1,high-rank-foundry-v1-v3:f-d2cb305d647cdd1df97e,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,5,False,1,high-rank-foundry-v1-v3:f-d3a9c76801ed5f513bd8,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,90,False,1,high-rank-foundry-v1-v3:f-d3a9c76801ed5f513bd8,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,109,False,1,high-rank-foundry-v1-v3:f-d3a9c76801ed5f513bd8,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,128,False,1,high-rank-foundry-v1-v3:f-d3a9c76801ed5f513bd8,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,303,False,1,high-rank-foundry-v1-v3:f-d3a9c76801ed5f513bd8,,,22,21,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,340,False,1,high-rank-foundry-v1-v3:f-d3a9c76801ed5f513bd8,,,23,22,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-d3bf676be00b68bad06f,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,20,False,1,high-rank-foundry-v1-v3:f-d3bf676be00b68bad06f,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,45,False,1,high-rank-foundry-v1-v3:f-d3bf676be00b68bad06f,,,20,19,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,58,False,1,high-rank-foundry-v1-v3:f-d3bf676be00b68bad06f,,,21,20,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,77,False,1,high-rank-foundry-v1-v3:f-d4aca03531a8060a3b6d,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,21,False,1,high-rank-foundry-v1-v3:f-d4ba1027aba213c01ccd,,,18,17,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,101,False,1,high-rank-foundry-v1-v3:f-d4ba1027aba213c01ccd,,,19,18,
ORIGINATING_CALL; may be certified by later reconciliation,,,,,3,False,1,high-rank-foundry-v1-v3:f-d50c5519867fd0b30047,,,18,17,
