priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
66	66459	0x1039b	2	3	1	3	19	0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 -1	-4 4 4 -3 -2 -4 1 -2 -5 -7 -5 5 0 -5 2 -7 -5	6 -23 -3 -13 -7 5 11 -9 -8 -1 4 -2 3 6 10 1 0	1 1 -2 -1 -1 0 0 -1 1 -1 0 0 0 0 0 0 -1
67	80853	0x13bd5	2	3	1	3	20	0 0 0 -1 0 0 0 0 0 1 0 0 0 0 -1 0 0	-4 3 5 -4 -5 -4 2 -2 -7 -8 -5 6 1 -7 3 -5 -6	10 -34 -1 -25 -13 8 8 -11 -3 5 10 3 2 5 19 10 0	-1 2 -1 -2 -1 2 -1 -1 3 1 2 -1 -1 1 0 0 -1
68	67192	0x10678	2	3	1	3	19	0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 -1 0	-4 3 5 -4 -5 -3 3 -2 -7 -8 -5 7 1 -8 3 -6 -6	14 -40 -4 -25 -12 11 18 -15 -11 0 12 -2 3 11 20 3 0	-2 0 0 -1 -1 1 -1 0 2 1 1 0 0 0 0 0 -1
69	96895	0x17a7f	2	3	1	3	22	0 0 0 -1 0 0 0 0 1 0 -1 0 0 0 0 0 0	-3 2 5 -2 -4 -1 1 -2 -6 -7 -5 5 4 -7 2 -4 -6	-8 -27 -2 4 5 -2 11 -9 -3 -1 10 -9 9 1 -2 0 1	1 -3 -1 1 -3 -1 1 2 -2 -1 -2 1 1 -1 -1 2 1
70	66424	0x10378	2	3	1	3	20	0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 -1 0	-3 3 5 -3 -3 -4 2 -2 -6 -7 -6 7 1 -6 2 -6 -6	10 -21 -4 -11 -4 8 15 -8 -10 -4 9 -4 0 10 10 -5 0	-2 0 0 -1 -1 1 -1 0 1 1 0 0 0 0 0 0 -1
71	105825	0x19d61	2	3	1	3	19	0 0 0 -1 0 1 0 0 0 0 0 0 0 0 -1 0 0	-4 3 5 -4 -4 -4 1 -2 -6 -8 -5 6 1 -6 2 -5 -6	-1 -50 -1 -18 -8 3 10 -15 0 7 15 -2 10 2 14 13 1	1 0 -2 -2 -2 1 1 0 1 0 1 -1 -1 0 0 1 -1
72	81334	0x13db6	2	3	1	3	20	0 0 0 -1 1 0 0 0 0 0 0 0 0 0 -1 0 0	-3 3 5 -3 -3 -5 0 -2 -6 -8 -6 6 2 -5 2 -5 -6	0 -5 2 -5 -3 1 -3 0 4 4 4 3 -1 -1 4 5 0	0 1 -1 -2 -1 1 0 -1 1 0 1 -1 -1 1 0 0 -1
73	108462	0x1a7ae	2	3	1	3	19	0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 1 0	-4 2 5 -1 -3 -3 0 -2 -5 -6 -5 2 3 -5 2 -3 -6	11 -1 -4 -12 -5 5 4 0 -7 -4 -1 3 -6 4 8 -2 -1	2 3 -3 -1 -2 1 -2 -1 1 -1 -1 0 0 1 -2 1 1
74	85074	0x14c52	2	3	1	3	22	0 0 0 0 -1 -1 0 0 0 0 0 1 0 0 0 0 0	-4 2 5 -1 -4 -2 1 -2 -4 -7 -4 4 2 -5 2 -4 -6	13 -10 -5 -16 -9 7 10 -5 -12 -5 -3 1 -3 6 11 -2 -1	0 1 -2 0 -1 0 -1 0 0 0 -1 1 0 0 -1 0 1
75	24762	0x060ba	2	3	1	3	19	0 0 0 0 -1 -1 0 0 0 0 1 0 0 0 0 0 0	-4 3 5 -2 -3 -4 1 -2 -5 -7 -5 4 1 -5 2 -5 -6	18 -14 -6 -22 -11 10 12 -6 -13 -5 1 2 -5 10 16 -3 -1	0 3 -2 -1 -1 1 -2 -1 2 0 0 0 0 1 -1 0 0
76	97645	0x17d6d	2	3	1	3	19	0 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0 0 0	-2 0 4 -1 -4 0 1 -1 -3 -5 -1 2 2 -4 1 0 -4	-5 -37 -3 -6 -1 -1 12 -13 -4 1 8 -7 11 1 4 5 1	1 -2 -1 1 -2 -1 1 2 -1 0 -1 1 1 -1 -1 2 1
77	126950	0x1efe6	2	3	1	3	20	0 0 0 0 -1 0 0 -1 0 0 0 1 0 0 0 0 0	-5 2 5 -2 -5 -1 1 -2 -4 -8 -3 4 2 -6 2 -4 -6	6 -45 -5 -23 -12 5 15 -16 -10 1 5 -2 8 4 16 9 0	2 -1 -3 0 -2 -1 1 1 -1 -1 -1 1 0 -1 -1 1 1
78	34724	0x087a4	2	3	1	3	21	0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 1 0 0	-5 2 5 -2 -3 -3 1 -2 -5 -6 -5 3 2 -6 2 -4 -6	19 -23 -7 -24 -10 11 15 -8 -14 -5 6 1 -4 11 18 -2 -1	2 2 -3 -2 -2 1 -2 -1 1 -1 -1 0 0 0 -2 1 0
79	97565	0x17d1d	2	3	1	3	20	0 0 0 0 -1 0 0 0 -1 0 1 0 0 0 0 0 0	-5 3 5 -3 -3 -5 1 -2 -5 -7 -5 4 0 -5 2 -5 -6	22 -30 -6 -34 -17 13 13 -10 -12 -1 6 5 -4 11 25 4 -1	1 4 -3 -3 -1 2 -2 -2 3 0 1 -1 -1 1 -1 0 -1
80	96888	0x17a78	2	3	1	3	20	0 0 0 0 -1 0 0 0 -1 1 0 0 0 0 0 0 0	-5 2 5 -3 -5 -3 2 -2 -6 -7 -4 4 1 -7 3 -4 -6	23 -36 -5 -38 -19 14 13 -12 -11 1 8 6 -3 10 28 8 -1	0 4 -2 -3 -1 3 -3 -2 4 1 2 -1 -1 1 -1 0 -1
81	1655	0x00677	2	3	1	3	18	0 0 0 0 -1 0 0 0 0 -1 0 0 1 0 0 0 0	-5 2 7 -2 -4 -3 0 -3 -6 -9 -6 5 4 -7 2 -5 -8	8 -37 -6 -17 -5 6 15 -11 -9 -2 12 -3 3 7 13 2 0	3 1 -3 -2 -3 1 -1 0 0 -1 -1 0 0 0 -2 2 0
82	125670	0x1eae6	2	3	1	3	17	0 0 0 0 -1 0 0 0 0 -1 0 1 0 0 0 0 0	-4 2 5 -1 -3 -2 0 -2 -3 -7 -4 4 2 -4 1 -4 -6	2 -26 -5 -9 -4 2 12 -9 -9 -3 2 -4 5 3 6 1 0	2 -1 -3 0 -2 -1 1 1 -2 -1 -2 1 0 -1 -1 1 1
83	67199	0x1067f	2	3	1	3	20	0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 1 0	-4 1 5 -1 -4 -1 0 -2 -5 -6 -4 2 4 -6 2 -2 -6	1 -23 -3 -9 -2 1 6 -6 -3 0 6 -1 3 0 6 5 0	3 1 -3 -1 -3 1 -1 0 0 -1 -1 0 0 0 -2 2 1
84	126339	0x1ed83	2	3	1	3	18	0 0 0 0 -1 0 0 0 0 0 -1 1 0 0 0 0 0	-4 1 5 -1 -5 0 1 -2 -4 -7 -3 4 3 -6 2 -3 -6	3 -32 -4 -13 -6 3 12 -11 -8 -1 4 -3 6 2 9 5 0	1 -1 -2 0 -2 0 0 1 -1 0 -1 1 0 -1 -1 1 1
85	66809	0x104f9	2	3	1	3	21	0 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 -1	-4 3 4 -2 -3 -2 1 -2 -4 -7 -3 4 0 -5 2 -6 -5	8 -38 -5 -21 -11 6 15 -14 -11 -1 4 -2 6 6 15 5 0	1 2 -2 -1 -1 1 -1 -1 2 0 1 0 0 0 0 0 -1
86	80850	0x13bd2	2	3	1	3	25	0 0 0 0 -1 0 0 0 0 0 1 0 0 0 -1 0 0	-4 3 5 -3 -4 -4 1 -2 -5 -8 -4 5 0 -5 2 -5 -6	11 -43 -4 -29 -15 8 12 -14 -7 3 8 2 4 6 21 10 0	0 3 -2 -2 -1 2 -1 -1 3 1 2 -1 -1 1 0 0 -1
87	6426	0x0191a	2	3	1	3	21	0 0 0 0 -1 0 0 0 0 1 0 0 0 -1 0 0 0	-4 1 3 -3 -5 0 2 -1 -5 -4 -3 3 1 -7 3 -2 -4	18 -53 -5 -37 -19 13 17 -18 -10 3 12 2 4 8 28 12 0	-2 1 0 -1 -1 2 -2 0 3 2 2 -1 -1 0 0 0 0
88	121992	0x1dc88	2	3	1	3	20	0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 -1	-4 2 2 -3 -4 0 2 -1 -4 -4 -2 3 -1 -6 3 -4 -3	18 -55 -5 -39 -22 13 18 -20 -12 3 8 2 6 8 29 13 0	-2 2 0 -1 0 2 -2 -1 4 2 3 -1 -1 0 1 -1 -1
89	107017	0x1a209	2	3	1	3	20	0 0 0 0 -1 0 0 0 1 0 0 0 0 -1 0 0 0	-3 1 3 -2 -4 1 1 -1 -4 -4 -3 3 2 -6 2 -2 -4	3 -53 -5 -18 -8 5 18 -18 -8 1 12 -6 11 4 14 8 1	-1 -2 0 1 -2 0 0 2 0 1 0 0 0 -1 0 1 1
90	104963	0x19a03	2	3	1	3	19	0 0 0 0 -1 1 0 0 0 0 0 0 0 0 -1 0 0	-4 2 5 -3 -5 -2 1 -2 -5 -8 -3 5 1 -6 2 -4 -6	1 -65 -3 -26 -12 4 14 -20 -3 7 15 -2 13 2 19 17 1	1 1 -2 -2 -2 2 0 0 2 1 2 -1 -1 0 0 1 -1
91	48856	0x0bed8	2	3	1	3	26	0 0 0 0 0 -1 -1 0 0 0 0 0 0 1 0 0 0	-2 1 6 0 -3 -4 0 -2 -4 -8 -3 3 3 -3 1 -2 -6	1 25 0 6 4 -2 -5 8 -1 -4 -7 2 -7 0 -6 -7 -1	2 2 -2 -1 -1 0 -1 -1 0 -1 -1 1 1 1 -2 1 0
92	107725	0x1a4cd	2	3	1	3	20	0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 1 0	-4 2 5 -1 -3 -3 -1 -2 -5 -7 -5 2 4 -5 2 -3 -6	5 9 -1 -6 -3 1 -4 4 -1 -1 -4 5 -6 -1 3 1 -1	3 2 -3 -1 -2 0 -1 -1 0 -2 -1 0 0 1 -2 1 1
93	104800	0x19960	2	3	1	3	19	0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 1 0 0	-4 2 5 -1 -3 -2 0 -2 -5 -7 -5 3 4 -6 2 -4 -6	9 3 -4 -6 -2 4 6 0 -9 -6 -2 0 -5 5 4 -6 -1	2 0 -2 0 -2 -1 -1 0 -1 -2 -2 1 1 0 -2 1 1
94	41888	0x0a3a0	2	3	1	3	19	0 0 0 0 0 -1 0 -1 0 0 0 0 1 0 0 0 0	-5 2 7 -2 -5 -3 0 -3 -7 -10 -6 5 5 -8 3 -5 -8	13 -11 -3 -18 -8 7 5 -3 -6 -1 4 4 -5 5 13 2 -1	2 2 -2 -2 -2 1 -2 -1 1 -1 0 0 0 1 -2 1 0
95	61730	0x0f122	2	3	1	3	21	0 0 0 0 0 -1 0 0 -1 0 0 1 0 0 0 0 0	-4 2 5 -1 -3 -4 0 -2 -4 -7 -5 4 2 -4 2 -4 -6	18 19 -2 -15 -10 8 -2 6 -7 -4 -9 9 -13 4 10 -3 -2	0 3 -2 -2 0 1 -2 -2 1 0 0 0 -1 1 -1 -1 0
96	121519	0x1daaf	2	3	1	3	18	0 0 0 0 0 -1 0 0 -1 1 0 0 0 0 0 0 0	-4 2 5 -2 -4 -4 1 -2 -6 -7 -5 4 2 -6 3 -4 -6	24 9 -2 -25 -14 12 0 3 -7 -2 -3 11 -14 7 18 0 -2	-1 5 -1 -3 0 3 -4 -3 4 1 2 -1 -1 2 -1 -1 -1
97	108200	0x1a6a8	2	3	1	3	18	0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 1 0	-3 1 5 0 -3 -2 -1 -2 -5 -6 -5 2 5 -5 2 -2 -6	2 22 0 4 3 -1 -7 9 1 -3 -5 4 -8 -3 -4 -3 -1	2 2 -2 -1 -2 1 -2 -1 0 -1 -1 0 0 1 -2 1 1
98	85332	0x14d54	2	3	1	3	18	0 0 0 0 0 -1 0 0 0 0 -1 1 0 0 0 0 0	-3 1 5 0 -4 -1 0 -2 -4 -7 -4 4 4 -5 2 -3 -6	4 13 -1 0 -1 1 -1 4 -4 -4 -7 2 -5 -1 -1 -3 -1	0 0 -1 0 -1 0 -1 0 -1 0 -1 1 0 0 -1 0 1
99	35392	0x08a40	2	3	1	3	22	0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 1 0	-3 2 5 -1 -2 -4 -1 -2 -6 -6 -6 2 4 -5 2 -3 -6	7 18 -1 -2 1 2 -5 8 0 -3 -1 5 -10 1 1 -4 -1	2 4 -2 -2 -2 2 -3 -2 2 -1 0 -1 0 2 -2 1 0
100	88956	0x15b7c	2	3	1	3	19	0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 1 0 0	-2 2 3 0 -1 -2 0 -1 -3 -4 -4 2 2 -3 1 -3 -4	5 23 -3 6 3 1 2 6 -8 -9 -9 -1 -7 3 -5 -12 -1	0 0 -1 1 -1 -1 -1 0 -1 -1 -2 1 1 0 -1 0 1
101	82961	0x14411	2	3	1	3	21	0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 1 0 0	-3 1 3 -1 -2 -1 0 -1 -4 -3 -5 2 3 -5 2 -2 -4	15 5 -4 -10 -5 8 6 1 -9 -6 -1 2 -8 6 8 -6 -1	-1 0 0 0 -1 0 -2 0 0 0 -1 0 0 0 -1 0 1
102	107566	0x1a42e	2	3	1	3	18	0 0 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 -1	-3 3 4 -1 -2 -3 0 -2 -4 -7 -4 4 1 -4 2 -6 -5	9 7 -2 -8 -6 4 2 1 -7 -4 -7 3 -5 3 5 -3 -1	0 3 -1 -1 0 1 -2 -2 2 0 1 0 0 1 0 -1 -1
103	105221	0x19b05	2	3	1	3	20	0 0 0 0 0 -1 0 0 0 0 1 0 0 0 -1 0 0	-3 3 5 -2 -3 -5 0 -2 -5 -8 -5 5 1 -4 2 -5 -6	12 2 -1 -16 -10 6 -1 1 -3 0 -3 7 -7 3 11 2 -1	-1 4 -1 -2 0 2 -2 -2 3 1 2 -1 -1 2 0 -1 -1
104	105568	0x19c60	2	3	1	3	22	0 0 0 0 0 -1 0 0 0 1 0 0 0 0 -1 0 0	-3 2 5 -2 -5 -3 1 -2 -6 -8 -4 5 2 -6 3 -4 -6	13 -4 0 -20 -12 7 -1 -1 -2 2 -1 8 -6 2 14 6 -1	-2 4 0 -2 0 3 -3 -2 4 2 3 -1 -1 2 0 -1 -1
105	48333	0x0bccd	2	3	1	3	23	0 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 0 0	-2 1 3 -1 -2 -2 0 -1 -4 -3 -5 3 2 -4 2 -2 -4	15 11 -2 -10 -6 8 1 4 -5 -4 -2 5 -10 4 8 -4 -1	-3 2 1 -1 0 2 -3 -1 2 2 1 -1 -1 1 0 -1 0
106	97387	0x17c6b	2	3	1	3	18	0 0 0 0 0 0 -1 0 -1 0 1 0 0 0 0 0 0	-3 1 4 -2 -2 -5 0 -1 -3 -5 -3 2 0 -2 1 -1 -4	14 -2 -1 -20 -11 7 -1 0 -2 2 0 8 -7 4 14 4 -1	1 3 -2 -3 0 1 -1 -2 2 0 1 -1 -1 1 -1 0 -1
107	6252	0x0186c	2	3	1	3	22	0 0 0 0 0 0 -1 0 0 -1 0 0 0 1 0 0 0	-2 1 6 0 -2 -4 -1 -2 -3 -8 -3 3 3 -2 0 -2 -6	-10 9 0 13 9 -7 -3 4 2 -2 -2 -3 1 -3 -11 -4 0	4 0 -3 -1 -2 -1 1 0 -2 -2 -2 1 1 0 -2 2 0
108	80548	0x13aa4	2	3	1	3	24	0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 1 0 0	-2 -1 4 0 -3 0 0 -1 -3 -4 -2 1 4 -4 1 1 -4	-3 -1 -1 5 5 -2 2 0 -1 -2 2 -3 1 -1 -4 -2 0	2 -2 -1 0 -2 -1 0 1 -2 -1 -2 1 1 -1 -2 2 1
109	33991	0x084c7	2	3	1	3	20	0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 1 0 0	-5 2 5 -2 -3 -3 0 -2 -5 -7 -5 3 3 -6 2 -4 -6	13 -13 -4 -18 -8 7 7 -4 -8 -2 3 3 -4 6 13 1 -1	3 1 -3 -2 -2 0 -1 -1 0 -2 -1 0 0 0 -2 1 0
110	21142	0x05296	2	3	1	3	23	0 0 0 0 0 0 0 -1 -1 0 0 1 0 0 0 0 0	-5 2 5 -2 -4 -3 0 -2 -4 -8 -4 4 2 -5 2 -4 -6	11 -16 -2 -22 -13 6 3 -5 -5 2 -1 6 -2 2 15 8 -1	2 1 -3 -2 -1 0 0 -1 0 -1 0 0 -1 0 -1 0 0
111	96539	0x1791b	2	3	1	3	21	0 0 0 0 0 0 0 -1 -1 1 0 0 0 0 0 0 0	-5 2 5 -3 -5 -3 1 -2 -6 -8 -4 4 2 -7 3 -4 -6	17 -26 -2 -32 -17 10 5 -8 -5 4 5 8 -3 5 23 11 -1	1 3 -2 -3 -1 2 -2 -2 3 0 2 -1 -1 1 -1 0 -1
112	50541	0x0c56d	2	3	1	3	18	0 0 0 0 0 0 0 -1 0 -1 1 0 0 0 0 0 0	-4 3 5 -2 -2 -4 -1 -2 -4 -8 -5 4 2 -4 1 -5 -6	1 -20 -3 -9 -4 1 6 -6 -4 0 3 -1 3 2 6 3 0	3 0 -3 -1 -2 -1 1 0 -1 -2 -1 0 0 0 -1 1 0
113	126688	0x1eee0	2	3	1	3	21	0 0 0 0 0 0 0 -1 0 0 -1 1 0 0 0 0 0	-4 1 5 -1 -5 0 0 -2 -4 -8 -3 4 4 -6 2 -3 -6	-3 -22 -1 -7 -4 -1 4 -7 -2 2 1 -1 6 -3 4 8 0	2 -2 -2 0 -2 -1 1 1 -2 -1 -1 1 0 -1 -1 1 1
114	116069	0x1c565	2	3	1	3	21	0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 1 0	-3 2 3 -1 -2 -2 -1 -1 -3 -5 -3 1 2 -3 1 -2 -4	-6 -6 0 -1 -1 -4 -3 -1 2 2 -3 1 3 -5 -1 6 0	3 0 -3 0 -2 -1 1 0 -1 -2 -1 0 0 0 -1 1 1
115	66169	0x10279	2	3	1	3	19	0 0 0 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0	-4 2 5 -3 -6 -1 2 -2 -6 -9 -3 6 2 -8 3 -5 -6	10 -45 -3 -27 -14 8 14 -16 -8 3 9 0 6 6 20 10 0	-1 0 0 -1 -1 1 -1 0 2 1 2 0 0 0 0 0 -1
116	47466	0x0b96a	2	3	1	3	21	0 0 0 0 0 0 0 -1 1 0 0 0 0 0 0 -1 0	-3 2 5 -2 -5 0 1 -2 -5 -9 -3 6 3 -7 2 -5 -6	-5 -45 -3 -8 -3 0 15 -16 -6 1 9 -8 13 2 6 6 1	0 -3 0 1 -2 -1 1 2 -1 0 0 1 1 -1 0 1 0
117	47887	0x0bb0f	2	3	1	3	21	0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 1 0	-4 1 5 -1 -3 -3 -1 -2 -5 -6 -5 2 4 -5 2 -2 -6	6 6 0 -8 -3 2 -6 5 2 1 0 7 -7 -2 5 4 -1	3 3 -3 -3 -2 2 -2 -2 1 -1 0 -1 -1 1 -2 1 0
118	34466	0x086a2	2	3	1	3	21	0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 1 0 0	-4 1 5 -1 -3 -2 0 -2 -5 -6 -5 3 4 -6 2 -3 -6	10 0 -3 -8 -2 5 4 1 -6 -4 2 2 -6 4 6 -3 -1	2 1 -2 -2 -2 1 -2 -1 0 -1 -1 0 0 0 -2 1 0
119	109130	0x1aa4a	2	3	1	3	23	0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 1 0 0	-4 2 5 -2 -2 -4 0 -2 -6 -6 -6 3 3 -6 2 -4 -6	15 -4 -4 -14 -4 8 6 0 -7 -4 6 3 -8 8 11 -4 -1	2 3 -2 -3 -2 2 -3 -2 2 -1 0 -1 0 1 -2 1 -1
120	42724	0x0a6e4	2	3	1	3	21	0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 1	-3 2 6 -1 -3 -5 0 -2 -5 -8 -5 4 3 -4 1 -3 -7	3 13 -1 0 2 0 -3 6 -1 -3 -2 3 -7 1 -1 -4 -1	2 2 -3 -2 -2 1 -1 -1 0 -1 -1 0 0 1 -2 1 0
121	25627	0x0641b	2	3	1	3	21	0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 0 1 0	-4 1 3 -2 -2 -3 -1 -1 -4 -3 -5 1 2 -4 2 -1 -4	15 -5 -1 -22 -12 8 -3 1 0 3 2 10 -8 1 16 8 -1	1 3 -2 -3 -1 2 -2 -2 2 0 1 -2 -2 1 -1 0 0
122	106889	0x1a189	2	3	1	3	16	0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 1 -1	-4 2 2 -2 -1 -3 -1 -1 -3 -3 -4 1 0 -3 2 -3 -3	15 -7 -1 -24 -15 8 -2 -1 -2 3 -2 10 -6 1 17 9 -1	1 4 -2 -3 0 2 -2 -3 3 0 2 -2 -2 1 0 -1 -1
123	113762	0x1bc62	2	3	1	3	21	0 0 0 0 0 0 0 0 -1 0 1 0 -1 0 0 0 0	-3 3 3 -2 -1 -5 0 -1 -3 -5 -4 3 -1 -2 1 -4 -4	12 0 -2 -16 -10 6 1 0 -5 -1 -4 6 -6 4 11 1 -1	0 3 -2 -2 0 1 -1 -2 2 0 1 -1 -1 1 0 -1 -1
124	48234	0x0bc6a	2	3	1	3	22	0 0 0 0 0 0 0 0 -1 1 0 0 0 0 0 -1 0	-4 2 5 -3 -5 -3 2 -2 -6 -8 -4 6 1 -7 3 -5 -6	21 -26 -3 -32 -17 13 10 -9 -9 1 6 6 -4 9 24 6 -1	-2 3 0 -3 0 3 -3 -2 4 2 3 -1 -1 1 0 -1 -2
125	11508	0x02cf4	2	3	1	3	23	0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 1 0	-3 2 5 -1 -1 -4 -2 -2 -5 -6 -6 2 4 -4 1 -3 -6	-4 2 -1 5 6 -3 -3 4 3 -1 4 0 -2 -2 -4 -1 0	4 2 -3 -2 -3 1 -1 -1 0 -2 -1 -1 0 1 -2 2 0
126	4441	0x01159	2	3	1	3	22	0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 1 0 0	-3 2 5 -1 -1 -3 -1 -2 -5 -6 -6 3 4 -5 1 -4 -6	0 -4 -4 5 7 0 7 0 -5 -6 6 -5 -1 4 -3 -8 0	3 0 -2 -1 -3 0 -1 0 -1 -2 -2 0 1 0 -2 2 0
127	114789	0x1c065	2	3	1	3	17	0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 1 0	-2 2 3 0 0 -3 -2 -1 -2 -4 -4 1 2 -1 0 -2 -4	-10 13 0 13 7 -7 -6 6 3 -2 -6 -1 0 -6 -11 -2 0	3 0 -3 0 -2 -1 1 0 -2 -2 -2 0 0 0 -1 1 1
128	130504	0x1fdc8	2	3	1	3	18	0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 1 0 0	-2 2 3 0 0 -2 -1 -1 -2 -4 -4 2 2 -2 0 -3 -4	-6 7 -3 13 8 -4 4 2 -5 -7 -4 -6 1 0 -10 -9 0	2 -2 -2 1 -2 -2 1 1 -3 -2 -3 1 1 -1 -1 1 1
129	122632	0x1df08	2	3	1	3	20	0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 1 0	-3 1 3 -1 -1 -2 -2 -1 -3 -3 -5 1 3 -3 1 -1 -4	0 -5 -1 -3 -1 0 -2 1 2 1 2 2 -1 -3 2 4 0	2 0 -2 -1 -2 0 0 0 -1 -1 -1 -1 -1 0 -1 1 1
130	123557	0x1e2a5	2	3	1	3	19	0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 1 0 0	-3 1 3 -1 -1 -1 -1 -1 -3 -3 -5 2 3 -4 1 -2 -4	4 -11 -4 -3 0 3 8 -3 -6 -4 4 -3 0 3 3 -3 0	1 -2 -1 0 -2 -1 0 1 -2 -1 -2 0 0 -1 -1 1 1
131	64165	0x0faa5	2	3	1	3	20	0 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 1 0	-3 2 5 -1 -2 -4 -2 -2 -4 -7 -5 3 3 -3 1 -3 -6	-6 -1 1 1 1 -4 -7 3 6 3 0 3 0 -6 -2 6 0	3 2 -3 -2 -2 1 0 -1 0 -1 0 -1 -1 1 -1 1 0
132	66202	0x1029a	2	3	1	3	20	0 0 0 0 0 0 0 0 0 -1 0 0 0 1 0 0 -1	-3 3 4 -1 -1 -3 -1 -2 -3 -7 -4 4 1 -3 1 -6 -5	-2 -9 -2 -1 -1 -1 4 -3 -4 -2 -2 -2 3 0 0 0 0	2 1 -2 -1 -1 0 0 -1 0 -1 0 0 0 0 0 0 -1
133	79092	0x134f4	2	3	1	3	20	0 0 0 0 0 0 0 0 0 -1 0 1 0 -1 0 0 0	-3 1 3 -1 -2 -1 -1 -1 -2 -4 -4 3 2 -3 1 -2 -4	2 -14 -2 -7 -5 2 4 -4 -3 0 0 0 2 -1 5 4 0	0 -2 -1 0 -1 -1 1 1 -2 0 -1 0 -1 -1 0 0 1
134	61798	0x0f166	2	3	1	3	22	0 0 0 0 0 0 0 0 0 -1 0 1 0 0 0 0 -1	-3 2 2 -1 -1 -1 -1 -1 -1 -4 -3 3 0 -2 1 -4 -3	2 -16 -2 -9 -8 2 5 -6 -5 0 -4 0 4 -1 6 5 0	0 -1 -1 0 0 -1 1 0 -1 0 0 0 -1 -1 1 -1 0
135	81329	0x13db1	2	3	1	3	21	0 0 0 0 0 0 0 0 0 -1 1 0 0 0 -1 0 0	-3 3 5 -2 -2 -5 -1 -2 -4 -8 -5 5 1 -3 1 -5 -6	1 -14 -1 -9 -5 1 1 -3 0 2 2 2 1 0 6 5 0	1 2 -2 -2 -1 1 0 -1 1 0 1 -1 -1 1 0 0 -1
136	11153	0x02b91	2	3	1	3	21	0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 1 0	-3 1 5 -1 -3 -2 -1 -2 -6 -6 -5 2 5 -6 2 -2 -6	-3 -4 0 1 4 -2 -3 2 4 1 6 1 -1 -3 -1 3 0	3 2 -2 -2 -3 2 -2 -1 1 -1 0 -1 0 1 -2 2 0
137	119080	0x1d128	2	3	1	3	21	0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 1 0	-3 2 5 -2 -3 -4 -1 -2 -6 -7 -5 3 3 -5 2 -3 -6	0 -11 1 -9 -3 0 -5 0 6 5 6 5 -1 -3 6 9 0	2 4 -2 -3 -2 3 -2 -2 3 0 2 -2 -1 2 -1 1 -1
138	10519	0x02917	2	3	1	3	20	0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0 -1	-3 3 4 -2 -2 -3 0 -2 -5 -7 -4 4 1 -5 2 -6 -5	4 -19 -2 -11 -5 3 6 -6 -4 0 4 0 2 3 8 3 0	1 3 -1 -2 -1 2 -2 -2 3 0 2 -1 0 1 0 0 -2
139	113532	0x1bb7c	3	4	1	4	21	-1 -1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0	-2 1 2 0 -1 -1 1 -1 -2 -3 -2 2 1 -2 2 -3 -2	-14 9 2 21 11 -7 0 1 2 -1 -1 -8 6 -4 -15 -5 1	2 0 -1 1 -1 -1 1 0 -1 -1 -2 1 1 -1 0 1 1
