observation_id,family,parameter,native_parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,simultaneous_carrier_genus,simultaneous_carrier_degree,split_quartet_count
full11952_late64_r17_results_v1.json:11952-0970821,11952,130724/36713,-22418842810415099461565993694/5434374368357089772230775879,17,19,2,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0908880,11952,31901/82672,-937867854071968482905309121369/901598354722759851407931103324,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0090121,11952,-24046/30897,-502408700319244467751769243463/293979526970568497060123156282,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0509073,11952,-119091/96227,-187310442067000495901664632801/101886790188391149971503949744,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0109166,11952,-59441/101590,-2946899283131748447032130651771/1796284767698920424842195598300,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0929095,11952,101436/94999,8390470303917598603461621818/48664871212819622851334579319,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0426330,11952,-60038/18241,-713570621515924284849435555339/333512796905453354636978987146,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0784385,11952,98624/110077,-56839982459014608734095920789/202160215637701452307716287131,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0857337,11952,1808/10891,-41778059211484820904229985463/33871168291375375903078462093,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0654631,11952,80307/78079,9013924724432429536180826639/167113171403881489787445775256,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0046276,11952,-3058/78939,-752630919841857968832316516449/547397977462856290910312222894,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0315399,11952,-77456/92777,-778193095525513257831103974909/450539559624661530409679713631,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0043220,11952,-24256/116821,-646635740784363558548943771309/439466531924323920079547516803,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0637442,11952,46703/90334,-809306202765630967293404683707/902494839207247566844611701308,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0003079,11952,-24466/29703,-495265567727957059089269636073/287326676717497857144095809238,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0552991,11952,10120/98361,-405550740007884001232156491995/316736105670557248183925430743,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0649211,11952,84029/23796,-1091600636690379500776216612599/262804371094819565142021828788,17,19,2,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0697366,11952,44221/115027,-1307918207728804219556993870949/1255604379756146242968112646384,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0952348,11952,61891/837,-1110501821880744498782272306821/420523644644345932119477794896,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-1037461,11952,107703/74731,195630282200063616826502664131/88209635893359691999457279384,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0313949,11952,-115175/54886,-3103097772157734841317534664125/1550117283000847489177680769172,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0035843,11952,-60405/106567,-1018611024117184363667801508985/623564000410521493360680747928,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0816645,11952,88187/27196,-1104802222782167388419289933297/245585864750033960574554781548,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0675988,11952,96282/84265,34007822311849063292901014407/78996462617126377695617966590,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0116916,11952,-52923/86245,-848844629842812387806251078471/514043089774913278568363746200,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0348049,11952,-1099/79528,-211491660893342749566190631367/155590662927774239870401993348,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0188928,11952,-27813/32114,-365230884156295610130612861101/210265484064153351073992854996,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0881212,11952,28699/88762,-1107952675579377360457593657831/1006758628726783690605769239644,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0250241,11952,-123173/96745,-4017288355653134754768900788163/2175152831402055606445080689600,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0175156,11952,-117677/81239,-518936826404911354366689645141/275134283155356507116699230424,17,21,4,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,1,0,2,0
full11952_late64_r17_results_v1.json:11952-0470307,11952,-130384/44951,-799330488316935284515933126251/380287886240170348493433023233,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0403547,11952,-37321/105237,-2611483000398623590053019953951/1691514505666612643910916267744,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0021006,11952,-107953/120874,-4183522203406305673029966653643/2397059588588936250208079351308,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0652800,11952,90709/76028,253931282293300632477997413279/400858656498781196589355628876,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0067682,11952,-129707/52357,-3321010032579522352050919412517/1617137950700036656930320266504,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0840198,11952,53673/125546,-443048468343680956484236243679/444228942511044928473660408044,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0292998,11952,-95511/64061,-2690558740547278365413874827/1419814366499501238810887624,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-1004724,11952,48368/118699,-324977930931684012836405239023/319149613595148421644204969997,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0867511,11952,93962/10911,-754456835958486968142243562161/253669490403697237348803392434,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0525933,11952,124501/2052,-2227141547925417918961479663231/840924571550103822167841192916,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0304226,11952,-36361/105043,-136339832895649161176600689389/88535633607683378900090394424,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0484356,11952,-97918/78771,-1613897654067451004058551366979/877245406815192835501721900726,17,19,2,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0706370,11952,13539/64868,-314980962314024347977063487997/262542940294565246042447210652,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0278044,11952,-12949/91680,-1919166432806074211014125770319/1337079277290304388577310873540,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0321176,11952,-10687/64116,-1371833548902501594991192651197/946463574469260621486410446972,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0202081,11952,-119202/43403,-494246728772374571905887087427/237011255937022332108944859066,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0003128,11952,-49154/12295,-79996851588565584862612369191/36443911595847818094218482330,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0474125,11952,-75217/79775,-2833273967814652374254315664927/1609725088893701166809080681240,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-1003566,11952,73890/124841,-158071170661151909852159181685/197002625086761583608723249422,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0889458,11952,38293/104138,-1215790502869810147122825752217/1148898276112986651996912357716,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0787136,11952,58903/22018,-667179310641785905560364971693/111641087586059706615384084724,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0951298,11952,9201/29507,-124829392329916283498044771523/112347755792873828399342401248,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0735792,11952,59195/62878,-77860502063651217062685308055/441957842634042009112921476556,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0513211,11952,-113467/49131,-2966342553809730981989725400877/1459938384142087110925254906352,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0695407,11952,61359/86351,-156517361895315727294768413557/248685032646282396623966298824,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0739615,11952,8240/3493,-21437568790681913974255465335/2500754652121491585346377341,17,20,3,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0629884,11952,19770/82127,-191422852779102465059160221005/163140531631413258859715494234,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0085426,11952,-126484/30887,-717026349941281402751471551326/325671367160472658257092691301,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0411591,11952,-49299/107300,-955754076760722245704794728723/601052214583743057625714888260,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0539177,11952,43717/79902,-35371172476137640262462544867/41130134669458131661207830956,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0514560,11952,-37929/40942,-480610690079462945576654596033/273812939427738641708936351988,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
