orbit_mask	category	minimum_norm	reduced_basis_w	parent_MW17_w	lattice_class_at_minimum
121545	genus_one	8	-1 0 2 -1 2 0 -1 1 0 -1 0 -1 1 0 -1 -1 1	0 -1 -1 0 -1 -3 1 0 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121547	rational	10	1 1 0 -1 0 0 -1 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 -1 2 -1 -1 1 0 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121548	rational	10	2 0 1 -1 0 0 -1 1 0 -1 0 -1 1 2 1 -1 1	1 -1 -1 1 -1 -1 1 0 0 1 1 -2 1 0 -1 0 1	2O+4F+phi(w)
121549	rational	10	1 0 1 -1 0 0 -1 1 0 -1 2 -1 1 2 1 -1 1	0 -1 -1 1 -1 -1 -1 0 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121550	genus_one	8	2 1 -1 -1 0 0 -1 1 2 -1 0 1 -1 0 -1 -1 1	1 -2 -1 1 -1 -1 1 0 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121551	genus_one	8	1 1 -1 -1 0 0 -1 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 -1 1 -1 -1 1 0 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121553	rational	10	1 0 0 0 1 0 -1 1 0 -1 2 -1 1 2 1 -1 1	0 -1 0 0 -1 -1 0 0 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121554	rational	10	2 1 -2 0 -1 0 -1 1 2 -1 0 1 -1 0 -1 -1 1	1 -2 0 0 -1 -1 0 0 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121556	rational	10	2 2 -1 0 -1 0 -1 1 0 -1 2 -1 -1 2 1 -1 1	1 -1 0 1 -1 -1 0 0 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121557	rational	10	1 2 -1 0 -1 0 -1 1 0 -1 2 -1 -1 2 1 -1 1	0 -1 0 1 -1 -1 0 0 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121558	rational	10	-2 -1 1 0 1 0 1 -1 -2 1 0 -1 1 0 1 1 -1	-1 2 0 -1 1 1 0 0 0 -1 -1 2 1 -2 -1 2 -1	2O+4F+phi(w)
121559	rational	10	1 3 -1 0 -1 0 -1 1 0 -1 2 -1 -1 2 1 -1 1	0 0 0 1 -1 -1 0 0 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121560	genus_one	8	0 0 2 -1 1 0 1 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 1 0 -1 -1 0 2 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121561	genus_one	8	1 0 0 -1 1 0 -1 1 0 -1 2 -1 1 2 1 -1 1	0 -1 -1 0 -1 -1 0 0 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121564	genus_one	8	0 0 1 -1 1 0 1 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 1 -1 -1 -1 0 2 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121565	genus_one	8	1 0 1 -1 1 0 -1 1 0 -1 2 -1 1 2 1 -1 1	0 -1 -1 1 -1 -1 0 0 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121566	rational	10	0 1 1 -1 1 0 1 -1 -2 1 0 -1 1 0 1 -1 1	-1 0 1 -1 -1 -1 0 2 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121568	rational	10	2 2 -2 2 -2 1 -1 1 0 -3 2 -1 -1 2 1 -1 -1	1 1 2 0 0 1 -1 0 0 1 -1 0 1 -2 -1 0 -1	2O+4F+phi(w)
121569	rational	10	-1 -2 2 -2 2 1 -1 -3 0 1 0 -1 1 -2 1 1 -1	-2 1 2 0 0 3 -1 0 0 1 -1 2 -1 -2 -1 2 -1	2O+4F+phi(w)
121570	genus_one	8	0 1 -2 0 0 -1 -1 1 2 1 0 1 -1 0 -1 1 1	1 0 -2 0 0 -1 1 -2 0 -1 1 0 1 0 1 0 1	2O+4F+phi(w)
121571	genus_one	8	1 1 -2 0 0 -1 -1 1 2 -1 0 1 -1 0 -1 1 1	0 0 0 2 -2 1 1 0 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121572	genus_one	8	0 0 -1 0 0 -1 -1 1 2 1 0 1 -1 0 -1 1 1	1 -1 -2 1 0 -1 1 -2 0 -1 1 0 1 0 1 0 1	2O+4F+phi(w)
121573	genus_one	8	1 0 -1 0 0 -1 -1 1 2 -1 0 1 -1 0 -1 1 1	0 -1 0 3 -2 1 1 0 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121574	rational	10	0 1 -1 0 0 -1 1 1 0 1 0 1 -1 0 -1 -1 1	1 -2 -2 -1 0 -3 1 0 0 -1 1 -2 -1 4 3 -2 1	2O+4F+phi(w)
121575	rational	10	1 -1 -1 0 0 -1 1 -1 0 1 0 1 -1 0 1 1 -1	0 0 0 1 0 3 1 0 0 -1 -1 2 1 -4 -1 2 -1	2O+4F+phi(w)
121576	genus_one	8	0 0 0 -1 0 1 -1 -1 0 1 0 -1 -1 0 1 1 -1	1 1 -1 0 2 1 1 -2 0 -1 1 2 1 -4 -1 2 -1	2O+4F+phi(w)
121577	genus_one	8	1 0 0 -1 0 1 -1 1 0 -1 0 -1 1 0 1 -1 1	0 -1 -1 0 0 -1 1 0 -2 1 1 -2 -1 2 1 0 1	2O+4F+phi(w)
121578	genus_one	8	0 1 0 -1 0 1 -1 -1 0 -1 2 -1 -1 0 1 -1 -1	-1 0 1 0 0 1 -1 0 0 1 -1 0 -1 0 1 0 -1	2O+4F+phi(w)
121579	genus_one	8	1 1 0 -1 0 1 -1 -1 0 -1 2 -1 -1 0 1 -1 -1	0 0 1 0 0 1 -1 0 0 1 -1 0 -1 0 1 0 -1	2O+4F+phi(w)
121580	rational	10	2 0 1 -1 0 1 -1 1 0 -1 0 -1 1 2 1 -1 1	1 -1 -1 1 0 -1 1 0 0 1 1 -2 1 0 -1 0 1	2O+4F+phi(w)
121581	rational	10	1 0 1 -1 0 1 -1 1 0 -1 0 -1 1 2 1 -1 1	0 -1 -1 1 0 -1 1 0 0 1 1 -2 1 0 -1 0 1	2O+4F+phi(w)
121582	rational	10	2 1 -1 1 -2 1 -1 1 0 -3 2 -1 -1 2 1 -1 -1	1 0 1 1 0 1 -1 0 0 1 -1 0 1 -2 -1 0 -1	2O+4F+phi(w)
121583	rational	10	1 -1 1 -1 0 1 -1 1 0 -1 0 -1 1 0 1 -1 1	0 -2 -1 1 0 -1 1 0 -2 1 1 -2 -1 2 1 0 1	2O+4F+phi(w)
121584	rational	10	0 0 2 -2 1 1 -1 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 0 0 0 -1 0 0 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121585	rational	10	1 0 2 -2 1 1 -1 -1 -2 1 0 -1 1 0 1 -1 1	0 -1 0 0 0 -1 0 0 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121586	genus_one	8	0 1 2 -2 1 1 -1 -1 -2 1 0 -1 1 0 1 -1 1	-1 0 0 0 0 -1 0 0 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121587	genus_one	8	1 1 -2 0 -1 1 -1 1 2 -1 0 1 -1 0 -1 1 1	0 0 0 2 0 1 0 0 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121588	rational	10	0 2 -1 0 -1 -1 1 1 0 1 0 1 -1 0 -1 -1 1	1 -1 -2 -1 0 -3 0 0 0 -1 1 -2 -1 4 3 -2 1	2O+4F+phi(w)
121589	rational	10	1 2 -1 0 -1 1 -1 1 0 -1 2 -1 -1 2 1 -1 1	0 -1 0 1 0 -1 0 0 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121590	genus_one	8	0 -1 1 -2 1 1 -1 -1 0 1 0 -1 1 0 1 1 1	-1 0 0 1 0 1 0 0 0 1 -1 0 1 -2 -1 2 1	2O+4F+phi(w)
121591	genus_one	8	-1 1 -1 2 -1 -1 1 -1 0 1 0 1 -1 0 -1 1 -1	0 2 2 -1 0 1 -2 0 2 -1 -1 2 1 -2 -1 0 -1	2O+4F+phi(w)
121592	genus_one	8	0 0 2 -1 1 -1 1 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 1 0 -2 -1 0 2 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121593	genus_one	8	-1 0 2 -1 1 1 -1 1 0 -1 0 -1 1 0 -1 -1 1	0 -1 -1 0 0 -3 0 0 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121594	genus_one	8	0 1 -2 1 -1 1 -1 1 2 -1 0 1 -1 0 -1 1 1	-1 0 1 2 0 1 0 0 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121595	genus_one	8	1 1 0 1 -1 -1 1 -1 -2 1 0 1 -1 0 1 -1 -1	0 0 1 0 0 1 0 0 0 -1 -1 0 -1 0 1 0 -1	2O+4F+phi(w)
121596	genus_one	8	0 0 -1 -1 1 -1 -1 1 2 1 0 1 -1 0 -1 1 1	1 -1 -3 1 0 -1 2 -2 0 -1 1 0 1 0 1 0 1	2O+4F+phi(w)
121597	genus_one	8	1 0 1 -1 1 -1 -1 1 0 -1 2 -1 1 2 1 -1 1	0 -1 -1 1 -2 -1 0 0 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121598	genus_one	8	0 1 -1 1 -1 -1 1 1 0 1 -2 1 -1 0 -1 1 1	1 0 -1 1 0 -1 2 0 0 -1 1 0 1 -2 -1 0 1	2O+4F+phi(w)
121599	genus_one	8	1 1 -3 1 -1 1 -1 1 2 -1 0 1 -1 0 -1 1 1	0 0 1 1 0 1 0 0 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121600	genus_one	8	0 0 2 -2 0 0 0 0 -1 1 0 -1 1 0 1 -1 1	0 -1 -2 0 0 -2 0 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121602	genus_one	8	0 -1 2 0 0 0 0 0 -1 -1 0 -1 1 0 1 -1 -1	0 0 0 0 0 0 0 0 -1 0 1 0 -1 1 0 0 -1	2O+4F+phi(w)
121603	rational	10	1 -1 2 -2 0 0 0 0 -1 1 0 -1 1 0 1 -1 1	1 -2 -2 0 0 -2 0 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121604	rational	10	0 0 1 0 0 0 2 0 -1 1 -2 1 1 0 -1 -1 1	0 -1 0 -1 0 -2 0 2 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121605	genus_one	8	1 0 1 -2 0 0 0 0 -1 1 0 -1 1 0 1 -1 1	1 -1 -2 -1 0 -2 0 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121606	rational	10	-2 -1 1 0 0 0 2 -2 -1 3 -2 1 1 -2 -1 1 -1	0 2 0 -3 2 0 -2 0 1 -2 1 2 -1 1 0 0 -1	2O+4F+phi(w)
121607	genus_one	8	-1 1 -1 0 0 0 0 0 1 1 0 1 -1 0 -1 1 1	-1 0 0 1 0 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121608	rational	10	2 2 -2 1 -2 0 0 2 1 -1 0 1 -1 2 -1 -1 1	2 -1 -1 0 0 -2 0 0 1 0 1 -2 1 1 0 -2 1	2O+4F+phi(w)
121609	genus_one	8	1 2 -2 1 -2 0 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -1 -1 0 0 -2 0 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121610	genus_one	8	0 -1 2 -3 2 0 0 0 -1 1 0 -1 1 0 1 -1 1	0 -2 -3 0 0 -2 2 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121611	rational	10	1 1 -2 1 -2 0 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -2 -1 0 0 -2 0 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121612	genus_one	8	0 0 -1 -1 0 0 0 0 1 1 -2 1 -1 -2 -1 1 1	0 -1 -1 1 0 0 2 0 -1 0 1 0 -1 -1 0 0 1	2O+4F+phi(w)
121613	rational	10	-1 -2 3 -1 2 0 0 -2 -1 1 0 -1 1 0 1 1 -1	-1 1 1 1 0 2 0 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121614	rational	10	0 1 -1 -1 0 0 0 0 1 1 -2 1 -1 -2 -1 1 1	0 0 -1 1 0 0 2 0 -1 0 1 0 -1 -1 0 0 1	2O+4F+phi(w)
121615	genus_one	12	1 1 -1 -1 0 0 0 2 1 -1 2 -1 -1 2 1 -1 1	1 -2 -3 1 0 -2 2 0 -1 0 1 -2 1 1 2 0 1	2O+5F+phi(w)
121617	genus_one	8	1 2 -2 0 -1 0 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -1 -2 0 0 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121619	genus_one	8	1 1 -2 0 -1 0 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -2 -2 0 0 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121621	genus_one	8	1 0 1 -2 1 0 0 0 -1 1 0 -1 1 0 1 -1 1	1 -1 -2 -1 0 -2 1 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121622	rational	10	0 1 -1 0 -1 0 0 2 1 -1 0 1 -1 0 -1 -1 1	0 -2 -2 1 0 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121623	genus_one	8	1 1 -1 0 -1 0 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -2 -2 1 0 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121624	genus_one	8	0 0 2 -3 1 0 0 0 -1 1 0 -1 1 0 1 -1 1	0 -1 -3 0 0 -2 1 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121625	rational	10	-1 0 0 1 -1 0 2 0 -1 1 -2 1 1 0 -1 1 1	-1 1 1 0 0 0 -1 2 1 0 -1 0 1 -1 -2 0 1	2O+4F+phi(w)
121626	rational	10	0 -1 2 -1 1 0 0 -2 -1 1 0 -1 1 0 1 1 -1	0 2 1 0 0 2 -1 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121627	genus_one	8	-1 -1 2 -1 1 0 0 -2 -1 1 0 -1 1 0 1 1 -1	-1 2 1 0 0 2 -1 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121628	genus_one	8	0 0 -1 1 -1 0 0 0 1 -1 0 1 -1 0 -1 1 -1	0 1 1 1 0 2 -1 0 1 0 -1 2 1 -3 -2 0 -1	2O+4F+phi(w)
121629	rational	10	1 0 1 -1 1 0 0 0 -1 -1 2 -1 1 2 1 -1 1	-1 -1 1 1 -2 0 -1 2 1 2 -3 -2 1 1 0 0 1	2O+4F+phi(w)
121630	rational	10	0 1 1 -1 1 0 0 0 -1 -1 2 -1 1 2 1 -1 1	-2 0 1 1 -2 0 -1 2 1 2 -3 -2 1 1 0 0 1	2O+4F+phi(w)
121631	genus_one	8	-1 -1 1 -1 1 0 0 2 1 -1 0 -1 1 0 -1 -1 1	1 -2 -3 -1 0 -4 1 0 -1 0 3 -2 -1 5 2 -2 1	2O+4F+phi(w)
121632	rational	10	0 -2 2 0 0 1 0 0 -1 -1 0 -1 1 0 1 -1 -1	0 -1 0 0 1 0 0 0 -1 0 1 0 -1 1 0 0 -1	2O+4F+phi(w)
121633	genus_one	8	1 0 -2 0 0 -1 -2 2 3 -1 0 1 -1 0 -1 1 1	1 -1 -2 2 -1 0 2 -2 -1 0 1 0 1 -1 0 0 1	2O+4F+phi(w)
121634	genus_one	8	0 1 -2 0 0 -1 0 0 1 1 0 1 -1 0 -1 1 1	0 0 0 0 -1 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121635	rational	10	1 1 0 0 -2 1 0 2 -1 -1 0 -1 1 2 1 -1 1	1 0 -2 0 1 -2 0 0 -1 0 1 -2 1 1 0 0 1	2O+4F+phi(w)
121636	genus_one	8	0 0 -1 0 0 -1 0 0 1 1 0 1 -1 0 -1 1 1	0 -1 0 1 -1 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121637	rational	10	-1 2 -1 0 0 -1 0 0 1 1 0 1 -1 0 -1 1 1	-1 1 0 1 -1 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121639	genus_one	8	-1 1 -1 0 0 -1 0 0 1 1 0 1 -1 0 -1 1 1	-1 0 0 1 -1 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121640	genus_one	12	-2 -2 2 -1 2 -1 2 -2 -1 3 -2 1 1 -2 -1 1 -1	0 1 -1 -2 1 0 0 0 1 -2 1 2 -1 1 0 0 -1	2O+5F+phi(w)
121641	rational	10	1 0 0 1 0 -1 0 2 1 -1 0 1 1 2 -1 -1 1	1 -1 -1 0 -1 -2 0 0 1 0 1 -2 1 3 0 -2 1	2O+4F+phi(w)
121642	genus_one	8	0 1 -2 1 0 -1 0 0 1 1 0 1 -1 0 -1 1 1	0 0 1 0 -1 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121643	rational	10	1 1 0 -1 0 -1 0 0 1 1 0 1 -1 0 -1 -1 1	1 -2 -1 0 -1 -2 0 0 1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121644	rational	10	2 2 -1 1 -2 -1 0 2 1 -1 0 1 -1 2 -1 -1 1	2 -1 -1 1 -1 -2 0 0 1 0 1 -2 1 1 0 -2 1	2O+4F+phi(w)
121645	genus_one	8	1 0 1 -1 0 1 0 0 -1 -1 0 -1 1 0 1 -1 1	-1 -1 1 1 -1 0 0 2 -1 2 -1 -2 -1 1 0 0 1	2O+4F+phi(w)
121646	rational	10	-2 -1 1 1 0 -1 2 -2 -1 3 -2 1 1 -2 -1 1 -1	0 2 1 -3 1 0 -2 0 1 -2 1 2 -1 1 0 0 -1	2O+4F+phi(w)
121647	genus_one	8	-1 1 -1 1 0 -1 0 0 1 1 0 1 -1 0 -1 1 1	-1 0 1 1 -1 0 0 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121648	genus_one	8	-2 -2 2 0 1 -1 2 -2 -1 3 -2 1 1 -2 -1 1 -1	0 1 0 -2 1 0 -1 0 1 -2 1 2 -1 1 0 0 -1	2O+4F+phi(w)
121649	rational	10	1 2 -2 2 -1 -1 0 2 1 -1 0 1 -1 2 -1 -1 1	1 -1 0 0 -1 -2 1 0 1 0 1 -2 1 1 0 -2 1	2O+4F+phi(w)
121650	rational	10	-2 -1 2 0 1 1 0 -2 -1 1 0 -1 1 0 1 1 -1	-2 2 2 0 1 2 -1 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121651	genus_one	8	1 1 0 0 -1 1 0 2 -1 -1 0 -1 1 2 1 -1 1	1 0 -2 0 1 -2 1 0 -1 0 1 -2 1 1 0 0 1	2O+4F+phi(w)
121652	genus_one	8	0 0 -1 0 1 -1 0 0 1 1 0 1 -1 0 -1 1 1	0 -1 0 1 -1 0 1 0 1 0 -1 0 1 -1 0 0 1	2O+4F+phi(w)
121653	rational	10	-1 -2 1 0 1 1 0 -2 -1 1 0 -1 1 0 1 1 -1	-1 1 2 -1 1 2 -1 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121654	rational	10	-2 -1 1 0 1 -1 2 -2 -1 3 -2 1 1 -2 -1 1 -1	0 2 0 -3 1 0 -1 0 1 -2 1 2 -1 1 0 0 -1	2O+4F+phi(w)
121655	genus_one	8	-1 -1 1 0 1 1 0 -2 -1 1 0 -1 1 0 1 1 -1	-1 2 2 -1 1 2 -1 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121656	rational	10	0 0 2 -1 1 -1 0 0 -1 1 0 -1 1 0 1 -1 1	0 -1 -1 0 -1 -2 1 0 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121657	genus_one	8	1 2 -2 1 -1 -1 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -1 -1 0 -1 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121658	rational	10	0 1 0 1 -1 -1 2 0 -1 1 -2 1 1 0 -1 -1 1	0 0 1 -2 -1 -2 -1 2 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121659	genus_one	8	-1 -1 2 -1 1 1 0 -2 -1 1 0 -1 1 0 1 1 -1	-1 2 1 0 1 2 -1 0 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121660	rational	10	0 0 1 1 -1 -1 2 0 -1 1 -2 1 1 0 -1 -1 1	0 -1 1 -1 -1 -2 -1 2 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121661	genus_one	8	-1 0 1 -1 1 1 -2 0 1 -1 0 -1 1 0 -1 1 1	-1 1 1 1 -1 0 -1 0 1 2 -1 0 1 -1 -2 0 1	2O+4F+phi(w)
121662	rational	10	0 1 -1 1 -1 -1 0 2 1 -1 0 1 -1 0 -1 -1 1	0 -2 -1 1 -1 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121663	genus_one	8	1 1 -1 1 -1 -1 0 2 1 -1 0 1 -1 0 -1 -1 1	1 -2 -1 1 -1 -2 1 0 -1 0 1 -2 -1 3 2 -2 1	2O+4F+phi(w)
121665	genus_one	8	3 2 -2 0 -2 0 -1 2 1 -1 0 1 -1 2 1 -1 1	1 -1 -2 2 0 0 2 -1 -1 0 1 -2 1 -1 0 0 1	2O+4F+phi(w)
121666	rational	10	-2 -1 2 -2 2 0 1 -2 -1 3 -2 -1 1 -2 -1 1 1	0 0 0 -2 0 -2 0 1 1 0 1 0 -1 1 0 0 1	2O+4F+phi(w)
121667	genus_one	8	-1 1 2 0 0 0 1 -2 -3 1 0 -1 1 0 1 -1 -1	-1 2 2 -2 0 0 -2 1 1 0 -1 0 -1 1 0 0 -1	2O+4F+phi(w)
121668	genus_one	8	0 0 1 0 0 0 1 0 -1 1 -2 1 1 0 -1 -1 1	0 -1 0 -1 0 -2 0 1 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121670	genus_one	8	0 1 1 0 0 0 1 0 -1 1 -2 1 1 0 -1 -1 1	0 0 0 -1 0 -2 0 1 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121671	rational	10	-3 -1 3 -2 2 0 1 -2 -1 3 -2 -1 1 -2 -1 1 1	-1 0 0 -1 0 -2 0 1 1 0 1 0 -1 1 0 0 1	2O+4F+phi(w)
121672	rational	10	-2 0 2 -1 2 0 1 0 -1 1 0 -1 1 0 -1 -1 1	0 -1 -1 -2 0 -4 0 1 1 0 1 -2 -1 5 2 -2 1	2O+4F+phi(w)
121673	genus_one	8	3 2 -2 1 -2 0 -1 2 1 -1 0 1 -1 2 1 -1 1	1 -1 -1 2 0 0 2 -1 -1 0 1 -2 1 -1 0 0 1	2O+4F+phi(w)
121674	genus_one	8	0 1 -2 1 -2 0 1 2 1 1 -2 1 -1 0 -1 1 1	2 0 -3 0 2 -2 2 -1 -1 -2 3 0 1 -1 0 0 1	2O+4F+phi(w)
121675	rational	10	-1 -1 2 -1 2 0 -1 -2 -1 1 0 -1 1 0 1 1 -1	-1 2 1 0 0 2 0 -1 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121676	genus_one	8	0 0 1 -1 0 0 1 0 -1 1 0 -1 1 0 1 -1 1	0 -1 -1 -1 0 -2 0 1 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121677	rational	10	-1 0 3 -1 2 0 1 -2 -3 1 0 -1 1 0 1 -1 -1	-1 1 1 -1 0 0 0 1 1 0 -1 0 -1 1 0 0 -1	2O+4F+phi(w)
121678	rational	10	2 1 -1 -1 0 0 -1 2 1 -1 2 -1 -1 2 1 -1 1	2 -2 -3 1 0 -2 2 -1 -1 0 1 -2 1 1 2 0 1	2O+4F+phi(w)
121679	genus_one	8	1 1 -1 -1 0 0 -1 2 1 -1 2 -1 -1 2 1 -1 1	1 -2 -3 1 0 -2 2 -1 -1 0 1 -2 1 1 2 0 1	2O+4F+phi(w)
121680	genus_one	8	0 0 2 -2 1 0 -1 0 -1 1 0 -1 1 0 1 -1 1	0 -1 -2 0 0 -2 1 -1 -1 0 1 -2 -1 3 2 0 1	2O+4F+phi(w)
121682	genus_one	8	2 1 0 0 -1 0 -1 0 -1 -1 2 -1 -1 2 3 -1 -1	0 0 0 2 0 2 1 -1 -1 0 -1 0 1 -3 0 2 -1	2O+4F+phi(w)
121683	rational	10	-1 -1 2 0 1 0 -1 -2 -1 1 0 -1 1 0 1 1 -1	-1 2 2 0 0 2 -1 -1 1 0 -1 2 1 -3 -2 2 -1	2O+4F+phi(w)
121684	genus_one	8	-2 0 3 0 1 0 1 -2 -3 1 0 -1 1 0 1 -1 -1	-2 1 2 -1 0 0 -1 1 1 0 -1 0 -1 1 0 0 -1	2O+4F+phi(w)
121686	genus_one	8	0 1 1 0 -1 0 1 0 -1 1 -2 1 1 0 -1 -1 1	0 0 0 -1 0 -2 -1 1 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121688	genus_one	8	-2 0 2 -1 1 0 1 0 -1 1 0 -1 1 0 -1 -1 1	0 -1 -1 -2 0 -4 -1 1 1 0 1 -2 -1 5 2 -2 1	2O+4F+phi(w)
121689	rational	10	-1 0 2 1 1 0 1 -2 -3 1 0 -1 1 0 1 -1 -1	-1 1 3 -2 0 0 -1 1 1 0 -1 0 -1 1 0 0 -1	2O+4F+phi(w)
121690	rational	10	0 1 0 1 -1 0 1 0 -1 1 -2 1 1 0 -1 -1 1	0 0 1 -2 0 -2 -1 1 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121691	genus_one	8	1 1 -4 1 -1 0 -1 2 3 -1 0 1 -1 0 -1 1 1	1 0 -1 0 0 0 1 -1 -1 0 1 0 1 -1 0 0 1	2O+4F+phi(w)
121692	genus_one	8	2 0 -1 1 -1 0 -1 2 1 -3 2 -1 -1 2 1 -1 -1	2 -1 -1 1 0 0 1 -1 -1 0 1 0 1 -1 0 0 -1	2O+4F+phi(w)
121695	genus_one	8	-1 -1 1 -1 1 0 1 -2 -1 3 -2 1 1 -2 -1 1 1	-1 0 1 -1 0 0 -1 1 1 0 -1 0 -1 1 0 0 1	2O+4F+phi(w)
121696	genus_one	8	0 0 2 0 0 -1 1 0 -1 1 -2 1 1 0 -1 -1 1	0 -1 0 0 -1 -2 0 1 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
121698	rational	10	-2 -1 2 0 0 1 1 -2 -1 1 -2 -1 1 -2 -1 1 -1	0 2 2 -2 1 0 -2 1 1 0 1 2 -1 -1 -2 0 -1	2O+4F+phi(w)
121699	genus_one	8	-1 1 2 0 0 1 1 -2 -3 1 0 -1 1 0 1 -1 -1	-1 2 2 -2 1 0 -2 1 1 0 -1 0 -1 1 0 0 -1	2O+4F+phi(w)
121700	rational	10	0 0 1 0 0 -1 1 0 -1 1 0 1 1 0 -1 -1 1	0 -1 0 -1 -1 -2 -2 1 1 0 -1 -2 -1 5 2 -2 1	2O+4F+phi(w)
121701	genus_one	8	1 0 1 0 0 -1 1 0 -1 1 -2 1 1 0 -1 -1 1	1 -1 0 -1 -1 -2 0 1 1 0 1 -2 -1 3 0 -2 1	2O+4F+phi(w)
