orbit_mask	category	minimum_norm	reduced_basis_w	parent_MW17_w	lattice_class_at_minimum
121387	genus_one	12	1 -1 2 -3 2 1 -2 0 0 -1 0 -1 1 0 1 -1 1	-1 -2 -1 2 -1 0 2 0 -1 2 0 -2 -1 1 0 0 1	2O+5F+phi(w)
121388	rational	10	2 0 -1 -1 0 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	2 -3 -3 1 -1 -2 2 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121389	rational	10	1 0 -1 -1 0 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	1 -3 -3 1 -1 -2 2 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121390	rational	10	0 1 1 1 0 -1 2 0 -2 1 -2 1 1 0 -1 -1 1	0 0 1 -1 -1 -2 0 2 1 0 0 -2 -1 3 0 -2 1	2O+4F+phi(w)
121391	rational	10	1 1 -1 -1 0 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -3 1 -1 -2 2 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121392	rational	10	0 0 0 0 1 -1 0 2 0 -1 2 -1 1 2 1 -1 1	0 -1 -2 0 -1 -2 1 0 -1 0 0 -2 1 3 2 0 1	2O+4F+phi(w)
121393	rational	10	-3 -2 2 -2 3 1 0 -2 0 1 0 -1 1 -2 -1 1 -1	-1 1 0 -2 1 0 -1 0 1 0 0 2 -1 1 0 0 -1	2O+4F+phi(w)
121394	genus_one	8	2 1 -2 0 -1 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	2 -2 -2 0 -1 -2 1 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121395	genus_one	8	1 1 -2 0 -1 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 0 -1 -2 1 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121396	rational	10	-2 -2 1 0 1 -1 2 -2 0 3 -2 1 1 -2 -1 1 -1	0 1 0 -3 1 0 -1 0 1 -2 2 2 -1 1 0 0 -1	2O+4F+phi(w)
121397	rational	10	-1 -2 1 -2 1 1 0 -2 0 1 0 -1 1 -2 1 1 -1	-1 1 0 -1 1 2 -1 0 -1 0 0 2 -1 -1 0 2 -1	2O+4F+phi(w)
121398	genus_one	8	-2 -1 1 -2 1 1 0 0 0 1 -2 -1 1 -2 -1 1 1	0 0 -2 -1 1 -2 1 0 -1 0 2 0 -1 1 0 0 1	2O+4F+phi(w)
121399	genus_one	8	1 1 -1 0 -1 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 1 -1 -2 1 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121400	genus_one	8	0 0 2 -1 1 -1 0 0 -2 1 0 -1 1 0 1 -1 1	0 -1 -1 0 -1 -2 1 0 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121401	genus_one	8	1 0 -2 1 -1 -1 0 2 2 -1 0 1 -1 0 -1 1 1	1 -1 -1 2 -1 0 1 0 -1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121402	genus_one	8	0 1 -2 1 -1 -1 0 2 2 -1 0 1 -1 0 -1 1 1	0 0 -1 2 -1 0 1 0 -1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121403	genus_one	8	1 1 -2 1 -1 -1 0 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -1 0 -1 -2 1 0 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121404	genus_one	8	0 0 -1 -1 1 -1 0 0 2 1 0 1 -1 0 -1 1 1	0 -1 -1 1 -1 0 1 0 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121405	genus_one	8	-1 0 1 -1 1 1 0 0 0 -1 0 -1 1 0 -1 -1 1	-1 -1 1 -1 -1 -2 -1 2 1 2 0 -2 -1 3 0 -2 1	2O+4F+phi(w)
121406	genus_one	8	0 1 -3 1 -1 -1 0 2 2 -1 0 1 -1 0 -1 1 1	0 0 -1 1 -1 0 1 0 -1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121407	genus_one	8	1 1 -3 1 -1 -1 0 2 2 -1 0 1 -1 0 -1 1 1	1 0 -1 1 -1 0 1 0 -1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121408	genus_one	8	0 0 2 0 0 0 1 -2 -2 1 0 -1 1 0 1 -1 -1	0 1 2 -2 0 0 -2 1 1 0 0 0 -1 1 0 0 -1	2O+4F+phi(w)
121409	genus_one	8	-1 0 2 0 0 0 1 -2 -2 1 0 -1 1 0 1 -1 -1	-1 1 2 -2 0 0 -2 1 1 0 0 0 -1 1 0 0 -1	2O+4F+phi(w)
121410	genus_one	8	0 1 -2 0 0 0 -1 0 2 1 0 1 -1 0 -1 1 1	0 0 0 0 0 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121411	genus_one	8	1 1 -2 0 0 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 0 0 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121412	rational	10	0 0 1 -2 2 0 -1 0 0 -1 2 -1 1 0 1 -1 1	-2 -1 0 1 -2 0 0 1 -1 2 -2 -2 -1 3 2 0 1	2O+4F+phi(w)
121413	rational	10	1 0 1 0 0 0 -1 2 0 -1 0 -1 1 2 1 -1 1	1 -1 -2 1 0 -2 2 -1 -1 0 2 -2 1 1 0 0 1	2O+4F+phi(w)
121414	rational	10	0 1 -1 0 0 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	0 -2 -2 1 0 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121415	rational	10	1 1 -1 0 0 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 1 0 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121416	genus_one	8	0 0 2 -1 0 0 1 -2 -2 1 0 -1 1 0 1 -1 -1	0 1 1 -2 0 0 -2 1 1 0 0 0 -1 1 0 0 -1	2O+4F+phi(w)
121417	genus_one	8	3 2 -2 1 -2 0 -1 2 0 -1 0 1 -1 2 1 -1 1	1 -1 -1 2 0 0 2 -1 -1 0 0 -2 1 -1 0 0 1	2O+4F+phi(w)
121418	rational	10	2 1 -2 -1 0 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	2 -2 -3 0 0 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121419	rational	10	1 1 -2 -1 0 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -3 0 0 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121421	rational	10	1 0 1 -1 0 0 -1 2 0 -1 0 -1 1 2 1 -1 1	1 -1 -3 1 0 -2 2 -1 -1 0 2 -2 1 1 0 0 1	2O+4F+phi(w)
121422	genus_one	8	0 1 -1 -1 0 0 -1 0 2 1 0 1 -1 0 -1 1 1	0 0 -1 1 0 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121423	genus_one	8	1 1 -1 -1 0 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -3 1 0 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121424	genus_one	8	0 0 0 0 1 -2 1 0 0 1 0 1 1 0 -1 -1 1	0 -1 0 -2 -2 -2 -1 1 1 0 0 -2 -1 5 2 -2 1	2O+4F+phi(w)
121425	genus_one	8	1 2 -2 0 -1 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -1 -2 0 0 -2 1 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121426	genus_one	8	2 1 -2 0 -1 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	2 -2 -2 0 0 -2 1 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121427	genus_one	8	1 1 -2 0 -1 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 0 0 -2 1 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121428	genus_one	8	0 0 1 -2 1 0 1 0 -2 1 0 -1 1 0 1 -1 1	0 -1 -2 -1 0 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121429	genus_one	8	-1 -2 1 0 1 0 1 -2 0 1 -2 1 1 -2 -1 1 -1	-1 1 2 -1 0 2 -1 1 1 0 0 2 -1 -1 -2 0 -1	2O+4F+phi(w)
121430	genus_one	8	0 -1 1 0 1 -2 1 0 0 1 0 1 1 0 -1 -1 1	0 -2 0 -1 -2 -2 -1 1 1 0 0 -2 -1 5 2 -2 1	2O+4F+phi(w)
121431	genus_one	8	1 1 -1 0 -1 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 1 0 -2 1 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121432	genus_one	8	0 0 0 1 -1 0 1 0 0 1 -2 1 1 0 -1 1 1	0 1 1 0 0 0 -1 1 1 0 0 0 1 -1 -2 0 1	2O+4F+phi(w)
121433	genus_one	8	-1 0 2 -1 1 0 1 0 -2 1 0 -1 1 0 1 -1 1	-1 -1 -1 0 0 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121435	rational	10	1 1 -2 1 -1 0 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -1 0 0 -2 1 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121436	genus_one	8	0 0 -1 -1 1 0 -1 0 2 1 0 1 -1 0 -1 1 1	0 -1 -1 1 0 0 1 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121437	genus_one	8	-1 0 1 -1 1 0 1 0 -2 1 0 -1 1 0 1 -1 1	-1 -1 -1 -1 0 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121440	genus_one	8	0 0 0 0 0 1 -1 0 0 -1 0 -1 -1 0 1 1 -1	0 1 0 2 1 2 2 -1 -1 0 0 2 1 -5 -2 2 -1	2O+4F+phi(w)
121441	genus_one	8	-1 0 2 -2 2 1 -1 0 0 -1 0 -1 1 0 -1 -1 1	-1 -1 0 0 -1 -2 0 1 1 2 0 -2 -1 3 0 -2 1	2O+4F+phi(w)
121442	rational	10	0 1 2 0 0 -1 1 0 -2 1 -2 1 1 0 -1 -1 1	0 0 0 0 -1 -2 0 1 1 0 0 -2 -1 3 0 -2 1	2O+4F+phi(w)
121443	rational	10	1 1 -2 0 0 -1 -1 0 2 1 0 1 -1 0 -1 1 1	1 0 0 0 -1 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121444	rational	10	2 2 -1 0 -2 1 -1 2 0 -1 0 -1 -1 2 1 -1 1	2 -1 -2 1 1 -2 2 -1 -1 0 2 -2 1 -1 0 0 1	2O+4F+phi(w)
121445	rational	10	1 2 -1 2 -2 -1 1 2 0 -1 0 1 -1 2 -1 -1 1	1 -1 0 1 -1 -2 0 1 1 0 0 -2 1 1 0 -2 1	2O+4F+phi(w)
121446	genus_one	8	0 1 -1 0 0 -1 -1 0 2 1 0 1 -1 0 -1 1 1	0 0 0 1 -1 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121447	genus_one	8	1 1 -1 0 0 -1 -1 2 2 -1 0 1 -1 0 -1 -1 1	1 -2 -2 1 -1 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121448	genus_one	8	0 0 2 -1 0 -1 1 0 -2 1 0 -1 1 0 1 -1 1	0 -1 -1 0 -1 -2 0 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121449	genus_one	8	-1 0 2 -1 2 1 -1 0 0 -1 0 -1 1 0 -1 -1 1	-1 -1 1 0 -1 -2 0 1 1 2 0 -2 -1 3 0 -2 1	2O+4F+phi(w)
121450	genus_one	8	0 1 0 -1 0 1 -1 0 0 -1 2 -1 -1 0 1 -1 -1	0 0 -1 0 1 0 0 -1 -1 0 0 0 -1 1 2 0 -1	2O+4F+phi(w)
121451	genus_one	8	1 1 -2 1 -2 1 -1 2 2 -1 -2 1 -1 0 -1 1 1	1 0 -1 2 1 0 2 -1 -1 0 2 0 1 -3 -2 0 1	2O+4F+phi(w)
121452	rational	10	2 0 -1 -1 0 -1 -1 2 2 -1 0 1 -1 0 -1 -1 1	2 -3 -3 1 -1 -2 2 -1 -1 0 2 -2 -1 3 2 -2 1	2O+4F+phi(w)
121453	rational	10	1 0 -1 -1 0 -1 -1 0 2 1 0 1 -1 0 -1 1 1	1 -1 -1 1 -1 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121454	rational	10	0 1 -1 -1 0 -1 -1 0 2 1 0 1 -1 0 -1 1 1	0 0 -1 1 -1 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121455	rational	10	1 1 -1 -1 0 -1 -1 0 2 1 0 1 -1 0 -1 1 1	1 0 -1 1 -1 0 0 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121456	genus_one	8	0 0 -2 2 -1 -1 1 0 0 1 0 1 -1 0 1 1 -1	0 1 0 0 1 2 1 -1 -1 -2 0 2 1 -3 0 2 -1	2O+4F+phi(w)
121457	genus_one	8	1 0 0 0 -1 1 -1 0 0 -1 0 -1 -1 0 1 1 -1	1 1 0 2 1 2 1 -1 -1 0 0 2 1 -5 -2 2 -1	2O+4F+phi(w)
121458	rational	10	-2 -1 2 0 1 1 1 -2 -2 1 0 -1 1 0 1 1 -1	-2 2 2 0 1 2 -1 1 1 0 -2 2 1 -3 -2 2 -1	2O+4F+phi(w)
121459	rational	10	1 1 0 0 -1 1 -1 2 0 -1 0 -1 1 2 1 -1 1	1 0 -2 0 1 -2 1 -1 -1 0 2 -2 1 1 0 0 1	2O+4F+phi(w)
121460	genus_one	8	0 0 -1 0 1 -1 -1 0 2 1 0 1 -1 0 -1 1 1	0 -1 0 1 -1 0 1 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121461	genus_one	8	1 0 -1 0 -1 1 -1 0 0 -1 0 -1 -1 0 1 1 -1	1 1 0 1 1 2 1 -1 -1 0 0 2 1 -5 -2 2 -1	2O+4F+phi(w)
121462	rational	10	2 -1 -1 0 -1 -1 1 0 0 1 0 1 -1 0 1 -1 -1	2 -2 -2 -1 1 0 1 -1 -1 -2 2 0 -1 1 2 0 -1	2O+4F+phi(w)
121463	rational	10	-3 -1 3 0 1 1 1 -2 -2 1 -2 -1 1 -2 -1 1 -1	-1 2 2 -1 1 0 -1 1 1 0 0 2 -1 -1 -2 0 -1	2O+4F+phi(w)
121464	genus_one	8	0 0 2 -1 1 -1 1 0 -2 1 0 -1 1 0 1 -1 1	0 -1 -1 0 -1 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121465	genus_one	8	-1 0 2 -1 1 -1 1 0 -2 1 0 -1 1 0 1 -1 1	-1 -1 -1 0 -1 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121466	genus_one	8	0 -1 2 -1 1 -1 1 0 -2 1 0 -1 1 0 1 -1 1	0 -2 -1 0 -1 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121467	genus_one	8	1 -1 -2 1 -1 -1 1 0 0 1 0 1 -1 0 1 1 -1	1 0 -1 0 1 2 1 -1 -1 -2 0 2 1 -3 0 2 -1	2O+4F+phi(w)
121468	genus_one	8	0 0 1 -1 1 -1 1 0 -2 1 0 -1 1 0 1 -1 1	0 -1 -1 -1 -1 -2 1 1 -1 0 0 -2 -1 3 2 0 1	2O+4F+phi(w)
121469	genus_one	8	1 0 -1 -1 1 -1 -1 0 2 1 0 1 -1 0 -1 1 1	1 -1 -1 1 -1 0 1 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121470	genus_one	8	0 1 -1 -1 1 -1 -1 0 2 1 0 1 -1 0 -1 1 1	0 0 -1 1 -1 0 1 -1 1 0 0 0 1 -1 0 0 1	2O+4F+phi(w)
121471	genus_one	8	1 -1 -1 1 -1 -1 1 0 0 1 0 1 -1 0 1 1 -1	1 0 -1 1 1 2 1 -1 -1 -2 0 2 1 -3 0 2 -1	2O+4F+phi(w)
121473	rational	10	-1 0 2 -2 2 0 0 -1 0 1 0 -1 1 0 -1 -1 1	0 -1 0 -2 -1 -3 -1 1 2 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121474	rational	10	0 1 0 0 0 0 0 1 0 -1 2 -1 1 2 1 -1 1	-1 0 0 0 -1 -1 -1 1 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121476	genus_one	8	0 0 3 -2 2 0 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 0 1 -1 -1 1 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121477	genus_one	8	-1 0 3 -2 2 0 0 -1 -2 1 0 -1 1 0 1 -1 1	-2 -1 0 1 -1 -1 1 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121478	genus_one	8	0 -1 3 -2 2 0 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 -2 0 1 -1 -1 1 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121479	genus_one	8	1 1 -1 0 0 0 -2 1 2 -1 0 1 -1 0 -1 1 1	0 0 0 3 -1 1 1 -1 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121480	rational	10	2 2 0 -1 0 0 -2 1 0 -1 2 -1 -1 2 1 -1 1	1 -1 -1 2 -1 -1 1 -1 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121481	rational	10	1 0 0 -1 0 0 0 1 0 -1 2 -1 1 2 1 -1 1	0 -1 -1 0 -1 -1 -1 1 0 1 -1 -2 1 2 1 0 1	2O+4F+phi(w)
121482	genus_one	8	2 1 -2 1 -2 0 0 1 0 -1 0 1 -1 0 1 -1 -1	1 0 -1 0 1 1 1 -1 -2 -1 1 0 -1 0 1 0 -1	2O+4F+phi(w)
121483	genus_one	8	1 1 -2 1 0 0 -2 1 2 -1 0 1 -1 0 -1 1 1	0 0 1 2 -1 1 1 -1 0 1 -1 0 1 -2 -1 0 1	2O+4F+phi(w)
121484	genus_one	8	2 0 -1 1 -2 0 0 1 0 -1 0 1 -1 0 1 -1 -1	1 -1 -1 1 1 1 1 -1 -2 -1 1 0 -1 0 1 0 -1	2O+4F+phi(w)
121485	genus_one	8	-1 0 1 -1 2 0 0 1 0 -1 0 -1 1 0 -1 -1 1	0 -1 -1 -1 -1 -3 1 1 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121486	rational	10	2 1 -1 -1 0 0 -2 1 2 -1 0 1 -1 0 -1 -1 1	1 -2 -1 1 -1 -1 1 -1 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121487	rational	10	1 1 -1 -1 0 0 0 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 -1 1 -1 -1 1 1 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121491	rational	10	1 1 -2 0 -1 0 0 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 0 0 -1 -1 0 1 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121494	rational	10	0 -1 1 0 1 0 0 -1 0 1 -2 1 1 0 -1 1 1	-1 0 2 1 -1 1 0 1 2 1 -1 0 1 -2 -3 0 1	2O+4F+phi(w)
121495	rational	10	1 1 -1 0 -1 0 0 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 0 1 -1 -1 0 1 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121498	genus_one	8	0 1 2 -1 1 0 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 0 1 0 -1 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121499	genus_one	8	-1 1 2 -1 1 0 0 -1 -2 1 0 -1 1 0 1 -1 1	-2 0 1 0 -1 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121502	genus_one	8	0 1 1 -1 1 0 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 0 1 -1 -1 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121503	genus_one	8	1 -1 -1 1 -1 0 0 -1 0 1 0 1 -1 0 1 1 -1	0 0 1 1 1 3 0 -1 0 -1 -1 2 1 -4 -1 2 -1	2O+4F+phi(w)
121505	rational	10	-1 0 0 0 0 1 0 -1 0 1 -2 1 -1 -2 -1 1 -1	0 1 0 0 2 1 1 -1 0 -1 1 2 -1 -2 -1 0 -1	2O+4F+phi(w)
121506	genus_one	8	0 1 -2 0 0 -1 0 1 2 1 0 1 -1 0 -1 1 1	1 0 -2 0 0 -1 1 -1 0 -1 1 0 1 0 1 0 1	2O+4F+phi(w)
121507	genus_one	8	-1 1 0 0 0 1 0 1 0 -1 0 -1 1 0 -1 -1 1	0 0 0 -2 0 -3 -1 1 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121508	genus_one	8	0 0 3 -2 2 -1 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 0 1 -2 -1 1 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121509	genus_one	8	-1 0 1 0 0 1 0 1 0 -1 0 -1 1 0 -1 -1 1	0 -1 0 -1 0 -3 -1 1 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121510	rational	10	-2 1 1 0 0 1 0 1 0 -1 0 -1 1 0 -1 -1 1	-1 0 0 -1 0 -3 -1 1 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121511	rational	10	1 1 -1 0 0 -1 0 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 0 1 -2 -1 1 1 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121512	rational	10	2 2 -2 1 -2 -1 0 3 2 -1 0 1 -1 2 -1 -1 1	3 -1 -3 0 0 -3 1 -1 0 -1 3 -2 1 2 1 -2 1	2O+4F+phi(w)
121513	rational	10	1 2 -2 1 -2 -1 0 3 2 -1 0 1 -1 2 -1 -1 1	2 -1 -3 0 0 -3 1 -1 0 -1 3 -2 1 2 1 -2 1	2O+4F+phi(w)
121514	rational	10	-2 -1 2 -3 2 1 0 -1 0 1 -2 -1 1 -2 -1 1 1	-1 0 -1 0 0 -1 1 1 0 1 1 0 -1 0 -1 0 1	2O+4F+phi(w)
121515	rational	10	-1 -1 2 -3 2 1 0 -1 0 1 -2 -1 1 -2 -1 1 1	0 0 -1 0 0 -1 1 1 0 1 1 0 -1 0 -1 0 1	2O+4F+phi(w)
121516	genus_one	8	0 0 -1 -1 0 -1 0 1 2 1 0 1 -1 0 -1 1 1	1 -1 -3 1 0 -1 1 -1 0 -1 1 0 1 0 1 0 1	2O+4F+phi(w)
121517	genus_one	8	-1 0 1 -1 0 1 0 1 0 -1 0 -1 1 0 -1 -1 1	0 -1 -1 -1 0 -3 -1 1 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121518	genus_one	8	0 -1 -1 1 0 -1 0 1 2 -1 0 1 -1 0 -1 1 -1	1 0 -1 1 0 1 1 -1 0 -1 1 2 1 -2 -1 0 -1	2O+4F+phi(w)
121519	genus_one	8	-1 1 1 -1 0 1 0 1 0 -1 0 -1 1 0 -1 -1 1	0 0 -1 -1 0 -3 -1 1 0 1 1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121521	rational	10	1 0 0 0 -1 -1 2 1 0 1 -2 1 1 0 -1 -1 1	2 -1 -2 -2 0 -3 0 1 0 -1 3 -2 -1 4 1 -2 1	2O+4F+phi(w)
121522	genus_one	8	-2 -1 2 0 1 -1 2 -3 -2 3 -2 1 1 -2 -1 1 -1	-1 2 2 -2 0 1 -2 1 2 -1 -1 2 -1 0 -1 0 -1	2O+4F+phi(w)
121523	genus_one	8	1 1 -2 0 -1 -1 0 3 2 -1 0 1 -1 0 -1 -1 1	2 -2 -4 0 0 -3 2 -1 -2 -1 3 -2 -1 4 3 -2 1	2O+4F+phi(w)
121524	rational	10	0 0 1 0 1 -1 0 -1 0 1 0 1 1 0 -1 -1 1	-1 -1 2 -1 -2 -1 -2 1 2 1 -1 -2 -1 4 1 -2 1	2O+4F+phi(w)
121525	rational	10	-1 0 -1 2 -1 -1 2 -1 0 1 0 1 -1 0 -1 1 -1	0 1 2 -1 0 1 -2 1 2 -1 -1 2 1 -2 -1 0 -1	2O+4F+phi(w)
121526	genus_one	8	0 1 1 -2 1 1 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 0 0 -1 0 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121527	genus_one	8	1 1 1 0 -1 1 0 1 -2 -1 0 -1 1 2 1 -1 1	0 0 0 1 0 -1 0 1 0 1 -1 -2 1 0 -1 0 1	2O+4F+phi(w)
121528	rational	10	0 0 0 1 -1 -1 2 1 0 1 -2 1 1 0 -1 -1 1	1 -1 -1 -2 0 -3 0 1 0 -1 3 -2 -1 4 1 -2 1	2O+4F+phi(w)
121529	rational	10	-1 0 2 -1 1 1 0 -1 -2 1 0 -1 1 0 1 -1 1	-2 -1 1 0 0 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121530	rational	10	-2 -1 2 1 1 -1 2 -3 -2 3 -2 1 1 -2 -1 1 -1	-1 2 3 -2 0 1 -2 1 2 -1 -1 2 -1 0 -1 0 -1	2O+4F+phi(w)
121531	rational	10	-3 -1 2 1 1 -1 2 -3 -2 3 -2 1 1 -2 -1 1 -1	-2 2 3 -2 0 1 -2 1 2 -1 -1 2 -1 0 -1 0 -1	2O+4F+phi(w)
121532	rational	10	0 0 1 -1 1 1 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 1 -1 0 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121534	rational	10	0 1 1 -1 1 1 0 -1 -2 1 0 -1 1 0 1 -1 1	-1 0 1 -1 0 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121535	rational	10	-1 1 1 -1 1 1 0 -1 -2 1 0 -1 1 0 1 -1 1	-2 0 1 -1 0 -1 0 1 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121536	rational	10	0 2 0 0 0 0 -1 1 0 -1 2 -1 -1 2 1 -1 1	-1 -1 0 2 -1 -1 1 0 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121540	genus_one	8	0 0 3 -2 2 0 -1 -1 -2 1 0 -1 1 0 1 -1 1	-1 -1 0 1 -1 -1 1 0 0 1 -1 -2 -1 2 1 0 1	2O+4F+phi(w)
121541	genus_one	8	1 2 -1 0 0 0 -1 1 0 -1 2 -1 -1 2 1 -1 1	0 -1 0 1 -1 -1 1 0 0 1 -1 -2 1 0 1 0 1	2O+4F+phi(w)
121542	genus_one	8	0 -1 1 -2 2 0 -1 -1 0 1 0 -1 1 0 1 1 1	-1 0 0 1 -1 1 1 0 0 1 -1 0 1 -2 -1 2 1	2O+4F+phi(w)
121543	genus_one	8	1 1 -1 0 0 0 -1 1 2 -1 0 1 -1 0 -1 -1 1	0 -2 0 1 -1 -1 1 0 0 1 1 -2 -1 2 1 -2 1	2O+4F+phi(w)
121544	genus_one	8	2 0 -2 1 -2 0 1 1 0 -1 0 1 -1 0 1 -1 -1	1 -1 -1 0 1 1 1 0 -2 -1 1 0 -1 0 1 0 -1	2O+4F+phi(w)
