mask	representative
95687	1 -1 1 0 2 -2 -3 1 -1 0 -1 -2 1 3 -1 -2 -3
95696	0 0 0 0 1 0 -1 -1 -1 0 1 0 1 -1 -1 0 -1
95696	0 0 0 0 1 0 -1 1 -1 0 -1 0 1 1 1 0 -1
95696	0 0 0 0 1 0 -1 -1 -1 0 1 0 -1 -1 -1 0 1
95696	0 2 2 2 3 -6 -9 3 -3 2 -1 -6 -1 5 -3 -2 -3
95698	2 -1 2 2 3 -2 -5 1 -3 0 1 -4 -1 1 -3 0 -3
95698	2 -1 0 0 1 0 -1 -1 -1 0 1 0 1 -1 -1 0 -1
95698	0 1 0 0 1 -2 -3 1 1 0 -1 -2 -1 3 -1 -2 -1
95698	0 1 0 0 1 0 -1 -1 -1 0 1 0 -1 -1 -1 0 1
95702	2 -1 1 2 3 -2 -5 1 -3 0 1 -4 -1 1 -3 0 -3
95702	0 1 1 2 3 -4 -7 1 -1 2 -1 -4 -1 3 -3 0 -3
95702	2 -1 1 0 3 0 -3 -1 -3 -2 1 -2 1 -1 -1 0 -1
95702	0 1 1 2 3 -4 -7 3 -3 2 -1 -4 -1 3 -3 0 -3
95703	1 -1 -1 -2 -1 4 5 -3 1 -2 1 4 1 -3 1 0 1
95703	1 -1 1 0 1 0 -1 -1 -1 0 1 0 1 -1 -1 0 -1
95703	1 1 1 2 3 -6 -9 3 -3 2 -1 -6 -1 5 -3 -2 -3
95703	1 -1 -1 0 1 2 1 -1 -1 0 3 0 -1 -3 -1 2 1
95721	1 0 0 1 2 -1 -3 -1 -1 0 1 -2 -1 1 -1 0 -1
95721	1 -2 -2 -3 -2 3 7 -1 1 -2 1 4 1 -3 3 0 3
95721	1 0 0 -1 2 -3 -3 1 -1 0 -1 -2 1 3 -1 -2 -3
95721	1 -2 0 -1 0 3 3 -1 -1 -2 1 2 1 -3 1 2 1
95746	0 1 2 2 2 -2 -6 0 -2 1 1 -4 -1 1 -3 0 -1
95746	2 -1 0 0 0 0 0 0 0 1 1 0 -1 -1 -1 0 -1
95746	0 1 0 2 2 -2 -4 0 -2 1 1 -2 -1 1 -1 0 -1
95746	0 1 0 0 2 0 -2 0 0 1 1 -2 -1 1 -1 0 -1
95757	1 0 1 1 2 -2 -4 0 -2 1 1 -2 -1 1 -3 0 -1
95757	1 0 1 1 2 -4 -6 2 -2 1 -1 -4 -1 3 -3 0 -3
95757	1 0 1 1 2 0 -2 0 -2 -1 1 -2 -1 -1 -1 0 -1
95757	1 0 1 1 2 -2 -4 0 -2 1 1 -2 -1 1 -1 0 -1
95764	2 0 1 0 3 -4 -6 2 -2 1 -1 -4 -1 3 -3 -2 -3
95764	0 2 1 2 3 -2 -6 0 -2 1 1 -4 -1 1 -3 0 -1
95764	0 0 1 0 -1 0 0 0 0 -1 -1 0 1 -1 1 0 1
95764	2 -2 1 0 1 0 0 0 -2 -1 1 0 -1 -1 -1 0 -1
95769	1 0 2 1 3 -4 -6 2 -2 1 -1 -4 -1 3 -3 -2 -3
95769	3 -2 0 -1 1 0 0 0 -2 -1 1 0 -1 -1 -1 0 -1
95769	1 0 0 1 3 -2 -4 0 -2 1 1 -2 -1 1 -1 0 -1
95769	1 0 0 1 1 0 -2 0 0 1 1 -2 -1 1 -1 0 -1
95786	2 -1 0 1 2 -1 -2 0 -2 -1 1 -2 -1 -1 -1 0 -1
95786	0 1 0 1 0 -1 -2 0 0 1 1 -2 -1 1 -1 0 -1
95786	0 1 0 1 2 -1 -4 0 0 1 1 -2 -1 1 -1 0 -1
95786	0 1 0 1 2 -1 -2 0 0 1 1 -2 -1 1 -1 0 -1
95812	0 0 1 0 -2 0 1 0 0 -1 -1 0 1 -1 1 0 1
95812	0 0 1 2 2 0 -3 0 -2 1 1 -2 -1 -1 -3 2 -1
95812	0 0 1 0 0 0 -1 0 0 1 1 0 -1 1 -1 0 -1
95812	0 0 1 2 0 0 -1 0 0 1 -1 0 -1 1 -1 0 -1
95814	0 1 1 2 2 -2 -5 0 -2 1 1 -4 -1 1 -3 0 -1
95814	0 1 -1 0 2 -2 -3 0 0 1 1 -2 -1 1 -1 0 -1
95814	0 1 1 2 2 -4 -7 2 -2 1 -1 -4 -1 3 -3 0 -3
95814	2 -1 1 0 2 0 -1 0 -2 -1 1 -2 -1 -1 -1 0 -1
95826	2 -1 0 0 1 0 -1 0 -2 -1 1 0 -1 -1 -1 0 -1
95826	0 1 0 0 1 -2 -3 0 0 1 1 -2 -1 1 -1 0 -1
95826	0 1 0 2 1 0 -3 0 0 1 1 -2 -1 1 -1 0 -1
95826	0 1 0 0 -1 0 1 0 0 -1 -1 0 1 -1 1 0 1
95831	1 1 1 2 3 -4 -7 2 -2 1 -1 -4 -1 3 -3 -2 -3
95831	1 -1 -1 0 1 0 -1 0 0 1 1 0 -1 1 -1 0 -1
95831	1 1 1 2 5 -4 -9 2 -4 1 1 -6 -1 3 -3 0 -3
95831	1 1 1 2 3 -4 -7 2 -2 3 -1 -4 -1 3 -3 0 -3
95836	2 0 1 1 3 -4 -7 2 -2 1 -1 -4 -1 3 -3 -2 -3
95836	0 0 1 -1 -1 0 1 0 0 -1 -1 0 1 -1 1 0 1
95836	2 0 1 1 3 -2 -5 2 -2 1 1 -4 -1 1 -3 0 -3
95836	0 0 1 1 1 -2 -3 2 -2 1 -1 -2 1 1 -1 0 -1
95867	1 -1 0 -1 1 1 1 -2 0 -1 1 0 1 -1 -1 0 -1
95867	1 -1 0 -1 1 1 1 0 0 -1 1 0 -1 -1 -1 0 -1
95867	1 -1 0 -1 -1 1 3 0 0 -1 -1 2 1 -1 1 0 1
95867	1 1 0 1 1 -1 -3 0 0 1 1 -2 -1 1 -1 0 -1
95868	2 0 1 1 3 -5 -7 2 -2 1 -1 -4 -1 3 -3 -2 -3
95868	0 0 1 1 -1 1 1 0 0 -1 -1 0 1 -1 1 0 1
95868	0 0 1 1 1 -1 -3 0 0 1 1 -2 -1 1 -1 0 -1
95868	0 0 1 1 -1 -1 -1 0 0 1 -1 0 -1 1 -1 0 -1
95875	3 -1 2 2 4 -2 -6 1 -4 1 1 -4 -1 1 -3 0 -3
95875	1 -1 0 0 2 0 -2 -1 -2 -1 1 0 1 -1 -1 0 -1
95875	1 -1 0 0 2 0 0 -1 -2 -1 1 0 1 -1 -1 0 -1
95875	1 -1 0 0 0 2 2 -1 -2 -1 1 2 1 -3 1 2 1
95890	2 -1 0 0 3 -2 -4 1 -2 1 1 -2 -1 1 -3 0 -3
95890	0 1 2 2 3 -2 -6 1 -2 1 -1 -4 -1 3 -3 0 -3
95890	2 -1 0 0 3 0 -2 -1 -2 -1 1 -2 1 -1 -1 0 -1
95890	2 -1 0 0 1 0 0 -1 -2 -1 1 0 1 -1 -1 0 -1
95894	2 -1 1 0 3 -2 -4 1 -2 1 1 -2 -1 1 -3 0 -3
95894	0 1 1 2 1 -4 -6 3 -2 1 -1 -4 -1 3 -1 0 -1
95894	2 -1 1 0 3 0 -2 -1 -2 -1 1 -2 1 -1 -1 0 -1
95894	0 1 1 2 3 -2 -6 1 -2 1 1 -4 -1 1 -3 0 -1
95909	1 -2 -1 -2 -2 3 6 -3 2 -1 1 4 1 -3 1 0 1
95909	1 0 1 0 2 -1 -2 -1 -2 -1 1 -2 1 -1 -1 0 -1
95909	1 -2 1 0 2 1 0 -1 -2 -1 1 0 1 -1 -1 0 -1
95909	1 0 1 0 2 -1 -4 1 -2 1 1 -2 -1 1 -3 0 -1
95929	1 0 2 1 3 -3 -6 1 -2 1 -1 -4 -1 3 -3 0 -3
95929	1 0 0 -1 1 1 0 -1 0 -1 1 0 1 -1 -1 0 -1
95929	1 -2 0 -1 -1 3 4 -1 0 -1 1 2 1 -3 1 2 1
95929	1 0 0 -1 1 1 0 -1 0 -1 1 0 -1 -1 -1 0 1
96009	1 0 2 1 2 -4 -6 2 -1 1 -1 -4 -1 3 -3 -2 -3
96009	1 0 0 1 2 0 -2 0 -1 -1 1 -2 -1 -1 -1 0 -1
96009	1 0 0 1 2 -2 -4 0 -1 1 1 -2 -1 1 -1 0 -1
96009	1 0 0 1 2 0 -2 0 -1 1 1 -2 -1 1 -1 0 -1
96020	2 0 1 0 3 -4 -6 2 -1 1 -1 -4 -1 3 -3 -2 -3
96020	0 0 1 0 -1 0 0 0 -1 -1 -1 0 1 -1 1 0 1
96020	2 0 1 2 3 -2 -6 2 -3 1 1 -4 -1 1 -3 0 -3
96020	0 0 1 2 1 0 -2 0 -1 1 1 -2 -1 1 -1 0 -1
96042	2 -1 0 -1 2 1 0 -2 -1 -1 1 0 1 -1 -1 0 -1
96042	0 1 0 1 2 -1 -4 0 -1 1 1 -2 -1 1 -3 0 -1
96042	2 -1 0 -1 2 1 0 0 -1 -1 1 0 -1 -1 -1 0 -1
96042	0 1 0 1 0 -1 -2 0 1 1 1 -2 -1 1 -1 0 -1
96044	0 0 1 1 2 -1 -4 0 -1 1 1 -2 -1 1 -3 0 -1
96044	0 0 1 1 0 1 0 0 -1 -1 -1 0 1 -1 1 0 1
96044	2 0 1 1 4 -3 -6 2 -3 1 1 -4 -1 1 -3 0 -3
96044	0 0 1 1 2 -1 -2 0 -1 1 1 -2 -1 1 -1 0 -1
96051	1 -1 0 0 1 1 0 -2 -1 -1 1 0 1 -1 -1 0 -1
96051	1 -1 0 0 1 1 0 0 -1 -1 1 0 -1 -1 -1 0 -1
96051	1 -1 0 0 -1 1 2 0 -1 -1 -1 2 1 -1 1 0 1
96051	1 -1 0 0 1 -1 -2 0 -1 1 1 0 -1 1 -1 0 -1
96058	2 -1 0 -1 1 1 0 0 -1 -1 1 0 -1 -1 -1 0 -1
96058	0 1 0 1 1 -1 -2 0 -1 1 1 -2 -1 1 -1 0 -1
96058	0 1 0 1 1 -1 -2 0 1 1 1 -2 -1 1 -1 0 -1
96058	0 1 0 1 3 -1 -4 0 -1 1 1 -2 -1 1 -1 0 -1
96063	1 1 1 1 3 -3 -6 2 -1 1 -1 -4 -1 3 -3 -2 -3
96063	1 1 1 1 3 -3 -6 0 -3 1 1 -4 -1 1 -3 0 -1
96063	1 -1 1 -1 -1 1 2 0 -1 -1 -1 2 1 -1 1 0 1
96063	1 -1 -1 -1 1 3 2 -2 -1 -1 3 2 -1 -3 -1 2 1
96066	2 -1 0 0 2 0 -1 0 -1 -1 1 -2 -1 -1 -1 0 -1
96066	0 1 0 0 2 -2 -3 0 -1 1 1 -2 -1 1 -1 0 -1
96066	0 1 0 2 2 0 -3 0 -1 1 1 -2 -1 1 -1 0 -1
96066	0 1 0 0 0 0 -1 0 1 1 1 0 -1 1 -1 0 -1
96082	2 -1 0 0 1 0 -1 0 -1 -1 1 0 -1 -1 -1 0 -1
96082	0 1 0 2 1 -2 -3 0 -1 1 1 -2 -1 1 -1 0 -1
96082	0 1 0 0 1 0 -1 0 1 1 1 -2 -1 1 -1 0 -1
96082	2 -1 0 0 1 0 -1 0 -1 1 1 0 -1 1 -1 0 -1
96190	2 -1 1 1 3 -1 -4 1 -3 1 1 -2 -1 1 -3 0 -3
96190	0 1 1 1 3 -3 -6 1 -1 1 -1 -4 -1 3 -3 0 -3
96190	2 -1 1 -1 1 1 0 -1 -1 -1 1 0 1 -1 -1 0 -1
96190	0 1 1 1 3 -3 -6 1 -3 1 1 -4 -1 1 -3 0 -1
96204	2 0 1 1 4 -2 -5 1 -3 1 1 -4 -1 1 -3 0 -3
96204	0 0 1 1 0 -2 -3 3 -1 1 -1 -2 -1 1 -1 0 -1
96204	2 -2 1 -1 2 0 -1 -1 -3 -1 1 0 1 -1 -1 0 -1
96204	0 0 1 -1 -2 2 3 -1 1 -1 -1 2 1 -1 1 0 1
96247	1 -1 -1 -2 -1 3 5 -3 1 -1 1 4 1 -3 1 0 1
96247	1 -1 1 0 1 1 -1 -1 -1 -1 1 0 1 -1 -1 0 -1
96247	1 1 1 2 3 -3 -7 1 -3 1 1 -4 -1 1 -3 0 -1
96247	1 -1 -1 0 1 -1 -1 1 -1 1 1 0 -1 1 -1 0 -1
96271	1 1 1 3 4 -4 -8 2 -4 2 0 -5 -1 3 -3 0 -3
96271	1 1 1 1 4 -4 -8 2 -2 2 0 -5 -1 3 -3 0 -3
96271	1 -1 1 1 0 0 0 0 0 0 0 -1 -1 -1 -1 0 -1
96271	1 1 1 1 2 -2 -4 0 -2 0 0 -3 -1 1 -1 0 -1
96323	3 -1 0 0 2 0 -1 0 -2 0 2 -1 -1 -1 -1 0 -1
96323	1 -1 0 0 0 0 1 0 0 0 0 1 -1 -1 -1 0 -1
96323	1 -1 0 0 0 0 1 0 -2 0 0 1 1 -1 1 0 1
96323	1 -1 0 0 2 0 -1 0 0 0 0 -1 -1 1 -1 0 -1
96326	0 1 1 2 2 -2 -5 0 -2 0 0 -3 -1 1 -3 0 -1
96326	0 1 1 2 2 -4 -7 2 -2 2 0 -5 -1 3 -3 0 -3
96326	0 1 1 2 4 -4 -7 2 -2 2 0 -5 -1 3 -3 0 -3
96326	2 -1 1 0 2 0 -1 0 -2 0 2 -1 -1 -1 -1 0 -1
96347	1 -1 0 1 1 0 -1 0 0 0 0 -1 -1 1 -1 0 -1
96347	1 -1 0 -1 -1 0 1 0 0 0 0 1 1 -1 1 0 1
96347	1 -1 0 -1 -1 0 1 0 -2 -2 0 1 1 -1 1 0 1
96347	1 -1 0 1 1 2 1 -2 -2 0 2 1 -1 -3 -1 2 1
96350	0 1 1 1 3 -2 -5 0 -2 0 0 -3 -1 1 -3 0 -1
96350	0 1 1 1 3 -4 -7 2 -2 2 0 -5 -1 3 -3 0 -3
96350	0 1 1 3 3 -4 -7 2 -2 2 0 -5 -1 3 -3 0 -3
96350	2 -1 1 1 1 0 -1 0 -2 0 2 -1 -1 -1 -1 0 -1
96387	1 -1 -2 -2 0 2 4 -3 0 -2 2 3 1 -3 1 0 1
96387	3 -3 0 -2 2 2 2 -1 -2 -2 2 1 1 -3 -1 0 -1
96387	1 -1 0 0 0 0 0 -1 0 0 0 1 1 -1 -1 0 -1
96387	1 -1 0 0 -2 0 2 1 0 0 0 1 -1 -1 1 0 1
96410	0 1 0 1 1 0 -2 -1 0 0 0 -1 -1 1 -1 0 -1
96410	0 1 2 3 3 -4 -8 1 -2 2 0 -5 -1 3 -3 0 -3
96410	0 3 2 3 3 -6 -10 3 -2 2 -2 -7 -1 5 -3 -2 -3
96410	0 1 2 1 3 -6 -8 3 -2 2 -2 -5 -1 5 -3 -2 -3
96412	0 2 1 3 3 -4 -8 1 -2 2 0 -5 -1 3 -3 0 -3
96412	0 0 1 1 1 0 -2 -1 0 0 0 -1 -1 1 -1 0 -1
96412	0 2 1 1 3 -6 -8 3 -2 2 -2 -5 -1 5 -3 -2 -3
96412	0 0 1 -1 -1 2 2 -1 0 -2 0 1 1 -1 1 0 1
96451	1 -1 -2 -2 0 4 5 -3 2 -2 2 3 1 -3 1 0 1
96451	1 -1 0 0 2 0 -1 -1 -2 0 2 -1 1 -1 -1 0 -1
96451	1 -1 0 0 2 0 -1 -1 -2 -2 0 -1 1 -1 -1 0 -1
96451	1 -1 0 0 0 0 1 -1 0 0 0 1 1 -1 -1 0 -1
96487	1 1 1 2 4 -3 -7 1 -2 2 0 -5 -1 3 -3 0 -3
96487	1 -1 -1 -2 0 3 5 -3 0 -2 2 3 1 -3 1 0 1
96487	1 -1 1 0 2 1 -1 -1 -2 -2 0 -1 1 -1 -1 0 -1
96487	1 -1 1 0 0 1 1 -1 0 0 0 1 1 -1 -1 0 -1
96494	0 1 1 3 4 -3 -7 1 -2 2 0 -5 -1 3 -3 0 -3
96494	0 1 1 1 2 -3 -5 1 0 0 -2 -3 1 3 -1 -2 -3
96494	0 1 1 1 2 -5 -7 3 0 2 -2 -5 -1 5 -3 -2 -3
96494	0 1 1 1 2 -3 -5 1 -2 2 0 -3 -1 1 -3 0 -1
96523	1 1 0 1 2 -2 -4 0 -1 0 0 -3 -1 1 -1 0 -1
96523	1 -1 0 -1 0 0 2 0 -1 0 0 1 1 -1 1 0 1
96523	1 -1 0 1 2 0 -2 0 -1 0 0 -1 -1 1 -1 0 -1
96523	1 -1 0 -1 0 2 2 0 -1 -2 0 1 1 -1 1 0 1
96553	1 -2 -2 -3 -2 5 8 -2 1 -2 2 5 1 -5 3 2 3
96553	1 0 0 1 0 -1 -2 0 -1 0 0 -1 -1 1 -1 0 -1
96553	1 0 0 -1 2 -1 -2 0 -1 0 0 -1 -1 1 -1 0 -1
96553	1 0 0 1 2 -1 -2 0 -1 0 0 -1 -1 1 -1 0 -1
96559	1 1 1 1 4 -5 -8 2 -3 2 0 -5 -1 3 -3 0 -3
96559	1 1 1 3 4 -3 -8 2 -3 2 0 -5 -1 3 -3 0 -3
96559	1 1 1 1 2 -1 -4 0 -1 0 0 -3 -1 1 -1 0 -1
96559	1 -1 -1 -3 -2 1 4 0 1 0 0 3 1 -1 1 0 1
96577	1 0 2 2 2 -2 -5 0 -3 0 0 -3 -1 1 -3 0 -1
96577	1 0 0 0 2 0 -1 0 -1 0 2 -1 -1 -1 -1 0 -1
96577	1 0 0 0 2 -2 -3 0 -1 0 0 -1 -1 1 -1 0 -1
96577	1 0 0 0 0 0 -1 0 1 0 0 -1 -1 1 -1 0 -1
96590	0 1 1 1 2 -2 -5 0 -1 0 0 -3 -1 1 -3 0 -1
96590	0 1 1 3 4 -4 -9 2 -3 2 0 -5 -1 3 -3 0 -3
96590	0 1 1 1 2 -2 -5 2 -1 2 0 -3 -1 3 -3 0 -3
96590	0 1 1 1 2 -2 -3 0 -1 0 0 -3 -1 1 -1 0 -1
96596	0 2 1 2 3 -6 -9 2 -1 2 -2 -5 -1 5 -3 -2 -3
96596	0 0 1 0 -1 0 1 0 -1 0 0 1 1 -1 1 0 1
96596	2 0 1 2 3 -4 -7 2 -3 2 0 -5 -1 3 -3 0 -3
96596	0 0 1 2 1 -2 -3 0 -1 0 0 -3 -1 1 -1 0 -1
96601	1 0 2 1 3 -2 -5 0 -3 0 0 -3 -1 1 -3 0 -1
96601	1 0 0 1 1 0 -1 0 -1 0 2 -1 -1 -1 -1 0 -1
96601	1 -2 0 -1 -1 4 5 -2 -1 -2 2 3 1 -5 1 2 3
96601	1 0 0 1 1 -2 -3 0 -1 0 0 -1 -1 1 -1 0 -1
96606	2 -1 1 1 3 -2 -5 2 -3 0 0 -3 -1 1 -3 0 -3
96606	0 1 1 3 3 -4 -7 2 -3 2 0 -5 -1 3 -3 0 -3
96606	0 1 1 1 3 -4 -7 2 -1 2 0 -5 -1 3 -3 0 -3
96606	2 -1 1 1 1 0 -1 0 -1 0 0 -1 -1 -1 -1 0 -1
96613	1 0 1 2 4 -3 -7 2 -3 2 0 -5 -1 3 -3 0 -3
96613	1 0 1 0 2 -3 -5 2 -1 2 0 -3 -1 3 -3 0 -3
96613	1 0 1 2 2 -1 -3 0 -1 0 0 -3 -1 1 -1 0 -1
96613	1 0 1 0 0 -1 -1 0 -1 0 0 -1 -1 1 -1 0 -1
96626	2 -1 0 0 1 -1 -1 0 -1 0 2 -1 -1 -1 -1 0 -1
96626	0 1 0 2 1 -1 -3 0 -1 0 0 -1 -1 1 -1 0 -1
96626	2 -1 0 0 1 -1 -1 0 -1 0 0 -1 -1 1 -1 0 -1
96626	0 1 0 0 1 1 -1 0 1 0 0 -1 -1 1 -1 0 -1
96628	0 2 1 2 3 -5 -9 2 -1 2 -2 -5 -1 5 -3 -2 -3
96628	0 0 1 0 -1 1 1 0 -1 0 0 1 1 -1 1 0 1
96628	0 2 1 2 3 -3 -7 2 -1 2 0 -5 -1 3 -3 0 -3
96628	0 0 1 2 1 -1 -3 0 -1 0 0 -3 -1 1 -1 0 -1
96635	1 1 0 1 1 -1 -3 0 -1 0 0 -1 -1 1 -1 0 -1
96635	1 -1 0 1 1 -1 -1 0 -1 0 0 -1 -1 1 -1 0 -1
96635	1 -1 0 -1 -1 -1 1 0 -1 0 0 1 1 -1 1 0 1
96635	1 -1 0 -1 -1 1 1 0 -1 -2 0 1 1 -1 1 0 1
96640	2 0 2 2 4 -2 -6 1 -3 0 0 -5 -1 1 -3 0 -3
96640	0 0 0 0 2 0 -2 -1 -1 0 0 -1 1 1 -1 0 -1
96640	0 2 2 2 2 -4 -8 3 -1 2 -2 -5 -1 5 -3 -2 -3
96640	0 0 0 2 2 -2 -4 1 -1 0 0 -3 -1 1 -1 0 -1
96644	2 -2 -1 -2 0 2 4 -3 -1 -2 2 3 1 -3 1 0 1
96644	0 0 1 0 2 0 -2 -1 -1 0 0 -1 1 1 -1 0 -1
96644	0 2 1 2 2 -6 -8 3 -1 2 -2 -5 -1 5 -3 -2 -3
96644	0 0 1 0 0 0 0 -1 -1 -2 0 -1 1 -1 1 0 1
96647	1 1 1 2 4 -4 -8 1 -3 2 0 -5 -1 3 -3 0 -3
96647	1 -1 -1 -2 0 4 4 -3 1 -2 2 3 1 -3 1 0 1
96647	1 -1 1 0 0 0 0 -1 -1 0 0 1 1 -1 -1 0 -1
96647	1 -1 -1 0 0 2 2 -1 -1 0 2 1 -1 -3 -1 2 1
96708	0 0 1 2 2 -2 -5 1 -1 2 0 -3 -1 3 -3 0 -3
96708	2 -2 -1 -2 0 4 5 -3 1 -2 2 3 1 -3 1 0 1
96708	2 -2 1 0 2 0 -1 -1 -3 -2 0 -1 1 -1 -1 0 -1
96708	0 2 1 2 2 -6 -9 3 -1 2 -2 -5 -1 5 -3 -2 -3
96722	0 1 0 0 1 0 -1 -1 1 0 0 -1 -1 1 -1 0 -1
96722	2 -1 2 2 3 -2 -5 1 -3 0 0 -3 -1 1 -3 0 -3
96722	0 1 0 0 1 0 -1 -1 -1 0 2 -1 -1 -1 -1 0 1
96722	0 1 2 2 3 -6 -9 3 -3 2 -2 -5 -1 5 -3 -2 -3
96751	1 -1 -1 -3 0 3 5 -3 1 -2 2 3 1 -3 1 0 1
96751	1 1 1 1 2 -3 -5 1 -1 0 -2 -3 1 3 -1 -2 -3
96751	1 1 1 1 2 -5 -7 3 -1 2 -2 -5 -1 5 -3 -2 -3
96751	1 -1 1 -1 0 1 1 -1 -1 -2 0 1 1 -1 1 0 1
96779	1 -1 0 -1 0 2 2 0 0 -1 0 1 1 -1 1 0 1
96779	1 -1 0 -1 0 0 2 0 -2 -1 0 1 1 -1 1 0 1
96779	1 -1 0 -1 0 0 0 0 -2 -1 0 1 1 -1 1 0 1
96779	1 -1 0 -1 -2 0 2 0 0 -1 0 1 1 -1 1 0 1
96832	0 0 2 2 2 -2 -5 0 -2 1 0 -3 -1 1 -3 0 -1
96832	2 -2 0 0 2 0 -1 0 -2 -1 2 -1 -1 -1 -1 0 -1
96832	0 0 0 0 0 2 1 0 0 -1 0 1 1 -1 1 0 1
96832	0 0 0 2 0 0 -1 0 0 1 0 -1 -1 1 -1 0 -1
96837	1 0 1 2 2 -2 -5 0 -2 1 0 -3 -1 1 -3 0 -1
96837	1 0 1 2 2 -2 -5 2 -2 1 0 -3 -1 1 -3 0 -3
96837	1 0 1 2 4 -4 -7 2 -4 1 0 -5 -1 3 -3 0 -3
96837	1 0 1 0 0 0 -1 0 0 1 0 -1 -1 1 -1 0 -1
96850	0 1 2 2 1 -2 -5 0 -2 1 0 -3 -1 1 -3 0 -1
96850	2 -1 0 0 1 0 -1 0 -2 -1 2 -1 -1 -1 -1 0 -1
96850	0 1 0 2 1 -2 -3 0 0 1 0 -3 -1 1 -1 0 -1
96850	0 1 0 0 1 -2 -3 0 0 1 0 -1 -1 1 -1 0 -1
96866	0 1 2 2 2 -1 -5 0 -2 1 0 -3 -1 1 -3 0 -1
96866	2 -1 0 0 2 1 -1 0 -2 -1 2 -1 -1 -1 -1 0 -1
96866	0 1 0 2 2 -1 -3 0 0 1 0 -3 -1 1 -1 0 -1
96866	0 1 0 2 0 -1 -3 0 0 1 0 -1 -1 1 -1 0 -1
96878	0 1 1 1 2 -3 -5 0 -2 1 0 -3 -1 1 -3 0 -1
96878	0 1 -1 1 2 -1 -3 0 0 1 0 -1 -1 1 -1 0 -1
96878	2 -1 1 1 2 -3 -5 2 -2 1 0 -3 -1 1 -3 0 -3
96878	0 1 1 1 4 -3 -7 2 -2 1 0 -5 -1 3 -3 0 -3
96889	1 0 0 1 1 -1 -3 0 0 1 0 -1 -1 1 -1 0 -1
96889	1 -2 0 -1 -1 1 3 0 0 -1 0 1 1 -1 1 0 1
96889	1 0 0 -1 1 -1 -1 0 0 1 0 -1 -1 1 -1 0 -1
96889	1 0 0 -1 -1 1 1 0 0 -1 0 1 1 -1 1 0 1
96895	1 1 1 1 3 -5 -7 2 -2 1 0 -5 -1 3 -3 -2 -3
96895	3 -1 1 1 3 -3 -5 2 -4 1 0 -3 -1 1 -3 0 -3
96895	1 1 1 1 3 -3 -7 2 -2 1 0 -5 -1 3 -3 0 -3
96895	1 -1 -1 -3 -1 1 3 0 0 -1 0 3 1 -1 1 0 1
97093	1 -2 -1 -2 -2 2 5 0 1 -1 0 3 1 -1 3 0 1
97093	1 0 1 0 0 -2 -1 2 -1 -1 -2 -1 1 1 1 -2 -1
97093	1 0 1 2 4 -4 -7 2 -3 1 0 -5 -1 3 -3 0 -3
97093	3 -2 1 0 2 0 -1 0 -3 -1 2 -1 -1 -1 -1 0 -1
97135	1 -1 1 -1 0 1 1 0 -1 -1 0 1 1 -1 1 0 1
97135	3 -1 1 1 2 -3 -5 2 -3 1 0 -3 -1 1 -3 0 -3
97135	1 1 1 1 4 -3 -7 2 -3 1 0 -5 -1 3 -3 0 -3
97135	1 -1 1 1 0 -1 -1 0 -1 1 0 -1 -1 1 -1 0 -1
97148	2 0 1 1 3 -5 -7 2 -3 1 0 -5 -1 3 -3 -2 -3
97148	0 0 1 1 1 -1 -3 0 -1 1 0 -1 -1 1 -3 0 -1
97148	0 0 1 -1 -1 1 1 0 -1 -1 0 1 1 -1 1 0 1
97148	2 0 1 1 3 -3 -5 2 -3 1 0 -3 -1 1 -3 0 -3
97178	0 1 0 1 1 0 -2 -1 1 1 0 -1 -1 1 -1 0 -1
97178	2 -1 2 1 3 -2 -4 1 -3 1 0 -3 -1 1 -3 0 -3
97178	0 1 2 3 3 -4 -8 1 -3 1 0 -5 -1 3 -3 0 -3
97178	2 -1 0 -1 3 0 -2 -1 -3 -1 2 -1 1 -1 -1 0 -1
97243	1 -1 0 -1 -1 0 1 1 -1 -1 0 1 1 -1 1 0 1
97243	3 -1 2 1 3 -2 -5 1 -3 1 0 -3 -1 1 -3 0 -3
97243	1 -1 0 1 1 0 -1 -1 -1 -1 0 -1 1 -1 -1 0 -1
97243	1 -1 0 -1 1 0 1 -1 -1 -1 0 1 1 -1 -1 0 -1
97279	3 -1 1 1 3 -3 -5 1 -3 1 0 -3 -1 1 -3 0 -3
97279	1 -1 -1 -1 -1 3 5 -3 1 -1 2 3 1 -3 1 0 1
97279	1 -1 1 1 1 1 -1 -1 -1 -1 0 -1 1 -1 -1 0 -1
97279	1 -1 1 -1 1 1 1 -1 -1 -1 0 1 1 -1 -1 0 -1
97368	2 0 2 1 3 -4 -7 2 -2 0 -1 -5 -1 3 -3 -2 -3
97368	0 0 0 1 1 0 -1 0 0 0 1 -1 -1 -1 -1 0 -1
97368	0 0 0 1 -1 0 1 0 0 0 -1 1 1 -1 1 0 1
97368	0 0 0 1 1 0 -1 0 0 0 1 -1 -1 1 -1 0 -1
97376	0 0 0 0 0 1 1 -2 0 0 1 1 -1 -1 -1 0 1
97376	2 -2 0 0 0 1 1 0 0 0 1 1 -1 -1 -1 0 -1
97376	0 0 0 0 0 1 1 0 0 0 -1 1 1 -1 1 0 1
97376	2 0 0 0 2 -1 -3 0 -2 0 1 -1 -1 1 -1 0 -1
97403	1 -1 0 -1 1 1 1 -2 0 0 1 1 1 -1 -1 0 -1
